year,project,dependent_projects
2019,openstack/oslo.messaging,0
2019,openstack/charm-nova-compute,4
2019,openstack/trove-dashboard,1
2019,openstack/openstack-chef,13
2019,openstack/puppet-magnum,1
2019,openstack/watcher-tempest-plugin,2
2019,openstack/cloudkitty-tempest-plugin,1
2019,openstack/cookbook-openstack-block-storage,2
2019,openstack/glance-specs,1
2019,openstack/monasca-kibana-plugin,0
2019,openstack/ceilometer-powervm,1
2019,openstack/ansible-role-tripleo-modify-image,1
2019,openstack/tripleo-puppet-elements,6
2019,openstack/openstack-ansible-os_monasca,1
2019,openstack/keystonemiddleware,2
2019,openstack/openstack-ansible-os_octavia,3
2019,openstack/openstack-ansible-rsyslog_server,1
2019,openstack/openstack-ansible-os_blazar,3
2019,openstack/puppet-horizon,2
2019,openstack/arch-design,1
2019,openstack/python-watcherclient,1
2019,openstack/charm-openstack-dashboard,0
2019,openstack/murano-tempest-plugin,1
2019,openstack/charm-neutron-api-plugin-ovn,0
2019,openstack/fuel-plugins,1
2019,openstack/openstack-ansible-galera_client,4
2019,openstack/cinder-specs,1
2019,openstack/dragonflow,1
2019,openstack/swift,1
2019,openstack/bifrost,3
2019,openstack/openstack-ansible-os_panko,4
2019,openstack/python-freezerclient,0
2019,openstack/python-fuelclient,1
2019,openstack/designate-dashboard,9
2019,openstack/oslosphinx,2
2019,openstack/openstack-ansible,52
2019,openstack/openstack-manuals,10
2019,openstack/searchlight-ui,2
2019,openstack/sahara-plugin-vanilla,10
2019,openstack/charm-nova-cloud-controller,27
2019,openstack/oslo.vmware,1
2019,openstack/nova-specs,2
2019,openstack/puppet-freezer,1
2019,openstack/metalsmith,0
2019,openstack/puppet-nova,9
2019,openstack/neutron-dynamic-routing,1
2019,openstack/instack-undercloud,3
2019,openstack/training-guides,2
2019,openstack/docs-specs,2
2019,openstack/python-zunclient,2
2019,openstack/mistral,8
2019,openstack/openstack-helm-infra,3
2019,openstack/xstatic-angular-lrdragndrop,1
2019,openstack/python-qinlingclient,0
2019,openstack/sushy-tools,2
2019,openstack/fuel-qa,1
2019,openstack/monasca-ui,2
2019,openstack/monasca-common,8
2019,openstack/patrole,1
2019,openstack/sahara-plugin-cdh,7
2019,openstack/ansible-role-k8s-rabbitmq,1
2019,openstack/cookbook-openstack-orchestration,2
2019,openstack/kayobe-config,1
2019,openstack/heat-dashboard,1
2019,openstack/freezer-tempest-plugin,1
2019,openstack/nova,26
2019,openstack/virtualbmc,1
2019,openstack/openstack-ansible-pip_install,6
2019,openstack/openstack-ansible-os_sahara,2
2019,openstack/vitrage,4
2019,openstack/openstacksdk,10
2019,openstack/cinder-tempest-plugin,1
2019,openstack/tripleo-image-elements,2
2019,openstack/openstack-ansible-os_zaqar,1
2019,openstack/openstack-ansible-ops,1
2019,openstack/nova-powervm,1
2019,openstack/tripleo-repos,2
2019,openstack/murano,2
2019,openstack/openstack-ansible-os_neutron,5
2019,openstack/os-net-config,2
2019,openstack/neutron-tempest-plugin,10
2019,openstack/fuel-plugin-murano-tests,1
2019,openstack/neutron-lib,11
2019,openstack/python-saharaclient,0
2019,openstack/freezer-api,1
2019,openstack/python-monascaclient,2
2019,openstack/charm-interface-keystone-credentials,1
2019,openstack/fuel-docs,1
2019,openstack/puppet-sahara,1
2019,openstack/python-glanceclient,0
2019,openstack/trove-tempest-plugin,1
2019,openstack/puppet-glance,3
2019,openstack/tooz,0
2019,openstack/charm-layer-openstack-api,2
2019,openstack/python-novaclient,3
2019,openstack/fuel-astute,1
2019,openstack/adjutant,2
2019,openstack/os-acc,1
2019,openstack/os-vif,3
2019,openstack/networking-onos,0
2019,openstack/openstack-ansible-os_swift,3
2019,openstack/openstack-ansible-haproxy_server,2
2019,openstack/openstack-ansible-os_designate,4
2019,openstack/charms.openstack,5
2019,openstack/charm-cinder-purestorage,0
2019,openstack/oslo.i18n,1
2019,openstack/api-site,2
2019,openstack/networking-odl,2
2019,openstack/tripleo-ipsec,1
2019,openstack/puppet-rally,1
2019,openstack/openstack-ansible-os_congress,3
2019,openstack/murano-pkg-check,1
2019,openstack/cookbook-openstack-compute,4
2019,openstack/sahara-plugin-spark,10
2019,openstack/charm-interface-neutron-plugin,2
2019,openstack/manila,6
2019,openstack/ansible-role-python_venv_build,5
2019,openstack/ironic-tempest-plugin,3
2019,openstack/fuel-mirror,1
2019,openstack/charm-layer-openstack,3
2019,openstack/tripleo-ci,17
2019,openstack/networking-hyperv,0
2019,openstack/fuel-main,1
2019,openstack/zun-tempest-plugin,2
2019,openstack/puppet-cinder,3
2019,openstack/cookbook-openstack-bare-metal,4
2019,openstack/automaton,0
2019,openstack/vitrage-dashboard,2
2019,openstack/sahara,7
2019,openstack/vitrage-tempest-plugin,2
2019,openstack/monasca-grafana-datasource,1
2019,openstack/openstack-ansible-rsyslog_client,1
2019,openstack/neutron-fwaas-dashboard,7
2019,openstack/puppet-watcher,2
2019,openstack/compute-hyperv,1
2019,openstack/puppet-trove,1
2019,openstack/kolla,12
2019,openstack/magnum-ui,3
2020,openstack/ironic-ui,2
2020,openstack/openstack-helm,2
2020,openstack/kuryr-tempest-plugin,1
2020,openstack/python-masakariclient,1
2020,openstack/charm-ceilometer-agent,1
2020,openstack/openstack-zuul-jobs,26
2020,openstack/ui-cookiecutter,0
2020,openstack/devstack-plugin-ceph,4
2020,openstack/tripleo-quickstart,10
2020,openstack/openstack-ansible-lxc_hosts,5
2020,openstack/oslo.cache,1
2020,openstack/neutron-vpnaas-dashboard,1
2020,openstack/puppet-openstack_extras,2
2020,openstack/puppet-ironic,6
2020,openstack/python-octaviaclient,2
2020,openstack/cookbook-openstack-image,7
2020,openstack/keystone-tempest-plugin,1
2020,openstack/ironic-inspector,7
2020,openstack/python-magnumclient,2
2020,openstack/python-karborclient,1
2020,openstack/puppet-cloudkitty,3
2020,openstack/os-win,1
2020,openstack/neutron-fwaas,8
2020,openstack/i18n-specs,1
2020,openstack/charm-deployment-guide,3
2020,openstack/openstack-ansible-os_horizon,16
2020,openstack/tripleo-specs,1
2020,openstack/ironic-python-agent,5
2020,openstack/puppet-swift,3
2020,openstack/blazar-tempest-plugin,9
2020,openstack/charm-interface-neutron-load-balancer,1
2020,openstack/os-refresh-config,1
2020,openstack/masakari-monitors,0
2020,openstack/puppet-congress,2
2020,openstack/kuryr-kubernetes,2
2020,openstack/python-tripleoclient,15
2020,openstack/tripleo-operator-ansible,5
2020,openstack/puppet-octavia,6
2020,openstack/oslo.rootwrap,1
2020,openstack/ironic-lib,2
2020,openstack/ceilometermiddleware,1
2020,openstack/cookbook-openstackclient,4
2020,openstack/zaqar-tempest-plugin,1
2020,openstack/governance-uc,1
2020,openstack/python-brick-cinderclient-ext,0
2020,openstack/python-keystoneclient,1
2020,openstack/puppet-vswitch,2
2020,openstack/puppet-manila,4
2020,openstack/diskimage-builder,6
2020,openstack/project-config,59
2020,openstack/security-doc,1
2020,openstack/puppet-ceph,2
2020,openstack/python-manilaclient,3
2020,openstack/charm-guide,8
2020,openstack/manila-specs,3
2020,openstack/oslotest,1
2020,openstack/zun,4
2020,openstack/charm-glance-simplestreams-sync,1
2020,openstack/watcher-dashboard,1
2020,openstack/solum,1
2020,openstack/karbor-dashboard,3
2020,openstack/sushy-oem-idrac,1
2020,openstack/charm-ceph-osd,4
2020,openstack/ansible-role-systemd_service,1
2020,openstack/telemetry-tempest-plugin,2
2020,openstack/contributor-guide,1
2020,openstack/barbican,4
2020,openstack/openstack-ansible-plugins,1
2020,openstack/openstack-ansible-os_masakari,2
2020,openstack/masakari-dashboard,1
2020,openstack/charm-neutron-dynamic-routing,1
2020,openstack/swift-specs,1
2020,openstack/loci,1
2020,openstack/cookbook-openstack-ops-messaging,3
2020,openstack/pymod2pkg,3
2020,openstack/python-congressclient,1
2020,openstack/sahara-dashboard,1
2020,openstack/ansible-role-systemd_networkd,3
2020,openstack/charm-interface-dashboard-plugin,3
2020,openstack/puppet-ceilometer,3
2020,openstack/python-troveclient,0
2020,openstack/mistral-lib,3
2020,openstack/puppet-pacemaker,5
2020,openstack/puppet-gnocchi,2
2020,openstack/devstack-gate,4
2020,openstack/charm-keystone-ldap,1
2020,openstack/keystoneauth,3
2020,openstack/openstack-ansible-os_zun,14
2020,openstack/charm-manila-ganesha,1
2020,openstack/puppet-vitrage,3
2020,openstack/python-designateclient,0
2020,openstack/openstack-ansible-os_ironic,3
2020,openstack/election,2
2020,openstack/ironic-prometheus-exporter,1
2020,openstack/charm-swift-proxy,1
2020,openstack/searchlight-ui,3
2020,openstack/ansible-role-qdrouterd,13
2020,openstack/charm-interface-neutron-plugin-api-subordinate,1
2020,openstack/mistral-dashboard,1
2020,openstack/placement,2
2020,openstack/requirements,68
2020,openstack/grenade,7
2020,openstack/zaqar-ui,1
2020,openstack/python-swiftclient,3
2020,openstack/networking-sfc,2
2020,openstack/charm-interface-bgp,1
2020,openstack/puppet-openstack-cookiecutter,2
2020,openstack/oslo.service,1
2020,openstack/charm-hacluster,1
2020,openstack/openstack-ansible-os_manila,1
2020,openstack/openstackclient,2
2020,openstack/rally-openstack,1
2020,openstack/openstack-ansible-nspawn_container_create,3
2020,openstack/puppet-aodh,3
2020,openstack/tacker-horizon,1
2020,openstack/python-mistralclient,2
2020,openstack/cookbook-openstack-dashboard,3
2020,openstack/oslo.limit,0
2020,openstack/python-neutronclient,2
2020,openstack/osc-placement,1
2020,openstack/mistral-extra,3
2020,openstack/cyborg,1
2020,openstack/kolla-cli,3
2020,openstack/ansible-role-uwsgi,0
2020,openstack/monasca-persister,2
2020,openstack/keystone,3
2020,openstack/charm-masakari-monitors,1
2020,openstack/oslo.tools,1
2020,openstack/monasca-api,5
2020,openstack/os-brick,8
2020,openstack/charm-interface-service-control,1
2020,openstack/charm-placement,2
2020,openstack/networking-l2gw,2
2020,openstack/sahara-plugin-vanilla,0
2020,openstack/cookbook-openstack-identity,15
2020,openstack/puppet-barbican,4
2020,openstack/puppet-neutron,8
2020,openstack/releases,27
2020,openstack/tripleo-common,18
2020,openstack/cloudkitty,0
2020,openstack/openstack-ansible-ceph_client,1
2020,openstack/searchlight-specs,3
2020,openstack/openstack-ansible-repo_build,2
2020,openstack/oslo.utils,4
2020,openstack/panko,1
2020,openstack/puppet-openstack_spec_helper,31
2020,openstack/ansible-hardening,12
2020,openstack/octavia,8
2020,openstack/zun-ui,1
2020,openstack/charm-neutron-gateway,3
2020,openstack/puppet-placement,4
2020,openstack/openstackdocstheme,2
2020,openstack/xstatic-moment,1
2020,openstack/rally,1
2020,openstack/oslo.db,1
2020,openstack/charm-neutron-api,4
2020,openstack/openstack-ansible-openstack_hosts,7
2020,openstack/python-tackerclient,0
2020,openstack/ansible-role-redhat-subscription,2
2020,openstack/charm-barbican,2
2020,openstack/openstack-ansible-os_aodh,2
2020,openstack/networking-bagpipe,5
2020,openstack/puppet-tripleo,19
2020,openstack/tripleo-quickstart-extras,16
2020,openstack/openstack-ansible-repo_server,13
2020,openstack/python-senlinclient,1
2020,openstack/puppet-openstacklib,6
2020,openstack/oslo.log,0
2020,openstack/masakari,0
2020,openstack/openstack-tempest-skiplist,4
2020,openstack/charm-ceph-radosgw,4
2020,openstack/freezer-web-ui,0
2020,openstack/puppet-tacker,3
2020,openstack/paunch,8
2020,openstack/reviewstats,1
2020,openstack/puppet-keystone,4
2020,openstack/magnum-tempest-plugin,1
2020,openstack/neutron-vpnaas,2
2020,openstack/charm-ceph-mon,8
2020,openstack/charm-interface-hacluster,1
2020,openstack/openstack-ansible-openstack_openrc,12
2020,openstack/charm-interface-barbican-secrets,1
2020,openstack/python-tricircleclient,1
2020,openstack/openstack-ansible-nspawn_hosts,2
2020,openstack/heat-translator,5
2020,openstack/ironic-python-agent-builder,5
2020,openstack/networking-powervm,0
2020,openstack/designate-tempest-plugin,1
2020,openstack/python-vitrageclient,0
2020,openstack/octavia-dashboard,2
2020,openstack/charm-octavia-dashboard,3
2020,openstack/charm-tempest,8
2020,openstack/puppet-designate,2
2020,openstack/charm-vault,3
2020,openstack/python-searchlightclient,3
2020,openstack/openstack-ansible-os_heat,0
2020,openstack/kayobe,8
2020,openstack/ansible-role-systemd_mount,1
2020,openstack/xstatic-moment-timezone,1
2020,openstack/networking-l2gw-tempest-plugin,2
2020,openstack/watcher,2
2020,openstack/congress,3
2020,openstack/osc-lib,2
2020,openstack/tacker,0
2020,openstack/openstack-ansible-os_trove,14
2020,openstack/charm-masakari,1
2020,openstack/networking-midonet,0
2020,openstack/cookbook-openstack-dns,5
2020,openstack/monasca-notification,3
2020,openstack/openstack-ansible-os_ceilometer,2
2020,openstack/oslo.serialization,1
2020,openstack/murano-dashboard,1
2020,openstack/cookbook-openstack-telemetry,3
2020,openstack/qinling,14
2020,openstack/mistral-tempest-plugin,1
2020,openstack/charm-neutron-api-plugin-arista,1
2020,openstack/python-muranoclient,2
2020,openstack/python-cloudkittyclient,5
2020,openstack/cookbook-openstack-network,6
2020,openstack/puppet-openstack-guide,43
2020,openstack/tripleo-heat-templates,36
2020,openstack/charm-heat,3
2020,openstack/ceilometer,6
2020,openstack/charm-ironic,1
2020,openstack/ironic,18
2020,openstack/charm-interface-ceph-rbd-mirror,2
2020,openstack/openstack-ansible-galera_server,4
2020,openstack/openstack-ansible-rabbitmq_server,14
2020,openstack/openstack-ansible-os_tacker,10
2020,openstack/networking-baremetal,1
2020,openstack/tripleo-ansible,16
2020,openstack/congress-tempest-plugin,1
2020,openstack/cookiecutter,2
2020,openstack/charm-ceph-proxy,1
2020,openstack/puppet-monasca,1
2020,openstack/sahara-plugin-storm,0
2020,openstack/kuryr,0
2020,openstack/charm-watcher-dashboard,1
2020,openstack/charm-interface-pacemaker-remote,1
2020,openstack/charm-interface-nova-compute,1
2020,openstack/charm-barbican-vault,1
2020,openstack/glance_store,2
2020,openstack/hacking,1
2020,openstack/oslo.policy,1
2020,openstack/monasca-transform,1
2020,openstack/sahara-plugin-mapr,0
2020,openstack/networking-bgpvpn,5
2020,openstack/openstack-ansible-os_keystone,5
2020,openstack/eslint-config-openstack,1
2020,openstack/puppet-qdr,1
2020,openstack/openstack-ansible-os_magnum,3
2020,openstack/openstack-ansible-os_gnocchi,5
2020,openstack/devstack,31
2020,openstack/ec2-api,1
2020,openstack/charm-manila,1
2020,openstack/manila-ui,3
2020,openstack/networking-ovn,3
2020,openstack/openstack-ansible-os_placement,10
2020,openstack/charm-octavia,1
2020,openstack/charm-interface-cinder-backend,1
2020,openstack/tripleo-docs,6
2020,openstack/oslo.privsep,1
2020,openstack/oslo-specs,2
2020,openstack/python-zaqarclient,0
2020,openstack/puppet-ec2api,3
2020,openstack/kuryr-libnetwork,1
2020,openstack/charm-manila-generic,1
2020,openstack/puppet-panko,4
2020,openstack/openstacksdk,14
2020,openstack/openstack-virtual-baremetal,0
2020,openstack/charm-ceph-iscsi,2
2020,openstack/charm-watcher,1
2020,openstack/openstack-helm-addons,1
2020,openstack/zaqar,1
2020,openstack/puppet-glare,3
2020,openstack/shade,1
2020,openstack/kayobe-config-dev,4
2020,openstack/openstack-ansible-os_tempest,27
2020,openstack/ovsdbapp,3
2020,openstack/python-cinderclient,2
2020,openstack/charm-octavia-diskimage-retrofit,1
2020,openstack/manila-tempest-plugin,9
2020,openstack/qinling-dashboard,3
2020,openstack/python-ironicclient,2
2020,openstack/oslo.config,0
2020,openstack/governance,20
2020,openstack/puppet-openstack-integration,26
2020,openstack/oslo.upgradecheck,1
2020,openstack/sahara-image-elements,0
2020,openstack/oslo.messaging,1
2020,openstack/devstack-plugin-container,2
2020,openstack/congress-specs,1
2020,openstack/stackviz,2
2020,openstack/neutron-specs,4
2020,openstack/charm-ceph-fs,3
2020,openstack/tenks,1
2020,openstack/glance,5
2020,openstack/oslo.versionedobjects,2
2020,openstack/puppet-oslo,29
2020,openstack/python-ironic-inspector-client,2
2020,openstack/monasca-agent,1
2020,openstack/cinder,9
2020,openstack/tripleo-validations,9
2020,openstack/charm-cinder-ceph,1
2020,openstack/castellan,0
2020,openstack/ansible-role-atos-hsm,0
2020,openstack/puppet-murano,3
2020,openstack/charms.ceph,4
2020,openstack/charm-rabbitmq-server,2
2020,openstack/charm-ceilometer,1
2020,openstack/karbor,9
2020,openstack/cookbook-openstack-ops-database,3
2020,openstack/sahara-tests,3
2020,openstack/faafo,1
2020,openstack/cliff,1
2020,openstack/heat-tempest-plugin,2
2020,openstack/cookbook-openstack-common,12
2020,openstack/charm-mysql-router,4
2020,openstack/charm-pacemaker-remote,1
2020,openstack/rpm-packaging,3
2020,openstack/openstack-ansible-lxc_container_create,4
2020,openstack/liberasurecode,1
2020,openstack/kolla-ansible,9
2020,openstack/tripleo-upgrade,7
2020,openstack/puppet-heat,4
2020,openstack/openstack-ansible-os_nova,12
2020,openstack/openstack-ansible-os_glance,2
2020,openstack/charm-gnocchi,3
2020,openstack/python-dracclient,1
2020,openstack/puppet-ovn,3
2020,openstack/aodh,2
2020,openstack/charm-neutron-openvswitch,4
2020,openstack/openstack-ansible-os_cinder,1
2020,openstack/training-labs,0
2020,openstack/murano-agent,0
2020,openstack/charm-ops-interface-ceph-client,1
2020,openstack/solum-dashboard,1
2020,openstack/monasca-thresh,1
2020,openstack/octavia-lib,1
2020,openstack/charm-interface-ceph-client,1
2020,openstack/charm-glance,3
2020,openstack/sushy,2
2020,openstack/charm-interface-bind-rndc,1
2020,openstack/validations-libs,2
2020,openstack/neutron,25
2020,openstack/openstack-ansible-os_cloudkitty,0
2020,openstack/xstatic-lodash,1
2020,openstack/designate,2
2020,openstack/neutron-lbaas-dashboard,0
2020,openstack/oslo.context,1
2020,openstack/congress-dashboard,2
2020,openstack/puppet-mistral,3
2020,openstack/senlin-dashboard,1
2020,openstack/openstack-ansible-os_mistral,0
2020,openstack/tap-as-a-service,1
2020,openstack/senlin,1
2020,openstack/monasca-log-api,1
2020,openstack/charm-interface-placement,1
2020,openstack/stevedore,1
2020,openstack/charm-nova-cell-controller,1
2020,openstack/blazar,3
2020,openstack/openstack-helm-images,3
2020,openstack/devstack-plugin-zmq,1
2020,openstack/ansible-role-collect-logs,2
2020,openstack/tricircle,2
2020,openstack/octavia-tempest-plugin,3
2020,openstack/puppet-tempest,10
2020,openstack/charm-interface-mysql-router,3
2020,openstack/oslo.vmware,1
2020,openstack/charm-designate-bind,2
2020,openstack/charm-percona-cluster,9
2020,openstack/openstack-ansible-os_senlin,1
2020,openstack/charm-cinder,5
2020,openstack/ansible-config_template,14
2020,openstack/sahara-plugin-ambari,1
2020,openstack/heat,6
2020,openstack/networking-generic-switch,2
2020,openstack/cookbook-openstack-integration-test,7
2020,openstack/charm-trilio-wlm,1
2020,openstack/os-ken,0
2020,openstack/charm-aodh,2
2020,openstack/os-traits,1
2020,openstack/ec2api-tempest-plugin,1
2020,openstack/sushy-cli,1
2020,openstack/openstack-ansible-tests,29
2020,openstack/charm-designate,1
2020,openstack/charm-interface-mysql-shared,3
2020,openstack/xstatic-dagre,1
2020,openstack/charm-interface-keystone,1
2020,openstack/governance-sigs,1
2020,openstack/openstack-ansible-os_rally,11
2020,openstack/charm-ceph-rbd-mirror,6
2020,openstack/python-heatclient,1
2020,openstack/service-types-authority,1
2020,openstack/cloudkitty-dashboard,5
2020,openstack/ossa,2
2020,openstack/magnum,3
2020,openstack/tempest,27
2020,openstack/python-openstackclient,7
2020,openstack/os-apply-config,1
2020,openstack/barbican-tempest-plugin,9
2020,openstack/openstack-ansible-os_barbican,13
2020,openstack/ovn-octavia-provider,2
2020,openstack/project-team-guide,2
2020,openstack/charm-keystone,2
2020,openstack/puppet-senlin,2
2020,openstack/heat-agents,5
2020,openstack/tripleo-puppet-elements,3
2020,openstack/keystonemiddleware,0
2020,openstack/openstack-ansible-os_octavia,11
2020,openstack/charm-cinder-backup,4
2020,openstack/openstack-ansible-os_blazar,0
2020,openstack/puppet-horizon,3
2020,openstack/monasca-analytics,1
2020,openstack/openstack-ansible-os_panko,12
2020,openstack/bifrost,7
2020,openstack/ansible-role-lunasa-hsm,1
2020,openstack/swift,6
2020,openstack/designate-dashboard,1
2020,openstack/cinder-specs,0
2020,openstack/xstatic-dagre-d3,1
2020,openstack/ansible-role-tripleo-modify-image,1
2020,openstack/xstatic-graphlib,1
2020,openstack/solum-infra-guestagent,1
2020,openstack/charm-openstack-dashboard,4
2020,openstack/charm-neutron-api-plugin-ovn,3
2020,openstack/searchlight,10
2020,openstack/vitrage,3
2020,openstack/python-glanceclient,0
2020,openstack/cinder-tempest-plugin,3
2020,openstack/validations-common,3
2020,openstack/puppet-rally,2
2020,openstack/openstack-ansible-os_congress,2
2020,openstack/charm-mysql-innodb-cluster,4
2020,openstack/ideas,1
2020,openstack/cookbook-openstack-compute,7
2020,openstack/sahara-plugin-spark,0
2020,openstack/openstack-ansible-os_adjutant,1
2020,openstack/charm-interface-neutron-plugin,1
2020,openstack/cookbook-openstack-block-storage,3
2020,openstack/openstack-chef,15
2020,openstack/puppet-freezer,2
2020,openstack/openstack-ansible-memcached_server,14
2020,openstack/neutron-dynamic-routing,1
2020,openstack/metalsmith,3
2020,openstack/puppet-nova,5
2020,openstack/instack-undercloud,4
2020,openstack/python-zunclient,1
2020,openstack/mistral,4
2020,openstack/openstack-helm-infra,3
2020,openstack/virtualbmc,1
2020,openstack/openstack-ansible-pip_install,2
2020,openstack/python-qinlingclient,3
2020,openstack/nova,17
2020,openstack/freezer-tempest-plugin,2
2020,openstack/puppet-magnum,3
2020,openstack/kayobe-config,3
2020,openstack/openstack-ansible-os_sahara,10
2020,openstack/openstack-ux,1
2020,openstack/ptgbot,1
2020,openstack/cookbook-openstack-orchestration,6
2020,openstack/sahara-plugin-cdh,0
2020,openstack/patrole,3
2020,openstack/monasca-common,0
2020,openstack/monasca-ui,1
2020,openstack/sushy-tools,1
2020,openstack/openstack-manuals,6
2020,openstack/openstack-ansible,38
2020,openstack/oslo.middleware,1
2020,openstack/openstack-ansible-galera_client,14
2020,openstack/trove-dashboard,1
2020,openstack/heat-dashboard,1
2020,openstack/manila,8
2020,openstack/blazar-dashboard,0
2020,openstack/ansible-role-python_venv_build,6
2020,openstack/python-saharaclient,2
2020,openstack/charm-ops-openstack,1
2020,openstack/freezer-api,6
2020,openstack/python-monascaclient,1
2020,openstack/puppet-sahara,3
2020,openstack/ansible-collections-openstack,2
2020,openstack/openstack-ansible-os_designate,3
2020,openstack/openstack-ansible-haproxy_server,2
2020,openstack/openstack-ansible-os_swift,12
2020,openstack/oslo.concurrency,1
2020,openstack/networking-onos,1
2020,openstack/os-vif,0
2020,openstack/charms.openstack,71
2020,openstack/adjutant,0
2020,openstack/murano-apps,1
2020,openstack/blazar-nova,0
2020,openstack/python-novaclient,3
2020,openstack/charm-layer-openstack-api,2
2020,openstack/tooz,2
2020,openstack/puppet-glance,5
2020,openstack/trove-tempest-plugin,1
2020,openstack/charm-nova-compute,4
2020,openstack/pbr,2
2020,openstack/charm-nova-cloud-controller,3
2020,openstack/cinderlib,2
2020,openstack/oslo.reports,1
2020,openstack/python-barbicanclient,1
2020,openstack/charm-cinder-backup-swift-proxy,4
2020,openstack/trove,2
2020,openstack/horizon,24
2020,openstack/adjutant-ui,1
2020,openstack/neutron-lib,11
2020,openstack/charm-trilio-data-mover,0
2020,openstack/charm-interface-mysql-innodb-cluster,2
2020,openstack/tripleo-ci,20
2020,openstack/charm-layer-openstack,1
2020,openstack/devstack-plugin-pika,1
2020,openstack/ironic-tempest-plugin,2
2020,openstack/networking-hyperv,0
2020,openstack/cookbook-openstack-bare-metal,5
2020,openstack/zun-tempest-plugin,1
2020,openstack/os-loganalyze,1
2020,openstack/kolla,12
2020,openstack/puppet-trove,3
2020,openstack/compute-hyperv,0
2020,openstack/neutron-fwaas-dashboard,1
2020,openstack/puppet-zaqar,2
2020,openstack/magnum-ui,1
2020,openstack/vitrage-tempest-plugin,1
2020,openstack/puppet-watcher,3
2020,openstack/vitrage-dashboard,1
2020,openstack/neutron-tempest-plugin,13
2020,openstack/os-net-config,1
2020,openstack/openstack-ansible-os_neutron,14
2020,openstack/sahara,2
2020,openstack/murano,1
2020,openstack/openstack-ansible-ops,0
2020,openstack/os-client-config,1
2020,openstack/tripleo-repos,2
2020,openstack/openstack-ansible-rsyslog_client,12
2020,openstack/tripleo-image-elements,1
2020,openstack/charm-keystone-saml-mellon,1
2020,openstack/charm-cinder-purestorage,1
2020,openstack/networking-odl,1
2020,openstack/puppet-cinder,7
2021,openstack/openstack-helm,2
2021,openstack/charm-cinder-netapp,0
2021,openstack/kuryr-tempest-plugin,1
2021,openstack/python-octaviaclient,0
2021,openstack/puppet-openstack_extras,1
2021,openstack/openstack-zuul-jobs,5
2021,openstack/devstack-plugin-ceph,2
2021,openstack/puppet-swift,1
2021,openstack/tripleo-quickstart,12
2021,openstack/charm-ceilometer-agent,5
2021,openstack/python-masakariclient,0
2021,openstack/tripleo-ci-health-queries,1
2021,openstack/cookbook-openstack-image,6
2021,openstack/neutron-lbaas,1
2021,openstack/ironic-inspector,2
2021,openstack/python-magnumclient,0
2021,openstack/puppet-cloudkitty,1
2021,openstack/charm-deployment-guide,5
2021,openstack/openstack-ansible-os_horizon,3
2021,openstack/ironic-python-agent,4
2021,openstack/telemetry-tempest-plugin,2
2021,openstack/openstack-ansible-lxc_hosts,3
2021,openstack/ironic-ui,6
2021,openstack/oslo.cache,2
2021,openstack/diskimage-builder,5
2021,openstack/masakari-monitors,2
2021,openstack/kuryr-kubernetes,3
2021,openstack/python-tripleoclient,18
2021,openstack/mistral-dashboard,0
2021,openstack/tripleo-operator-ansible,5
2021,openstack/charm-barbican-softhsm,2
2021,openstack/puppet-octavia,2
2021,openstack/oslo.rootwrap,0
2021,openstack/ironic-lib,0
2021,openstack/ceilometermiddleware,0
2021,openstack/cookbook-openstackclient,4
2021,openstack/governance-uc,1
2021,openstack/puppet-manila,3
2021,openstack/python-keystoneclient,0
2021,openstack/ansible-role-systemd_service,2
2021,openstack/project-config,32
2021,openstack/puppet-ceph,1
2021,openstack/python-manilaclient,2
2021,openstack/python-aodhclient,0
2021,openstack/charm-guide,9
2021,openstack/charm-glance-simplestreams-sync,21
2021,openstack/watcher-dashboard,0
2021,openstack/sushy-oem-idrac,2
2021,openstack/charm-ironic-conductor,22
2021,openstack/charm-ceph-osd,22
2021,openstack/puppet-vswitch,1
2021,openstack/barbican,2
2021,openstack/openstack-ansible-plugins,1
2021,openstack/zaqar-ui,8
2021,openstack/loci,1
2021,openstack/cookbook-openstack-ops-messaging,5
2021,openstack/pymod2pkg,2
2021,openstack/sahara-dashboard,0
2021,openstack/ansible-role-systemd_networkd,2
2021,openstack/puppet-ceilometer,2
2021,openstack/puppet-pacemaker,2
2021,openstack/puppet-gnocchi,1
2021,openstack/devstack-gate,4
2021,openstack/charm-keystone-ldap,24
2021,openstack/keystoneauth,1
2021,openstack/openstack-virtual-baremetal,1
2021,openstack/charm-manila-ganesha,19
2021,openstack/puppet-vitrage,1
2021,openstack/python-designateclient,0
2021,openstack/openstack-ansible-os_ironic,1
2021,openstack/election,1
2021,openstack/ironic-prometheus-exporter,0
2021,openstack/charm-swift-proxy,10
2021,openstack/glance-tempest-plugin,2
2021,openstack/openstacksdk,6
2021,openstack/ansible-role-qdrouterd,1
2021,openstack/oslo.vmware,1
2021,openstack/charm-neutron-dynamic-routing,19
2021,openstack/openstack-ansible-os_masakari,1
2021,openstack/placement,5
2021,openstack/uc-recognition,1
2021,openstack/python-swiftclient,1
2021,openstack/networking-sfc,1
2021,openstack/oslo.service,1
2021,openstack/charm-hacluster,23
2021,openstack/openstack-ansible-os_manila,1
2021,openstack/charm-neutron-api-plugin-ironic,19
2021,openstack/openstack-ansible-nspawn_container_create,1
2021,openstack/puppet-aodh,1
2021,openstack/tacker-horizon,0
