id,status,changes
10247,Non core,17
616,Non core,131
9895,Non core,5
6447,Non core,14
9499,Non core,15
2455,Non core,61
7237,Non core,4
11606,Non core,3
11626,Non core,21
9450,Non core,28
2258,Non core,4
7420,Non core,5
7073,Non core,15
7466,Non core,3
9722,Non core,5
8560,Core,4
9190,Non core,3
9089,Non core,12
8794,Non core,9
8085,Non core,13
9223,Non core,26
9680,Non core,7
2976,Non core,23
9113,Non core,27
10304,Non core,7
5956,Non core,4
1216,Non core,154
9409,Non core,8
9536,Non core,38
4325,Non core,13
6706,Non core,7
9094,Non core,7
9331,Non core,47
7309,Non core,10
9645,Non core,14
2559,Non core,9
8282,Non core,9
8844,Non core,15
9129,Non core,5
10110,Non core,54
9407,Non core,32
7317,Non core,16
11667,Non core,6
7116,Non core,5
8967,Non core,10
10018,Non core,18
1981,Non core,7
10880,Non core,8
10956,Non core,3
10626,Non core,16
1228,Non core,12
2846,Non core,3
9449,Non core,19
8861,Non core,4
9355,Non core,27
11399,Non core,5
9755,Non core,3
7701,Non core,14
8255,Non core,3
8429,Non core,7
10966,Non core,9
6198,Non core,124
9214,Non core,16
9275,Non core,40
8784,Non core,6
8622,Non core,14
10200,Non core,11
7916,Non core,5
4458,Non core,67
6944,Non core,56
8930,Non core,41
2170,Non core,11
5639,Non core,8
7752,Non core,3
9958,Non core,4
9429,Non core,3
9608,Core,5
7689,Non core,27
7537,Non core,7
8107,Non core,4
10277,Non core,11
7355,Non core,7
9046,Non core,3
917,Non core,24
951,Non core,10
2560,Non core,9
5300,Non core,21
6699,Non core,6
7850,Non core,7
11240,Core,3
9122,Non core,5
7817,Non core,14
9225,Non core,13
7236,Non core,37
7996,Non core,116
6156,Non core,35
10378,Non core,5
9205,Core,2
9412,Non core,5
7915,Non core,6
191,Non core,21
10301,Non core,3
7389,Non core,23
438,Non core,3
8839,Non core,46
3,Non core,1092
7975,Non core,7
7629,Non core,19
8408,Non core,27
10000,Non core,16
9415,Non core,16
8660,Non core,5
10217,Non core,3
4375,Non core,136
447,Non core,156
9933,Non core,3
7750,Non core,4
7808,Non core,69
8497,Non core,3
7349,Non core,35
10179,Non core,7
1603,Non core,28
7532,Non core,10
494,Non core,37
5652,Non core,54
7909,Non core,12
971,Non core,5
9485,Non core,3
7802,Non core,4
9431,Non core,6
10269,Non core,6
6800,Non core,21
9718,Non core,4
9698,Non core,7
1333,Non core,3
7150,Non core,17
8047,Non core,32
10356,Non core,4
10106,Non core,5
4601,Non core,43
10283,Non core,5
10479,Non core,6
7642,Non core,26
9014,Non core,6
8432,Non core,4
7282,Non core,9
9347,Non core,3
8163,Non core,4
9313,Non core,6
10203,Non core,10
7395,Non core,20
7411,Non core,5
6743,Non core,17
8229,Non core,20
6799,Non core,4
8278,Non core,9
10212,Non core,3
5410,Non core,5
9894,Non core,8
6624,Non core,13
4120,Non core,24
8254,Non core,4
1441,Non core,23
9520,Non core,12
9560,Non core,27
6859,Non core,37
7220,Non core,22
6603,Non core,3
5,Non core,120
7040,Non core,23
7948,Non core,9
1119,Non core,10
5259,Non core,5
5586,Non core,122
9173,Non core,8
7737,Non core,25
9069,Non core,16
9272,Non core,10
8311,Non core,5
8494,Non core,5
8944,Non core,56
9719,Non core,3
8486,Non core,4
2934,Non core,32
7051,Non core,17
7289,Non core,10
8641,Non core,52
8625,Non core,5
7482,Non core,5
7393,Non core,10
4726,Non core,19
8309,Non core,3
5678,Non core,13
6582,Non core,8
8293,Non core,10
143,Non core,14
7884,Non core,9
8607,Non core,10
7714,Non core,8
7625,Non core,4
6823,Non core,37
7039,Non core,13
7895,Non core,4
9475,Non core,4
2401,Non core,41
7676,Non core,13
6971,Non core,25
8262,Non core,3
1049,Non core,3
8865,Non core,36
2453,Non core,3
8057,Non core,3
8689,Non core,5
6722,Non core,102
2589,Non core,9
4200,Non core,5
8304,Non core,14
112,Non core,40
6704,Non core,7
2096,Non core,14
8286,Non core,15
706,Non core,75
8401,Non core,9
7500,Non core,14
8826,Non core,3
7794,Non core,8
5162,Non core,10
8808,Non core,3
7838,Non core,5
8732,Non core,18
2674,Non core,6
5222,Non core,18
6578,Non core,3
6950,Non core,3
6657,Non core,3
7842,Non core,4
8510,Non core,3
6461,Non core,8
6943,Non core,99
7992,Non core,10
6758,Non core,9
6604,Non core,26
8426,Non core,5
7322,Non core,3
6473,Non core,4
8743,Non core,4
7913,Non core,4
6880,Non core,3
6684,Non core,3
7753,Non core,5
7937,Non core,3
8380,Non core,9
7399,Non core,15
4277,Non core,33
8217,Non core,5
7531,Non core,9
1782,Non core,17
595,Non core,22
8321,Non core,3
236,Non core,18
8495,Non core,6
7708,Non core,14
6493,Non core,35
1475,Non core,10
6845,Non core,3
7138,Non core,6
7029,Non core,4
6948,Non core,9
8128,Non core,9
927,Non core,5
7441,Non core,5
6850,Non core,21
1267,Non core,71
2069,Non core,16
1132,Non core,605
8133,Non core,7
7727,Non core,6
838,Non core,9
7447,Non core,5
6939,Non core,8
6540,Non core,3
4234,Non core,4
7162,Non core,6
7231,Non core,7
7302,Non core,9
4919,Non core,14
7780,Non core,5
7890,Non core,5
5971,Non core,8
7837,Non core,4
7060,Non core,4
6414,Non core,42
4108,Non core,23
6992,Non core,6
7094,Non core,10
6798,Non core,9
1952,Non core,9
2634,Non core,25
7028,Non core,6
5499,Non core,6
2140,Non core,26
6828,Non core,4
794,Non core,5
6847,Non core,9
4693,Non core,11
1636,Non core,6
6539,Non core,4
4598,Non core,47
4419,Non core,22
6073,Non core,5
4303,Non core,3
882,Non core,6
1828,Non core,4
6724,Non core,11
6369,Non core,62
6760,Non core,14
4284,Non core,5
1711,Non core,77
6495,Non core,3
6761,Non core,10
209,Non core,82
6999,Non core,4
2697,Non core,13
2439,Non core,7
6949,Non core,3
6686,Non core,3
1627,Non core,67
1395,Non core,10
1822,Non core,7
6,Non core,67
2654,Non core,47
1794,Non core,8
931,Non core,3
221,Non core,8
4184,Non core,10
864,Non core,5
6237,Non core,3
6690,Non core,6
6588,Non core,5
385,Core,71
2238,Non core,29
1075,Non core,11
5889,Non core,6
6455,Non core,6
2804,Non core,5
1586,Non core,4
4634,Non core,4
642,Non core,17
1699,Non core,20
1175,Non core,8
2264,Non core,3
186,Non core,4
2681,Non core,3
543,Non core,41
4405,Non core,8
2847,Non core,3
4987,Non core,12
2043,Non core,9
1998,Non core,60
5520,Non core,3
1177,Non core,21
1257,Non core,8
335,Non core,6
2185,Non core,5
5727,Non core,3
5704,Non core,8
4411,Non core,4
2322,Non core,3
4214,Non core,4
5408,Non core,4
2535,Non core,35
5574,Non core,3
1136,Non core,3
1749,Non core,8
1904,Non core,10
1322,Non core,11
4630,Non core,13
1176,Non core,4
1071,Non core,9
4567,Non core,16
1205,Non core,94
4302,Non core,10
4950,Non core,4
2459,Non core,3
4148,Non core,3
4126,Non core,3
941,Non core,3
4381,Non core,8
2458,Non core,33
1155,Non core,103
1188,Non core,3
357,Non core,10
2174,Non core,8
1801,Non core,7
154,Non core,5
2883,Non core,8
2383,Non core,13
2135,Non core,14
2510,Non core,3
1184,Non core,3
1814,Non core,5
1456,Non core,35
512,Non core,3
233,Non core,51
271,Non core,36
998,Non core,27
1783,Non core,10
1419,Non core,7
1226,Non core,4
845,Non core,15
34,Non core,6
1806,Non core,6
8,Non core,76
1549,Non core,8
1958,Non core,5
1861,Non core,3
