id,changes,status
21230,9,Non core
16990,3,Non core
25285,3,Non core
8789,1758,Non core
25134,6,Non core
16814,15,Non core
21752,1,Non core
22345,2,Non core
17114,2,Non core
11427,279,Non core
14372,78,Core
24786,3,Non core
22041,20,Non core
7448,2297,Non core
25303,1,Non core
23006,28,Non core
21406,45,Non core
14154,11,Non core
8129,3,Non core
11264,7,Non core
24634,15,Non core
13933,63,Non core
23164,1,Non core
21625,1,Non core
17168,1,Non core
15409,12,Non core
14342,561,Non core
14396,654,Non core
18769,138,Non core
12609,36,Non core
16157,16,Non core
11804,20,Non core
18335,114,Non core
22932,24,Non core
1032,1223,Non core
20153,33,Non core
8106,1203,Non core
10214,1,Non core
15799,56,Non core
25347,1,Non core
22036,17,Non core
21007,47,Non core
23951,1,Non core
20509,99,Non core
17643,7,Non core
22830,12,Non core
25420,1,Non core
24992,4,Non core
10115,265,Non core
18723,84,Non core
24408,1,Non core
12299,333,Non core
25259,1,Non core
6601,333,Non core
10621,4016,Non core
23698,3,Non core
24905,9,Non core
13258,16,Non core
25374,9,Non core
14167,356,Non core
8054,9,Non core
24081,19,Non core
5600,87,Non core
24575,3,Non core
20507,4,Non core
8970,180,Non core
12758,138,Non core
25197,1,Non core
20395,6,Non core
26212,1,Non core
25155,2,Non core
23122,12,Non core
10374,36,Non core
24741,3,Non core
21832,9,Non core
22381,180,Non core
17640,2,Non core
19227,12,Non core
25357,2,Non core
12661,262,Non core
25282,1,Non core
8614,64,Non core
16100,13,Non core
18827,121,Non core
2860,213,Non core
19642,13,Non core
16244,1,Non core
25173,29,Non core
22650,5,Non core
23113,11,Non core
6707,3,Non core
20411,53,Non core
20797,8,Non core
11941,88,Non core
7494,1379,Non core
8143,571,Non core
19454,1,Non core
20910,27,Non core
14946,133,Non core
23280,13,Non core
9746,232,Non core
20954,2,Non core
21618,3,Non core
19456,2,Non core
23609,19,Non core
21191,1,Non core
22990,5,Non core
21591,90,Non core
20137,26,Non core
12804,25,Non core
17782,9,Non core
25035,1,Non core
11437,4,Non core
11526,1,Non core
7227,1634,Non core
10347,24,Non core
7729,651,Non core
23653,1,Non core
22588,52,Non core
17244,17,Non core
14249,181,Non core
18903,226,Non core
16251,3,Non core
19587,46,Non core
13840,22,Non core
24778,1,Non core
20015,1,Non core
11708,100,Non core
20384,351,Non core
20519,142,Non core
21077,8,Non core
24225,7,Non core
14576,720,Non core
19046,2,Non core
22874,4,Non core
18092,124,Core
19810,1,Non core
20376,18,Non core
20194,196,Core
20195,270,Core
26034,1,Non core
18652,113,Non core
19542,112,Non core
23061,48,Non core
7858,81,Non core
17579,68,Non core
19731,2,Non core
24859,9,Non core
7431,49,Core
9521,109,Non core
20426,3,Non core
11673,6,Non core
18086,10,Non core
10876,4,Non core
24559,1,Non core
20517,122,Non core
19214,45,Non core
19390,18,Non core
16806,9,Non core
20872,2,Non core
10618,486,Non core
22692,32,Non core
17285,15,Non core
22200,1,Non core
18384,1,Non core
23265,6,Non core
6843,157,Non core
15943,654,Non core
25949,1,Non core
19611,46,Non core
24036,6,Non core
24762,1,Non core
24909,1,Non core
21696,127,Non core
22839,5,Non core
7098,1,Non core
14864,78,Non core
21287,80,Non core
21356,6,Non core
220,268,Non core
16421,15,Non core
8399,1087,Non core
10438,2,Non core
177,834,Non core
455,647,Non core
16437,76,Non core
4340,29,Non core
14228,68,Non core
24868,1,Non core
18643,29,Non core
10796,128,Non core
12559,692,Non core
24860,1,Non core
23719,5,Non core
24288,2,Non core
7478,572,Non core
22749,12,Non core
22020,46,Non core
17973,99,Non core
24028,1,Non core
24879,1,Non core
18366,7,Non core
24602,3,Non core
20370,4,Non core
16679,9,Non core
20690,2,Non core
19594,23,Non core
21306,32,Non core
23005,20,Non core
23452,21,Non core
21141,6,Non core
20336,49,Non core
25441,1,Non core
23013,10,Non core
5319,46,Non core
1028,2,Non core
23193,2,Non core
23668,8,Non core
24845,1,Non core
21355,5,Non core
21179,7,Non core
22731,1,Non core
24663,1,Non core
21845,1,Non core
24399,3,Non core
16987,2,Non core
24639,4,Non core
23849,1,Non core
9524,11,Non core
18272,1,Non core
21902,21,Non core
23324,21,Non core
12712,177,Non core
24681,1,Non core
18358,5,Non core
19213,22,Non core
21748,4,Non core
9558,46,Non core
6904,90,Non core
21614,17,Non core
21047,2,Non core
25396,2,Non core
24242,1,Non core
26237,1,Non core
17218,22,Non core
22486,1,Non core
11672,13,Non core
7505,330,Non core
6587,27,Non core
8912,158,Non core
7261,7,Non core
20566,43,Non core
23551,8,Non core
17671,20,Non core
24086,14,Non core
9782,299,Non core
20439,1,Non core
20294,3,Non core
23134,3,Non core
19303,4,Non core
18354,38,Non core
23162,2,Non core
97,279,Non core
22160,1,Non core
22457,1,Non core
21481,5,Non core
24313,5,Non core
9717,377,Core
11433,12,Non core
7419,654,Core
12088,53,Non core
16039,9,Non core
5149,28,Non core
24694,1,Non core
6623,723,Core
24406,1,Non core
23734,8,Non core
20227,15,Non core
22227,10,Non core
20522,55,Non core
15338,7,Non core
24607,1,Non core
20952,2,Non core
21067,14,Non core
11698,12,Non core
22793,11,Non core
23269,7,Non core
23281,18,Non core
23972,2,Non core
20316,20,Non core
23323,18,Non core
13094,1,Non core
16010,4,Non core
18026,122,Non core
21644,90,Non core
10368,11,Non core
14143,1,Non core
24343,2,Non core
23058,27,Non core
24793,1,Non core
19900,2,Non core
18352,2,Non core
20102,14,Non core
21739,56,Core
19300,252,Non core
20434,11,Non core
20835,81,Non core
17070,25,Non core
9377,210,Non core
23987,4,Non core
23975,5,Non core
24547,1,Non core
6802,522,Non core
11662,177,Non core
22524,60,Non core
24505,1,Non core
22965,5,Non core
21930,9,Non core
17525,1,Non core
23290,1,Non core
24483,5,Non core
6846,8,Non core
12673,58,Non core
25091,2,Non core
16322,6,Non core
13227,31,Non core
23754,3,Non core
22377,2,Non core
7423,285,Non core
8529,1,Non core
12449,4,Non core
23124,4,Non core
9608,144,Core
11024,103,Core
19690,3,Non core
24517,1,Non core
15950,23,Non core
24528,3,Non core
12069,258,Non core
19345,13,Non core
20038,103,Core
14028,64,Non core
23665,1,Non core
1464,47,Core
23888,1,Non core
20836,3,Non core
24540,1,Non core
7049,836,Non core
11650,676,Non core
17754,70,Non core
16794,9,Non core
19746,4,Non core
24608,1,Non core
16356,8,Non core
13059,26,Non core
24079,3,Non core
18793,36,Non core
20313,29,Non core
11670,45,Non core
13342,8,Non core
8880,2,Non core
8533,111,Non core
8072,23,Non core
22025,16,Non core
24451,1,Non core
23322,7,Non core
7833,54,Non core
17711,118,Non core
19520,25,Non core
19985,203,Non core
20761,9,Non core
20256,51,Non core
17898,32,Non core
12134,30,Non core
7553,79,Non core
16318,10,Non core
21241,5,Non core
9589,2,Non core
24400,1,Non core
24358,1,Non core
17838,1,Non core
24167,1,Non core
11302,290,Non core
21885,23,Non core
24078,1,Non core
15321,179,Non core
24348,1,Non core
18289,33,Non core
12280,10,Non core
24391,1,Non core
24393,1,Non core
23728,2,Non core
24458,1,Non core
20508,92,Non core
23082,4,Non core
7658,7,Non core
20076,16,Non core
13055,594,Non core
16687,5,Non core
1773,224,Non core
23685,4,Non core
22044,10,Non core
21685,1,Non core
1082,72,Non core
7823,130,Non core
22670,10,Non core
23813,2,Non core
18494,14,Non core
24218,3,Non core
23673,1,Non core
14711,26,Non core
11176,103,Non core
24022,1,Non core
18908,5,Non core
13948,1049,Non core
18290,704,Non core
21193,766,Non core
13266,3,Non core
21668,18,Non core
8967,181,Non core
11061,26,Non core
11732,5,Non core
19560,141,Non core
8298,36,Non core
9439,638,Non core
20298,32,Non core
23304,53,Non core
15041,12,Non core
19921,35,Non core
22061,9,Non core
14489,8,Non core
13537,34,Non core
17553,2,Non core
11235,208,Non core
20752,4,Non core
16558,9,Non core
8907,1505,Core
5538,767,Non core
9285,14,Non core
6659,1605,Non core
12403,568,Non core
18666,2,Non core
10917,42,Non core
14891,44,Non core
14339,27,Non core
14265,506,Non core
12087,21,Non core
7585,558,Non core
7770,131,Non core
20465,8,Non core
23297,5,Non core
12853,1,Non core
24381,1,Non core
17043,26,Non core
23636,3,Non core
23209,13,Non core
21266,1,Non core
19591,18,Non core
16983,101,Non core
13516,101,Non core
19472,85,Non core
22001,6,Non core
20477,3,Non core
23247,3,Non core
23020,5,Non core
14963,7,Non core
19760,9,Non core
19799,21,Non core
8491,528,Core
13206,9,Non core
9337,11,Non core
8831,36,Non core
18225,27,Non core
23047,2,Non core
17377,97,Non core
860,131,Non core
11820,77,Non core
21598,16,Non core
23590,4,Non core
8587,76,Non core
21829,2,Non core
11164,1,Non core
15388,5,Non core
16436,2,Non core
18808,32,Non core
7237,13,Non core
21063,4,Non core
22598,2,Non core
6268,190,Non core
21463,3,Non core
24201,1,Non core
20180,2,Non core
7244,570,Non core
23074,1,Non core
14691,102,Non core
21765,8,Non core
23413,2,Non core
22574,32,Non core
24090,1,Non core
18934,23,Non core
18849,1,Non core
22733,1,Non core
22736,1,Non core
25279,1,Non core
14241,1,Non core
20309,1,Non core
24535,1,Non core
10266,34,Non core
14176,7,Non core
19370,22,Non core
20826,16,Non core
24067,1,Non core
26973,1,Non core
14708,1001,Non core
13082,702,Non core
12141,51,Non core
6534,42,Non core
20772,50,Non core
21231,8,Non core
22266,44,Non core
24032,1,Non core
22305,7,Non core
15487,1,Non core
24010,1,Non core
17169,31,Non core
7586,8,Non core
20327,5,Non core
22523,1,Non core
12582,32,Non core
20198,22,Non core
17361,22,Non core
18334,39,Non core
18838,37,Non core
18549,24,Non core
23148,14,Non core
20405,39,Non core
10356,13,Non core
19798,3,Non core
16530,24,Non core
23165,4,Non core
14202,9,Non core
18061,13,Non core
22653,2,Non core
22739,86,Non core
21061,6,Non core
24527,1,Non core
23879,1,Non core
17993,8,Non core
20428,2,Non core
21582,18,Non core
22834,34,Non core
23272,3,Non core
6124,127,Non core
11345,5,Non core
23880,1,Non core
21549,2,Non core
20773,330,Non core
14943,82,Non core
20325,40,Non core
23057,5,Non core
16901,12,Non core
17741,1,Non core
22785,18,Non core
23770,2,Non core
23854,1,Non core
5003,5,Non core
22573,3,Non core
14615,215,Non core
22493,4,Non core
21006,5,Non core
9031,12,Core
15742,115,Non core
21530,5,Non core
23120,2,Non core
20630,7,Non core
10301,15,Non core
20364,121,Non core
14656,5,Non core
20506,38,Non core
22800,10,Non core
10396,37,Non core
9769,2,Non core
7338,7,Non core
18401,22,Non core
11293,2,Non core
20559,234,Non core
20563,258,Non core
20824,1,Non core
23681,1,Non core
14777,10,Non core
20804,1,Non core
18805,35,Non core
21465,93,Non core
23464,1,Non core
13474,2,Non core
7278,23,Non core
16800,78,Non core
16658,205,Non core
22835,7,Non core
15926,2,Non core
21075,4,Non core
9459,138,Non core
7473,109,Non core
8935,444,Non core
11360,5,Non core
20592,1,Non core
1706,56,Non core
21522,31,Non core
7984,56,Non core
7398,56,Non core
22213,8,Non core
24084,1,Non core
24093,1,Non core
12888,1,Non core
22141,23,Non core
7983,2,Non core
13201,3,Non core
22329,1,Non core
23183,2,Non core
20184,18,Non core
16819,168,Non core
6116,545,Non core
4992,115,Non core
15225,27,Non core
9624,198,Non core
8007,1,Non core
9750,58,Non core
15243,145,Non core
21376,2,Non core
19858,3,Non core
17419,109,Non core
6571,197,Non core
13931,55,Non core
23643,2,Non core
14316,132,Non core
19228,25,Non core
15910,5,Non core
18817,3,Non core
10579,17,Non core
10847,14,Non core
10886,2,Non core
10016,140,Non core
21290,6,Non core
12912,78,Non core
11671,72,Non core
10829,15,Non core
14608,1,Non core
19290,27,Non core
13325,398,Non core
22754,8,Non core
23750,1,Non core
18755,8,Non core
13752,248,Non core
10284,5,Non core
16840,3,Non core
17699,10,Non core
22804,137,Non core
5127,80,Non core
21877,17,Non core
18747,12,Non core
19372,231,Non core
20873,66,Non core
23559,1,Non core
16066,92,Non core
11546,17,Non core
9032,2,Non core
19765,4,Non core
9648,131,Core
20037,22,Non core
15342,9,Non core
18448,11,Non core
6695,123,Non core
11877,7,Non core
8596,31,Non core
22925,2,Non core
9000,7,Non core
12959,13,Non core
17180,104,Non core
21782,20,Non core
19120,337,Non core
7179,139,Non core
20089,6,Non core
10127,144,Non core
21045,1,Non core
13001,9,Non core
9366,225,Non core
13575,1,Non core
6509,123,Non core
1958,3,Non core
17026,68,Non core
9623,102,Non core
23443,4,Non core
8781,14,Non core
13274,68,Core
8978,855,Non core
23389,1,Non core
19856,2,Non core
21918,9,Non core
20771,7,Non core
532,25,Non core
15755,108,Non core
17730,341,Non core
21125,3,Non core
9671,75,Non core
21921,1,Non core
19797,45,Non core
20680,1,Non core
18941,6,Non core
21342,6,Non core
23629,1,Non core
7699,22,Non core
12485,5,Non core
7308,4,Non core
20819,1,Non core
9659,301,Non core
22777,17,Non core
10271,41,Non core
14088,10,Non core
23291,2,Non core
14543,986,Non core
15454,429,Non core
7462,163,Non core
5733,294,Non core
17133,54,Non core
11189,163,Non core
17747,16,Non core
12139,97,Non core
13768,101,Non core
17861,19,Non core
21596,15,Non core
17368,10,Non core
22307,5,Non core
21152,50,Non core
17595,35,Non core
13354,14,Non core
16482,36,Non core
8202,115,Non core
4240,778,Non core
15424,64,Non core
10489,291,Non core
18436,16,Non core
2828,252,Non core
23483,1,Non core
14168,197,Non core
21274,1,Non core
23275,1,Non core
17476,6,Non core
21059,13,Non core
19286,1,Non core
20162,14,Non core
10652,28,Non core
14103,183,Non core
21228,4,Non core
18324,18,Non core
18732,4,Non core
17588,34,Non core
9048,60,Non core
14421,50,Non core
6851,3,Non core
7874,70,Non core
1009,208,Non core
17251,58,Non core
6506,37,Non core
14164,34,Non core
19349,2,Non core
22601,1,Non core
13923,10,Non core
17858,9,Non core
20105,116,Non core
14957,92,Non core
22487,7,Non core
22124,2,Non core
14165,1,Non core
13658,1,Non core
18193,7,Non core
16666,4,Non core
23087,1,Non core
19575,2,Non core
18654,19,Non core
3059,1,Non core
22235,5,Non core
1633,206,Non core
9580,15,Non core
11730,14,Non core
20975,3,Non core
23495,1,Non core
22344,5,Non core
9740,357,Non core
14823,27,Non core
13454,36,Non core
21622,2,Non core
18589,8,Non core
23170,5,Non core
1192,2193,Non core
17116,144,Non core
20515,22,Non core
14771,1,Non core
14305,949,Non core
22233,1,Non core
11903,202,Non core
17444,94,Non core
17717,31,Non core
17718,90,Non core
13555,79,Non core
19561,16,Non core
12514,7,Non core
10780,161,Non core
19220,6,Non core
8571,7,Non core
11040,1,Non core
7461,248,Non core
20004,7,Non core
17391,1,Non core
12195,1,Non core
19199,11,Non core
22897,2,Non core
14674,6,Non core
8464,17,Non core
21138,9,Non core
10375,122,Non core
14844,28,Non core
6549,867,Non core
23004,1,Non core
21217,9,Non core
19845,16,Non core
1269,24,Non core
6886,4,Non core
23283,1,Non core
4395,3187,Non core
22416,1,Non core
20158,20,Non core
18802,20,Non core
12208,33,Non core
18479,88,Non core
17826,1,Non core
9970,423,Non core
7471,340,Non core
14779,1,Non core
11610,36,Non core
12100,21,Non core
16917,234,Non core
22797,2,Non core
10369,33,Non core
11447,110,Non core
19042,3,Non core
10744,2,Non core
8305,14,Non core
6899,335,Non core
14166,1,Non core
15526,34,Non core
23101,1,Non core
10987,928,Non core
9770,37,Non core
15778,1,Non core
21065,2,Non core
22557,6,Non core
16476,2,Non core
23339,1,Non core
15260,1,Non core
13463,10,Non core
17236,4,Non core
13559,2,Non core
16801,5,Non core
18247,74,Non core
20965,1,Non core
18929,2,Non core
10814,8,Non core
14732,35,Non core
17506,1,Non core
17877,24,Non core
19896,127,Non core
13697,3,Non core
18336,9,Non core
7935,281,Non core
6043,340,Non core
22143,63,Non core
6820,41,Non core
18191,15,Non core
17555,16,Non core
15358,200,Non core
20136,7,Non core
11505,4,Non core
13176,16,Non core
16047,23,Non core
23513,1,Non core
16686,1,Non core
11434,49,Non core
1253,36,Non core
13362,474,Core
12275,56,Non core
23156,1,Non core
22217,11,Non core
23371,2,Non core
6223,15,Non core
22010,3,Non core
22223,11,Non core
12516,30,Non core
12417,58,Non core
23288,2,Non core
12400,52,Non core
23107,1,Non core
12632,31,Non core
11215,54,Non core
23390,1,Non core
17862,27,Non core
24657,1,Non core
20003,5,Non core
8890,29,Non core
17139,33,Non core
14762,25,Non core
10753,6,Non core
20271,10,Non core
15903,31,Non core
18938,1,Non core
13289,185,Non core
21264,2,Non core
18117,21,Non core
8542,86,Non core
9248,17,Non core
17646,2,Non core
15989,4,Non core
20107,11,Non core
20254,21,Non core
22314,27,Non core
13524,17,Non core
13510,49,Non core
6672,16,Non core
21987,3,Non core
23785,1,Non core
22562,6,Non core
8782,117,Non core
19267,19,Non core
8328,104,Non core
8435,98,Non core
20530,1,Non core
20672,1,Non core
22315,9,Non core
14539,1,Non core
12505,1,Non core
17030,1,Non core
17362,1,Non core
17625,4,Non core
17637,1,Non core
18019,1,Non core
18045,1,Non core
18102,1,Non core
18372,1,Non core
18728,1,Non core
18985,1,Non core
19331,1,Non core
19453,1,Non core
19601,1,Non core
20039,1,Non core
20914,1,Non core
22148,1,Non core
14565,2,Non core
22030,6,Non core
15429,11,Non core
3094,15,Non core
22113,3,Non core
22885,1,Non core
22575,1,Non core
17630,7,Non core
17775,7,Non core
23039,3,Non core
22911,1,Non core
11479,129,Core
6498,177,Non core
13203,415,Non core
22210,11,Non core
780,23,Non core
9453,374,Non core
19071,15,Non core
10008,32,Non core
17934,1,Non core
12378,22,Non core
17609,35,Non core
19692,3,Non core
2807,220,Non core
21642,4,Non core
17532,6,Non core
18948,40,Non core
22926,2,Non core
1865,175,Non core
18438,20,Non core
10177,20,Non core
21600,17,Non core
22880,23,Non core
16029,1,Non core
16566,1,Non core
22358,1,Non core
15644,7,Non core
15675,23,Non core
20481,3,Non core
22742,1,Non core
16095,1,Non core
11515,26,Non core
14379,30,Non core
22894,1,Non core
16297,21,Non core
19941,1,Non core
18613,7,Non core
16683,106,Non core
23050,1,Non core
20082,27,Non core
20257,11,Non core
10210,17,Non core
21304,2,Non core
15359,98,Non core
22252,1,Non core
21074,1,Non core
21168,11,Non core
22284,1,Non core
14024,14,Non core
22590,4,Non core
15640,40,Non core
21198,1,Non core
21803,2,Non core
22442,1,Non core
14840,22,Non core
22806,3,Non core
9188,34,Non core
17688,3,Non core
17436,2,Non core
15660,84,Non core
12184,11,Non core
9126,66,Non core
7420,13,Non core
17303,1,Non core
20991,98,Non core
19076,28,Non core
22838,2,Non core
21177,1,Non core
17455,64,Non core
19712,6,Non core
10485,187,Non core
8818,5,Non core
18073,1,Non core
19912,22,Non core
23277,1,Non core
22655,1,Non core
13900,233,Non core
22298,8,Non core
4159,45,Non core
22586,1,Non core
11011,12,Non core
20839,4,Non core
18265,29,Non core
22619,2,Non core
15427,14,Non core
9722,8,Non core
7128,1804,Non core
21904,2,Non core
13968,4,Non core
22643,3,Non core
12200,1516,Non core
13445,637,Non core
19476,2,Non core
19500,1,Non core
11768,3,Non core
9581,71,Non core
21381,7,Non core
20844,5,Non core
10765,64,Non core
14792,3,Non core
22496,1,Non core
20960,7,Non core
22620,2,Non core
12107,1,Non core
13471,1,Non core
17952,20,Non core
20981,1,Non core
15248,14,Non core
752,34,Non core
13961,6,Non core
20992,53,Non core
15029,6,Non core
21423,7,Non core
15019,1,Non core
17465,8,Non core
2607,11,Non core
6450,309,Non core
20276,23,Non core
13305,32,Non core
10046,226,Non core
16392,5,Non core
22815,1,Non core
14468,1,Non core
22521,1,Non core
7135,522,Non core
18712,1,Non core
13300,7,Non core
22511,1,Non core
9410,1060,Non core
22471,1,Non core
22449,1,Non core
12487,66,Non core
11800,17,Non core
6032,5,Non core
18834,2,Non core
11751,81,Non core
22209,2,Non core
21808,16,Non core
15922,32,Non core
21277,4,Non core
17874,2,Non core
9705,34,Non core
22498,2,Non core
16871,49,Non core
18545,1,Non core
21980,1,Non core
15307,22,Non core
9847,42,Non core
17681,1,Non core
21031,3,Non core
9485,13,Non core
17217,2,Non core
9364,29,Non core
21216,2,Non core
8965,396,Non core
17321,1,Non core
18390,13,Non core
22375,1,Non core
24310,1,Non core
2322,6,Non core
19051,9,Non core
13306,127,Non core
7555,804,Non core
8304,420,Non core
8411,1968,Non core
16652,70,Non core
19348,22,Non core
20006,5,Non core
7239,82,Non core
1038,23,Non core
11695,2,Non core
14033,130,Non core
20526,16,Non core
8840,56,Non core
14367,4,Non core
16962,85,Non core
11676,46,Non core
10928,3,Non core
17536,5,Non core
19232,8,Non core
19726,141,Non core
8954,590,Non core
161,74,Non core
17731,33,Non core
6890,58,Non core
21140,11,Non core
17354,2,Non core
20071,1,Non core
20449,5,Non core
10725,145,Non core
18930,3,Non core
18481,1,Non core
21960,1,Non core
13129,2,Non core
15478,2,Non core
15452,27,Non core
9975,19,Non core
19477,1,Non core
18531,1,Non core
10760,23,Non core
11774,13,Non core
11330,7,Non core
11208,131,Non core
2455,962,Non core
1228,112,Non core
14926,109,Non core
21272,8,Non core
15376,6,Non core
11647,70,Non core
12013,2,Non core
20766,2,Non core
14418,1,Non core
17211,578,Non core
2835,794,Non core
12692,13,Non core
15934,4,Non core
12257,20,Non core
20338,2,Non core
21656,2,Non core
18763,1,Non core
20188,15,Non core
20159,6,Non core
22195,1,Non core
11631,3,Non core
21974,6,Non core
18485,31,Non core
17583,8,Non core
1613,8,Non core
13372,14,Non core
18386,222,Non core
12440,1,Non core
15369,2,Non core
9327,13,Non core
22116,3,Non core
18258,6,Non core
13384,3,Non core
19573,5,Non core
19906,10,Non core
21439,3,Non core
22134,1,Non core
11753,59,Non core
17147,5,Non core
6967,235,Non core
17333,3,Non core
6940,1,Non core
19720,18,Non core
12188,1,Non core
17179,12,Non core
16793,35,Non core
20768,14,Non core
9577,13,Non core
7687,176,Non core
19132,51,Non core
13771,119,Non core
20425,2,Non core
17214,15,Non core
10939,1,Non core
18523,3,Non core
19920,11,Non core
9019,1,Non core
20791,5,Non core
11094,342,Non core
21712,1,Non core
10156,7,Non core
10517,10,Non core
15226,245,Non core
15285,1,Non core
21817,3,Non core
20095,15,Non core
17405,382,Non core
19610,3,Non core
23129,1,Non core
6698,137,Non core
19115,1,Non core
20084,241,Non core
6836,185,Non core
13595,5,Non core
10196,1,Non core
22272,1,Non core
7624,37,Non core
21810,2,Non core
18751,1,Non core
19231,6,Non core
21923,1,Non core
9060,180,Non core
10442,374,Non core
9563,51,Non core
22237,1,Non core
20553,12,Non core
12454,6,Non core
12624,3,Non core
21903,1,Non core
18811,55,Non core
18593,1,Non core
16122,1,Non core
11759,12,Non core
18389,173,Non core
21888,1,Non core
13197,1,Non core
20645,1,Non core
20472,2,Non core
21821,1,Non core
21247,4,Non core
8859,107,Non core
16173,2,Non core
20710,1,Non core
6687,10,Non core
19739,4,Non core
21462,6,Non core
17005,56,Non core
2467,74,Non core
17046,1,Non core
11706,6,Non core
18858,6,Non core
19309,3,Non core
22991,1,Non core
20196,16,Non core
7818,3,Non core
8784,29,Non core
20181,11,Non core
18668,20,Non core
21802,1,Non core
19950,22,Non core
17523,25,Non core
14439,6,Non core
19125,2,Non core
6631,23,Non core
20671,2,Non core
2468,95,Non core
8300,145,Non core
2861,442,Non core
15506,2,Non core
11364,49,Non core
2265,727,Non core
1247,3315,Non core
9301,26,Non core
8083,171,Non core
18137,171,Non core
14059,4,Non core
19791,1,Non core
19846,1,Non core
22186,2,Non core
13908,3,Non core
10870,18,Non core
13198,2,Non core
191,369,Non core
1882,56,Non core
19450,6,Non core
9352,27,Non core
10635,149,Non core
9526,196,Non core
20186,1,Non core
17022,1,Non core
11255,53,Non core
21609,1,Non core
1007,51,Non core
11486,2,Non core
20987,1,Non core
14447,17,Non core
21547,3,Non core
14556,132,Non core
18573,164,Non core
17056,2,Non core
10176,6,Non core
11482,67,Non core
9551,178,Non core
18351,1,Non core
21562,1,Non core
10477,128,Non core
12443,149,Non core
3208,14,Non core
11424,230,Non core
14535,20,Non core
20458,5,Non core
21526,1,Non core
21422,1,Non core
19701,11,Non core
20661,8,Non core
10665,55,Non core
12274,1,Non core
17958,31,Non core
20090,4,Non core
8302,71,Non core
15854,2,Non core
21512,1,Non core
11784,8,Non core
16234,12,Non core
11114,108,Non core
5511,1417,Non core
10755,3,Non core
2064,201,Non core
20632,1,Non core
22180,1,Non core
21154,1,Non core
8001,63,Non core
12456,5,Non core
21641,2,Non core
19465,5,Non core
20430,3,Non core
20996,188,Non core
21433,1,Non core
15932,61,Non core
20450,2,Non core
18906,12,Non core
9488,387,Non core
998,24,Non core
8743,44,Non core
7155,2075,Non core
21446,2,Non core
10583,15,Non core
7136,834,Non core
15274,129,Non core
11098,173,Non core
2448,2111,Core
10327,132,Non core
9093,81,Non core
20531,3,Non core
10245,3,Non core
10406,1,Non core
16821,15,Non core
20995,29,Non core
20777,149,Non core
20718,1,Non core
18658,39,Non core
20683,209,Non core
20993,99,Non core
6807,20,Non core
18553,3,Non core
20299,1,Non core
21236,28,Non core
21286,8,Non core
20810,60,Non core
17854,5,Non core
10994,1,Non core
21211,37,Non core
20990,37,Non core
20997,65,Non core
7534,364,Non core
16246,16,Non core
8804,9,Non core
20949,8,Non core
21434,1,Non core
22022,1,Non core
17976,31,Non core
20516,1,Non core
21325,1,Non core
21343,1,Non core
20806,14,Non core
10151,25,Non core
17104,131,Non core
17123,320,Non core
217,9,Non core
14700,7,Non core
20145,1,Non core
2967,68,Non core
13242,2,Non core
12847,73,Non core
9550,311,Non core
8073,1,Non core
10918,3,Non core
7579,117,Non core
17832,147,Non core
21060,10,Non core
11644,7,Non core
10424,5,Non core
19367,2,Non core
16170,22,Non core
13786,3,Non core
4912,121,Non core
21092,3,Non core
17641,7,Non core
18162,1,Non core
21552,1,Non core
19954,9,Non core
16769,248,Non core
15816,3,Non core
21694,1,Non core
16701,6,Non core
11970,266,Non core
20453,6,Non core
11832,121,Non core
8549,2,Non core
10965,9,Non core
20783,20,Non core
20811,19,Non core
17527,5,Non core
10515,45,Non core
16522,29,Non core
20206,4,Non core
21027,24,Non core
21071,1,Non core
12850,17,Non core
8787,1774,Non core
17360,51,Non core
21159,1,Non core
20762,4,Non core
6162,276,Non core
406,994,Non core
1970,98,Non core
13551,3,Non core
16922,1,Non core
7466,5,Non core
14845,1,Non core
4418,39,Non core
18639,15,Non core
19383,10,Non core
12999,126,Non core
17277,30,Non core
842,13,Non core
11123,1,Non core
21108,3,Non core
21119,3,Non core
13360,4,Non core
17953,4,Non core
21012,1,Non core
13720,91,Non core
10281,131,Non core
8968,191,Non core
9066,27,Non core
11956,91,Non core
14427,1,Non core
2035,956,Non core
16493,6,Non core
11587,216,Non core
5055,20,Non core
16226,9,Non core
17254,6,Non core
9091,1144,Non core
19548,1,Non core
1976,45,Non core
17700,3,Non core
13530,18,Non core
6555,1,Non core
15330,88,Non core
21738,2,Non core
14420,7,Non core
20955,1,Non core
14967,135,Non core
19840,51,Non core
14553,1,Non core
5174,709,Non core
14457,7,Non core
18259,3,Non core
15862,4,Non core
16592,5,Non core
20556,2,Non core
16553,9,Non core
19133,35,Non core
8857,22,Non core
3152,2,Non core
15005,41,Non core
9315,541,Non core
8320,1,Non core
13979,5,Non core
20888,1,Non core
14358,292,Non core
13152,28,Non core
20928,1,Non core
9553,4,Non core
7472,68,Non core
14810,162,Non core
20518,1,Non core
11079,58,Non core
13169,4,Non core
9654,3,Non core
14923,107,Non core
18170,9,Non core
11689,20,Non core
12442,42,Non core
10440,78,Non core
20244,1,Non core
11714,12,Non core
13103,2,Non core
14884,57,Non core
22128,1,Non core
9878,23,Non core
7653,21,Non core
18399,67,Non core
19674,3,Non core
14274,97,Non core
10896,3,Non core
7795,5,Non core
17705,2,Non core
10126,89,Non core
14215,943,Non core
447,833,Non core
669,1,Non core
16292,4,Non core
15825,9,Non core
688,366,Non core
5387,138,Non core
