id,age
7447,94
7731,40
6939,154
7201,44
6540,205
4234,244
7162,49
7231,55
7302,71
4919,334
7780,50
7890,36
5971,251
7837,40
7060,72
6414,226
4108,267
6992,131
7094,54
6798,158
1952,198
2634,482
7028,72
5499,226
2140,554
6828,130
794,625
6847,33
4693,134
1636,348
6539,143
4598,317
4419,168
6073,122
4303,316
1828,55
6912,72
6724,99
6369,153
6760,102
4284,291
1160,171
1711,553
6495,52
6761,88
209,623
2697,355
2439,429
2949,48
6949,40
6686,86
1627,559
1395,533
2332,40
1822,48
6,551
2654,397
1794,470
931,401
221,497
4184,94
864,468
2226,444
6237,112
6588,40
385,559
2238,387
1075,512
6455,67
2804,43
1586,126
4634,68
642,485
1699,259
6443,37
306,82
1175,230
2264,259
2681,266
543,411
4405,188
2754,279
4987,131
1998,366
5520,58
1177,56
1257,259
335,428
2185,87
5727,39
5704,42
4411,34
436,260
2322,77
4214,165
5408,39
2535,249
5574,30
1136,330
452,154
1904,116
1322,395
1468,170
1176,96
1071,106
4567,62
1205,301
1742,61
4302,92
4950,30
2459,190
4148,97
4126,40
941,294
4381,33
2458,121
1155,289
1188,62
357,116
2174,189
1801,197
154,212
2883,37
2383,105
2135,83
2214,107
2510,60
1184,48
1814,72
1456,186
512,171
233,177
271,192
998,167
1783,59
1419,34
551,148
845,32
1836,41
34,33
1806,31
8,148
1549,43
1958,34
