id,age,changes
30970,0,1
30661,4,2
8362,1855,14
28100,503,3
24938,0,1
29908,151,2
4428,2319,382
30772,32,2
30957,0,1
13570,0,1
28875,195,7
22484,1160,279
28322,192,2
13348,0,1
27979,308,6
24005,1035,22
15222,1576,12
28011,507,13
30891,0,1
8116,2191,27
30881,0,1
30099,166,15
23186,1069,622
16896,1529,879
7185,2332,70
30648,40,2
30845,0,1
8580,1735,47
30198,63,5
30013,167,14
19766,1275,7
13637,1606,25
29796,213,4
29311,99,2
1607,2547,141
24250,897,24
27632,581,2
27532,567,10
27215,608,32
27742,561,2
1918,2810,68
23364,620,2
27683,571,2
28543,382,177
27622,579,2
27626,579,2
30788,5,2
17499,1454,352
28080,0,1
20229,1297,318
24757,906,2
16274,1554,36
30666,0,1
28504,402,61
20722,1123,124
30683,21,4
28186,55,2
5367,2471,763
29811,58,2
2874,2691,355
29958,149,6
7141,2297,69
13370,1448,2
8097,649,2
14173,1621,18
30451,0,1
28140,125,8
25564,763,25
1091,1997,53
7404,1912,295
29831,121,2
25733,834,28
13111,1483,125
29364,146,12
30729,0,2
11391,1775,167
29130,0,1
29668,192,10
12323,1835,99
30603,28,2
14123,1694,6
28248,14,6
17880,1262,124
30698,0,1
15209,1495,11
8674,2133,54
6579,1657,152
30629,11,2
29964,127,2
20106,1226,48
30689,0,1
30278,86,2
8478,2151,42
28435,148,12
23735,830,86
29554,0,1
26143,762,3
12743,580,2
28940,209,6
6812,0,1
19490,51,4
30658,0,1
30656,0,1
25587,802,14
25553,822,69
28370,372,8
24797,200,3
26040,166,58
30484,0,1
30170,93,18
22713,175,4
29165,280,6
30587,0,1
29415,0,1
30204,0,1
19124,95,4
29845,0,1
29451,217,4
15309,1516,107
29907,110,2
19457,1132,46
30038,0,1
11278,1846,327
28655,0,1
28758,0,2
30143,69,2
30252,14,2
29132,55,6
26299,693,5
28239,117,18
29238,196,7
30593,0,1
24504,922,41
21537,914,183
18152,337,9
30571,0,1
29377,210,2
28608,344,13
10112,1945,47
27738,500,6
28710,327,5
7822,2146,183
25231,0,1
30302,0,1
15439,1460,13
28459,95,2
7065,1817,287
30044,0,1
29738,5,2
20863,1183,257
30551,0,1
30288,0,1
27056,601,8
21892,708,8
10670,1912,165
5624,1041,11
30084,86,2
28025,433,9
30464,0,1
25048,629,3
24168,331,2
9171,2040,311
30531,0,1
29455,0,2
26297,454,648
11479,1835,66
14270,1253,18
18142,1364,12
17109,1407,13
8767,2067,80
29888,0,1
26981,0,1
30492,0,1
1063,2700,192
16258,1184,27
30296,0,1
396,2738,8
20866,1159,105
19159,1288,283
21830,785,19
17765,1207,131
25946,522,19
30154,55,5
30218,38,3
28889,167,12
15888,1494,256
28412,153,2
27842,41,2
29657,155,5
30223,0,1
29995,77,16
23717,906,112
30396,4,5
8911,1710,93
128,2131,12
29299,0,1
28185,0,1
29866,6,4
21797,1059,270
25674,757,44
30383,0,1
27898,400,147
704,2749,84
2799,2426,1011
28245,0,1
16520,1415,65
29134,3,2
30365,0,1
30363,0,1
21723,1052,48
30324,2,3
18851,1293,150
24132,903,30
6834,18,2
30354,0,1
21369,1111,27
27459,237,11
19156,1137,9
10980,1781,255
13323,1679,204
9146,1882,3
6541,61,2
2271,2662,457
23140,376,10
29793,99,12
26575,0,1
26133,552,7
28373,315,38
16352,1309,623
30274,0,1
11580,1487,46
30148,20,2
21907,255,13
30250,0,1
8768,1851,58
26365,169,3
30132,20,3
16363,54,8
24687,461,13
26505,195,4
17120,1334,170
30177,11,4
9076,1689,3
30158,9,12
21451,1082,13
15984,1357,487
30175,6,2
16251,890,2
29598,0,1
29674,102,5
30197,0,1
26569,482,9
15905,1354,482
2245,2644,150
24470,844,5
3217,2397,6
18204,162,4
16963,934,5
28363,0,1
10608,1675,169
29068,183,2
29725,21,2
29572,121,3
4,2801,963
8994,1866,20
29383,146,19
24165,788,21
29839,0,1
27458,469,17
26968,510,13
28695,232,13
30144,0,1
27060,512,18
27977,329,10
29960,21,5
29431,0,1
30128,0,1
16960,1338,10
25259,22,2
23381,0,1
28507,0,1
26286,291,9
17893,1103,64
29675,76,7
26139,645,13
16069,708,7
10850,1727,131
30109,0,1
27654,420,186
24131,726,25
4355,2430,121
30000,0,1
30031,0,1
23488,17,2
20675,1075,15
27983,354,4
30087,0,1
28287,155,2
23163,935,784
27078,508,36
26196,582,6
12259,1707,75
22899,933,8
29254,148,3
8788,1925,213
26925,299,4
26541,559,42
30033,0,1
8757,1731,25
5623,2213,262
25186,358,12
30015,0,1
29850,32,2
8725,0,1
29625,7,5
6678,2055,24
29209,149,13
27092,0,1
23913,844,130
25111,707,38
16203,1276,74
18916,874,2
28434,0,1
26899,474,7
29514,89,3
18320,1116,150
17126,149,2
29369,111,6
20868,547,91
29335,106,5
27153,371,579
24,2694,525
27488,264,11
26339,450,31
28665,214,18
13493,0,1
28646,199,7
24042,835,10
29921,0,1
29823,0,1
23942,629,17
2813,2207,1360
25588,527,3
29910,0,1
28521,230,97
7272,1782,3
28331,31,12
29399,0,1
28883,0,1
22680,761,9
26222,571,44
17270,1298,17
12156,1624,9
27794,34,2
22895,72,5
29853,0,1
28869,81,3
17556,820,26
29828,8,3
25618,489,10
7614,1455,7
22420,26,3
29423,80,146
23625,844,25
20970,1041,168
28518,83,2
25764,622,13
25643,185,5
22013,833,7
28931,16,3
13945,0,1
14027,1410,85
7385,2095,713
8688,1965,114
26134,478,16
16523,1247,134
19930,714,80
21041,514,59
4328,2393,1548
29721,27,60
7872,2042,206
28637,195,20
20378,1069,129
24188,562,4
29817,0,1
25562,653,78
29820,0,1
12906,1192,13
27681,364,2
29808,0,1
17888,1251,145
13557,1337,33
29786,0,1
29790,0,1
29795,0,1
23969,803,3
29766,6,5
19055,1049,246
28563,127,11
19307,1091,32
27593,350,20
29355,78,2
7509,2072,384
28935,140,208
23081,696,138
27385,358,62
27372,392,38
26507,517,125
29297,35,3
29558,16,10
29720,0,1
23449,776,11
15648,1363,22
28433,111,10
21740,883,14
29233,69,2
24574,755,14
23561,844,45
6488,2216,546
8021,1940,42
16881,207,2
10644,1765,26
21691,958,328
10384,1575,118
18085,1226,15
11869,889,353
12015,1653,29
16635,1241,37
29709,0,1
10267,1493,95
29639,21,2
27012,451,12
10857,932,3
27581,5,3
29717,0,1
27471,51,17
29465,0,1
29574,16,5
21967,0,2
21987,940,3
21479,768,27
29602,1,2
14790,1401,426
10061,1612,28
28376,202,2
15685,831,44
25493,565,3
27566,317,15
29446,12,2
12024,1407,24
29638,11,2
28438,0,2
19115,941,2
25747,607,82
25067,638,35
22936,0,1
26678,229,4
17280,1179,230
28489,81,4
14749,1282,17
26898,0,1
25431,641,17
20717,0,1
6598,2042,67
27507,332,24
29677,0,1
27549,330,54
11561,1554,162
29655,0,1
28454,180,2
15961,1295,64
28671,128,14
28541,0,1
11481,0,1
29370,46,3
29339,49,5
28035,235,11
17709,1218,82
29542,0,1
25865,591,9
19461,1110,19
29452,31,3
25547,451,6
27143,391,27
26776,324,27
7,2682,457
29035,0,1
29256,0,2
27299,0,1
21897,644,32
29051,92,15
16628,1207,73
19494,51,4
26775,327,50
20280,0,1
27000,311,2
20156,985,102
24831,693,2
18368,385,46
21050,0,1
28961,56,4
29601,0,1
28885,0,1
2243,2533,674
24297,706,23
1390,2568,318
28592,152,5
20751,852,8
27253,343,21
21032,746,8
28534,0,1
27181,294,21
25936,545,27
29342,0,1
7219,1782,143
20088,0,1
20936,965,67
19644,1066,45
20354,1022,6
26892,433,2
23211,825,7
27995,104,4
29530,0,1
21794,762,15
29400,14,2
28842,83,10
27382,305,11
25388,606,50
29507,0,1
27366,302,29
22124,800,3
29495,0,1
10905,0,1
29390,0,1
27368,279,29
27370,298,20
27496,278,10
27346,298,23
27511,299,34
15857,1215,51
27866,0,2
18665,1108,19
1561,2517,1121
24454,416,3
29053,59,9
28956,31,77
9701,1624,14
22102,407,3
15471,1211,131
29167,9,2
21486,883,294
29438,0,1
11069,1659,28
9317,1812,140
9172,1833,129
29093,40,2
25903,539,367
29432,0,1
28411,146,5
29434,0,1
15834,1313,11
28174,149,37
29354,0,1
27069,370,47
14614,1324,139
29373,0,1
29402,0,1
28235,0,1
29412,0,1
11915,1602,368
29381,0,1
21470,743,7
29362,0,1
17246,0,1
27749,31,2
17860,1174,157
29378,0,1
91,2542,107
29039,0,1
29366,0,1
29356,0,2
29365,0,1
16365,839,3
29352,0,1
20560,921,33
14806,1267,59
12715,1532,279
24833,0,1
27193,0,1
11365,146,7
27926,17,2
13953,1439,72
6637,1538,276
29014,0,1
7189,39,5
25238,608,9
25838,497,3
29043,0,1
28926,0,4
28012,105,2
28427,108,58
28581,0,1
19578,972,119
27173,134,7
27349,270,14
29309,0,1
28054,196,3
8148,1864,6
16479,722,39
22016,775,4
29261,0,1
29267,0,1
29263,0,1
26311,393,27
27641,266,5
8686,1610,89
26598,425,14
11782,1023,45
23512,674,9
28226,0,1
29213,6,2
24407,646,9
16551,791,11
26790,400,12
23303,716,81
29230,0,1
29181,8,2
26288,102,28
13426,1451,13
24427,517,16
22072,370,3
21657,104,5
27668,106,2
14538,290,15
16448,821,17
29208,0,1
8058,0,1
16012,922,7
25601,540,13
12946,1406,2
8446,1836,45
26181,342,13
27602,53,3
27950,0,1
28099,0,1
28176,118,27
29188,0,1
29186,0,1
3185,2236,147
22786,0,1
28653,75,3
16171,1179,38
18483,0,1
26402,85,5
9044,1712,41
19705,0,1
25575,537,28
23083,749,192
24952,497,33
27578,258,16
29138,0,1
28028,3,2
28529,87,3
23848,551,14
9610,632,9
13487,988,7
27008,340,40
11969,1534,286
23458,639,97
22776,763,22
11159,1353,307
14766,1300,35
13747,1175,35
23517,582,189
28782,0,1
29080,0,1
26972,307,6
20369,835,14
28799,40,2
17505,1142,51
13807,545,3
7769,1919,66
28304,0,1
28780,0,1
27766,216,35
29029,0,1
13629,987,39
29050,0,1
2376,2337,48
28704,0,1
28627,0,1
16124,1056,3
28101,92,7
12455,1510,67
26767,348,8
28726,34,6
14320,1110,91
22540,0,1
29012,0,4
14151,1310,559
24635,612,38
21747,551,17
26235,322,5
28716,40,2
27961,157,3
27733,125,5
18997,950,30
21518,728,4
25740,467,49
14090,1369,3
20121,0,1
28850,0,1
28958,0,1
9820,1604,100
26815,352,2
28474,0,1
26355,371,6
22694,769,96
21781,830,100
27741,0,1
26464,382,21
4268,1068,36
28915,0,1
28846,0,1
8406,183,2
25891,385,11
27369,0,1
25284,517,42
27361,212,20
22608,491,40
26095,422,24
28530,29,2
11672,1364,51
26488,376,3
28887,0,1
7160,1440,3
19137,908,4
28891,0,1
24115,507,13
6851,1591,30
28696,9,5
25171,542,21
28328,77,3
25273,476,35
7921,1599,106
21686,812,37
8276,1707,175
7567,1639,5
13157,215,73
16253,40,4
26642,0,3
21428,781,57
19140,980,38
23133,216,5
21626,768,70
28569,26,2
25695,444,67
18288,883,11
26198,409,6
28847,0,2
28815,0,1
28811,0,1
28802,0,1
28730,0,3
24654,277,2
14581,819,8
27882,0,1
18503,231,13
9155,864,24
16513,462,11
25167,206,39
28783,0,1
25571,485,158
28171,85,3
15285,793,5
28708,0,1
28414,0,1
24319,1,3
21875,48,2
9631,1482,26
16367,551,45
23226,629,67
28744,0,1
23885,639,27
12076,1304,181
19554,907,169
28003,0,21
26460,302,5
23479,382,4
20905,863,6
25568,479,18
28278,38,26
21113,680,10
1297,2350,1748
18180,65,2
6159,2023,1242
26072,414,113
28157,0,1
28212,0,1
19853,901,216
25221,436,33
22560,97,3
28649,7,3
22683,698,20
28693,0,1
28694,0,1
24645,558,48
15100,1196,158
25456,483,186
23840,640,159
28556,19,2
24739,461,42
23235,663,41
1054,2047,18
9107,1716,561
20223,618,3
17190,154,6
17272,1094,8
14764,1244,19
28643,1,3
19224,259,46
25907,431,10
11827,1483,253
21014,0,1
10303,53,2
28650,0,1
17780,1062,24
21561,157,3
9176,1612,79
23944,0,1
28632,0,1
28162,8,4
24638,562,7
22255,752,291
28617,0,1
15695,252,11
28111,0,2
26435,2,5
12408,1142,23
22421,740,6
19944,264,23
12924,1373,116
28603,0,1
27743,21,3
25058,469,21
28460,0,1
23276,514,11
25664,450,4
21558,799,8
15405,0,2
28562,0,1
28584,0,1
28217,16,3
28400,0,1
28293,24,4
28487,0,1
27191,43,14
7080,1833,81
19741,823,153
26405,284,26
26733,274,23
2583,2308,14
26086,0,1
23630,635,106
22582,710,106
28542,0,1
12080,1145,11
27201,204,5
2622,2305,399
24904,145,2
16710,701,85
22323,696,16
21151,471,39
19844,149,5
26006,59,6
17386,763,25
28261,0,1
21341,0,1
28055,0,1
11186,838,26
23414,326,24
6763,1790,304
27678,132,30
7715,1785,104
25395,467,72
27577,161,29
7012,1756,75
9961,1615,26
17549,294,22
22299,461,26
17144,0,1
1921,1963,453
28493,0,1
28492,0,1
27212,37,3
26791,0,1
26101,371,15
28453,0,1
19532,567,3
18014,774,8
22604,630,17
28456,0,1
28457,0,1
28397,5,2
28445,0,1
28443,0,1
28409,0,1
28333,16,3
10063,1597,257
27300,193,5
8700,0,1
21099,781,24
24147,544,29
28406,0,1
27695,70,8
28419,0,1
28203,0,1
19318,109,2
28394,0,1
16358,1097,5
6525,1476,36
333,2362,557
28158,0,1
28387,0,1
23215,304,2
28320,0,1
8246,1523,1883
18971,928,199
27576,120,7
24713,344,7
8873,1662,261
28359,0,2
18409,246,11
25376,397,10
23417,349,5
9029,1114,8
28352,0,1
10155,69,3
28338,0,1
12659,483,2
28281,3,4
7069,1894,153
7764,1755,24
26948,243,2
26151,333,21
17795,803,53
28284,1,2
28279,0,1
26445,271,11
15699,1137,185
28290,0,1
14084,970,29
15492,750,16
24679,0,1
28251,0,1
25033,442,40
13343,1322,129
19849,772,5
21414,652,80
28225,0,1
25638,361,10
25073,425,77
6735,1932,132
27800,0,1
18242,942,51
13912,1183,121
18889,402,5
19564,883,62
28192,0,1
26079,347,21
12112,1250,125
24157,0,1
26690,213,3
20721,801,19
28060,33,2
28188,0,2
26828,233,30
24710,44,2
21800,706,41
13511,390,2
2011,2105,70
8119,1567,386
7307,1791,370
11237,755,9
28075,19,11
27546,105,17
16704,1019,27
5558,1814,91
22380,343,10
17920,985,59
17981,951,28
22224,657,8
23401,601,178
23173,608,16
18940,820,35
25972,222,2
26782,0,1
28148,0,1
28143,0,1
27334,59,2
27947,40,13
27482,0,1
26088,329,3
23729,43,2
14085,0,1
15122,414,13
21279,595,7
17938,644,27
23887,527,2
13940,1034,238
23981,0,1
16150,1079,39
5638,2002,1504
26644,242,13
8056,1504,76
10628,1159,89
23416,491,6
23760,163,5
20902,542,5
6449,1953,106
22689,640,87
25943,168,15
26897,0,1
23970,524,7
26639,132,4
14760,1162,453
17151,960,249
6088,263,8
24711,379,12
10735,1406,2
20479,650,2
24127,507,3
22522,609,6
2928,489,8
26263,286,33
7693,1582,5
24438,486,26
19654,0,1
6589,1725,31
27697,72,13
27661,0,1
14757,1148,14
6558,1693,48
25432,379,26
6172,1959,542
25050,397,9
11934,295,5
28046,0,1
27644,0,1
28041,0,1
24549,397,2
14356,943,3
27530,0,1
22432,643,4
9178,1608,62
27527,13,2
8351,1560,17
18552,531,72
28023,0,1
16264,717,3
21249,631,16
14203,285,31
23644,37,2
26861,196,4
28005,0,1
11303,1227,129
22977,525,10
5930,1250,16
21690,688,42
25983,1,6
27560,0,1
748,2266,1101
26089,267,7
25632,335,10
24442,0,2
27974,0,1
18343,901,59
170,2256,240
13404,1272,40
20160,656,20
11418,1384,49
26247,60,2
23954,0,1
12867,1306,125
27673,0,1
10453,957,26
12382,744,11
17491,962,53
23367,0,1
24441,461,82
27908,0,1
10439,1128,36
27701,51,11
18529,244,5
8344,1686,166
18783,674,64
26674,198,2
12767,1224,8
26025,239,9
14852,945,4
25585,55,6
27734,0,1
27939,0,1
27401,0,1
27006,141,9
7776,1473,31
25731,314,6
27746,0,1
13998,1154,44
26805,0,1
538,2262,1326
23219,0,1
27920,0,3
5109,622,8
18777,855,23
27893,0,1
27914,0,1
26310,204,19
25550,336,3
27824,21,3
27801,24,3
22066,635,46
17430,853,12
7191,1791,903
27490,80,2
22752,589,137
26975,0,1
27636,0,1
25660,112,11
11878,1256,34
27338,93,2
6697,1756,18
6908,883,9
27699,37,4
6537,1865,1222
26702,105,2
26991,136,4
12826,1291,471
17656,54,16
26131,252,27
3211,1426,16
27094,0,1
26874,156,34
26155,246,7
11105,1324,447
11885,911,75
27832,6,2
26535,30,3
11307,1176,68
14291,284,2
27040,133,2
27277,66,9
26275,130,6
27855,0,1
12950,1276,6
11269,1296,12
18476,850,11
27846,0,2
26734,142,3
27836,0,1
12813,711,25
22194,0,1
27778,5,2
27585,38,4
24056,317,45
14039,1165,22
14532,1078,14
11809,1304,251
22611,0,1
27640,0,1
27569,25,7
18063,534,3
7338,1652,28
2417,2035,219
22818,99,9
23634,0,1
26251,118,6
24209,343,52
12947,850,25
27405,18,6
8347,1042,3
27326,0,1
25489,317,2
27611,23,6
27311,0,1
9237,1324,255
19982,0,1
10787,1420,140
25847,226,17
19593,666,8
27096,0,1
22395,588,2
22905,309,9
1032,2371,129
21407,631,27
24269,435,59
25132,0,1
15233,96,5
27739,0,1
18020,14,2
19684,647,4
11731,106,6
9796,1488,830
11651,9,2
26772,150,2
17045,934,28
21020,616,6
27467,0,1
26895,76,11
23423,0,1
21531,293,6
21103,673,10
26018,230,7
26589,5,3
17716,900,23
21550,568,37
23671,0,1
27572,0,1
27721,0,1
25405,0,2
25899,259,15
12296,1008,5
23055,506,202
25301,182,7
22079,0,1
14676,1097,124
23079,7,2
27188,76,3
27703,0,1
26907,33,2
15513,29,5
26650,159,11
9218,1428,6
14870,1083,21
19173,801,62
26504,134,2
18623,650,8
26415,187,22
20226,491,3
27659,0,1
27656,0,2
24759,0,1
27660,0,1
26038,147,11
25505,210,15
25675,282,3
27671,0,1
27658,0,2
27657,0,2
20414,712,4
18286,860,77
6090,0,1
13667,1183,42
12802,634,7
16803,924,11
22153,455,9
21683,600,30
589,2022,11
24299,409,7
23430,299,6
26651,47,2
25805,191,3
27303,12,3
15736,993,10
26441,141,2
23037,526,16
22878,337,2
22157,547,10
15027,1070,107
22446,462,3
22021,209,4
24941,0,1
9191,1492,43
26729,140,4
16190,260,9
26880,112,14
27616,0,1
27618,0,1
24043,292,16
20259,707,35
9979,872,27
15326,847,5
27605,0,1
11221,314,3
26213,206,2
14091,472,23
126,2082,5
18546,753,7
27540,0,1
22959,444,60
26503,1,2
27595,0,1
7226,1688,454
26509,158,12
27570,1,2
27059,84,6
27587,0,1
26171,106,4
27584,0,1
27408,0,1
26886,75,2
19960,628,15
25072,285,16
24064,127,4
18785,792,22
27371,15,2
25239,42,15
1894,1958,64
23766,437,190
27275,11,2
20162,695,7
6491,1833,239
13732,0,1
20050,268,6
26015,42,3
27415,0,1
23419,47,5
21143,538,8
27517,0,1
16425,774,6
26400,0,2
6721,1388,58
14865,986,32
16821,884,20
27515,0,1
27288,6,3
10073,673,4
22711,519,2
26576,53,5
7038,773,4
25320,48,3
12385,1211,192
26679,119,5
27156,44,2
27433,0,1
8264,295,65
12261,1196,30
13562,1014,43
13636,1152,157
25634,0,1
18653,789,65
25169,173,9
6671,1127,33
27397,0,1
8623,1564,163
2888,2036,100
17812,39,12
8652,643,118
27342,0,1
24484,2,2
9788,1284,104
27378,10,4
25435,7,2
8956,0,1
24181,0,1
10034,578,17
26091,8,2
26388,0,1
18179,816,159
113,406,3
22306,498,27
26472,0,1
17245,879,13
24286,150,3
24099,30,4
27392,0,1
27274,5,2
15007,274,6
986,1918,50
23636,384,2
25437,183,2
27337,0,2
20146,557,77
21334,527,3
14517,1009,191
20035,512,9
25444,254,3
21891,245,8
15371,764,18
26827,29,7
19191,427,3
26438,132,7
21698,501,40
12927,1119,62
6039,1833,35
15062,1011,8
25990,167,3
24055,0,1
26896,0,1
27037,46,2
23271,457,17
26019,84,3
27317,2,2
26548,80,9
24316,0,3
23874,97,108
27295,1,3
8358,1554,153
25080,279,6
26289,0,1
24883,253,11
16289,927,5
12175,1218,307
14566,0,1
18446,624,59
18494,774,24
22037,382,20
22368,350,6
27020,16,4
26590,104,5
27298,0,1
13431,1086,26
23831,0,1
27301,0,1
26951,0,1
21118,0,2
27293,0,1
11022,1293,147
8181,144,4
22932,384,4
17257,852,6
10035,1391,299
23375,409,7
19072,707,12
17645,726,80
22443,0,1
24184,0,1
27220,0,1
23958,225,46
22687,457,9
9396,1281,29
26159,130,9
23822,245,10
15518,707,50
7264,1574,63
13229,482,5
19686,589,69
12841,1071,41
24978,246,5
12882,116,5
7700,1568,453
8662,999,137
14377,874,10
7582,1617,147
26185,105,10
19576,461,5
21554,524,3
19380,604,80
9609,0,1
22960,312,35
16168,780,249
27002,0,1
9664,1314,336
8072,1570,8
13047,730,32
7007,1672,217
27137,0,1
17814,649,13
25977,87,9
26645,70,5
12178,217,3
20971,530,23
1313,2119,165
26567,0,1
12547,868,3
24564,222,28
8289,1478,639
27088,0,1
23454,38,2
27066,0,1
27067,0,1
8851,1420,763
24647,292,6
20208,536,9
23759,259,3
10134,558,12
17922,775,50
27048,0,1
27039,0,1
16986,837,95
21484,14,4
26097,108,3
20220,498,3
17331,803,23
9572,607,13
23805,358,11
6794,1672,107
27003,0,1
2759,2018,122
14007,845,64
24355,292,5
20883,566,205
17275,811,82
25135,65,2
10518,1150,6
13108,212,5
26832,20,3
26989,0,1
24223,313,8
26307,19,4
14273,1021,123
2750,2014,1852
25336,207,2
20854,560,3
23982,0,1
7706,1581,6
26952,0,1
450,0,1
26153,108,4
14758,931,23
9361,1242,21
25079,195,50
20705,533,4
19736,647,8
17256,589,2
25984,103,3
19075,0,1
20031,610,62
25007,231,5
26889,5,3
7787,1567,1141
7784,1119,33
23046,217,4
11636,55,6
26401,4,3
24649,269,18
2914,2005,3
10583,1213,11
11616,1183,3
25262,0,1
20279,164,2
26771,0,1
26444,0,1
25055,173,11
17954,733,14
25100,29,4
23903,0,1
23771,305,2
13134,968,10
23659,307,9
22104,426,247
24116,49,2
22405,431,42
9323,1291,134
23310,234,7
16759,812,7
659,2060,12
15074,642,16
16212,748,29
8592,1247,195
20123,601,3
22056,293,43
1343,1943,8
25373,30,2
22745,45,4
24247,168,2
12519,62,2
14064,1015,17
25351,163,16
26773,0,1
8259,1483,122
25541,0,1
26120,58,5
5735,1792,7
7293,1526,187
26792,0,2
17589,662,27
26342,0,1
9397,1258,7
26780,0,1
25998,0,1
11748,1180,143
22559,376,32
26769,0,1
24903,222,20
6522,1697,14
26737,0,1
20764,500,5
20000,535,28
26456,30,2
23185,337,81
17288,443,3
21135,156,18
25225,160,20
25245,183,4
10992,1210,14
18602,686,130
17478,734,7
22015,0,1
25433,66,7
26271,56,50
26242,63,5
15168,915,497
11317,758,70
18603,685,71
20033,501,71
12484,1120,6
17947,202,10
24013,270,47
11762,1083,23
9030,581,10
26666,5,2
612,1944,550
26484,23,3
20570,210,2
13717,1025,23
6482,1708,1235
11819,1062,82
88,1550,2
24330,244,55
20205,223,7
25551,143,4
26110,0,1
9408,762,36
26664,0,1
6882,914,10
11968,1152,30
26382,0,2
20099,452,4
23382,340,16
14509,882,129
26625,0,1
23889,168,14
16703,790,2
12342,0,1
16059,470,17
14510,659,20
23896,0,1
14101,667,47
25653,0,1
19283,188,6
25651,124,7
7795,876,5
26074,0,1
12395,1120,81
13167,634,9
18347,672,15
19910,161,7
14867,793,158
26596,0,1
25898,0,1
26379,0,1
19478,285,6
16237,817,614
14744,148,7
24520,0,1
26391,0,1
8290,1366,338
25559,130,28
12634,1101,10
11704,614,17
26559,0,1
26199,0,3
6984,1548,21
19178,341,4
22059,422,47
26157,51,6
21516,349,2
10207,491,9
17001,727,143
10353,797,14
25544,75,4
23043,328,37
16323,0,1
16385,0,1
26534,0,1
26532,0,1
26517,0,2
26229,37,7
26492,0,1
19384,512,178
12736,492,39
6638,1542,55
8174,1470,95
23621,19,3
19740,503,23
16305,660,33
19707,200,3
23440,0,1
21239,474,21
25944,22,64
26487,0,1
26453,0,1
26474,0,1
20850,508,5
24925,175,52
24924,175,31
15524,780,26
8190,1403,345
21485,398,23
25448,76,4
24290,33,4
16277,802,114
25006,170,19
25005,170,40
13919,938,168
25077,132,3
26256,0,1
18701,0,1
25904,50,3
12651,920,11
18266,581,80
20812,504,72
12892,950,163
23680,168,3
5280,1723,55
20281,0,1
23709,41,2
26048,0,1
21908,347,7
19122,616,209
20443,523,40
2834,1852,871
25026,153,5
11268,930,77
26277,0,1
23873,0,1
23012,129,13
21515,127,6
25720,82,82
26295,17,17
23435,314,49
23821,265,7
26416,0,1
23602,295,40
16935,0,1
25593,24,3
26361,0,1
20829,0,1
26210,0,1
26179,23,5
26341,1,2
18937,0,2
7217,1536,166
21204,439,49
17788,104,3
11313,994,33
14620,906,7
25237,138,3
18115,639,5
18404,296,40
26147,0,1
24219,0,1
25760,0,1
26364,0,1
24244,2,3
25846,41,6
22810,316,36
14562,766,19
26248,0,2
25945,0,1
22589,334,11
21510,152,5
25065,40,5
26319,4,2
25436,0,1
26037,0,1
26150,26,2
19350,396,4
17626,681,62
26135,0,1
17564,530,15
964,2122,1106
21950,355,8
7979,981,31
18176,637,37
20826,280,62
8041,1113,16
708,2154,202
21363,120,9
17752,503,3
7662,1497,42
26008,0,1
8257,1377,285
26205,12,4
20734,466,8
10443,749,105
25235,105,3
17592,662,10
10392,1182,72
19919,470,4
25640,48,12
22003,397,13
7010,1560,8
10257,1217,80
22874,341,8
16206,143,3
20310,0,1
26279,0,1
19194,587,21
26273,0,1
18627,98,3
20638,490,15
24870,97,3
21023,282,9
14348,680,15
3191,1836,27
6650,1618,81
20686,235,2
894,1965,9
9416,1118,19
23983,89,5
8126,1137,164
11897,372,3
12038,1089,506
9582,1204,133
26197,2,7
11081,1107,389
14610,751,48
18845,582,74
12056,1065,4
18600,606,5
9918,100,2
9423,1191,30
25105,87,3
25109,124,7
19737,527,2
12972,1029,8
21114,0,1
23094,307,45
10487,1118,222
24827,0,1
26011,0,1
23984,229,6
24062,221,11
25323,60,9
6843,1541,26
14962,855,176
20184,412,17
11227,1142,6
25274,30,5
7104,151,3
26140,0,1
18898,596,12
7173,1443,49
13962,930,226
9569,1259,139
23754,215,10
25452,0,1
20770,460,7
6287,888,17
25421,0,1
6825,1121,30
6804,1106,25
24025,0,1
22064,357,19
20361,403,3
14598,869,16
10547,323,7
23803,159,2
9207,700,13
23459,0,1
26111,0,3
1555,390,3
20998,68,5
23535,0,1
23936,109,3
26026,12,2
23656,11,2
21999,367,4
17959,339,6
18182,184,3
20403,452,13
26076,0,2
19774,467,9
25709,0,1
17784,305,16
19663,0,1
25242,73,7
24728,0,2
10497,1186,1279
7468,1259,275
14340,848,140
25974,0,3
20809,87,5
5660,1595,25
7711,1454,201
15967,630,61
18088,0,1
13158,856,11
13642,781,33
24666,22,2
24006,73,5
20380,445,4
23363,62,3
25370,0,1
15447,667,19
7805,1436,180
8124,1252,328
10672,832,6
7613,1458,149
26020,0,1
23823,64,19
25734,19,2
8786,1321,538
13630,916,13
21355,384,4
16278,739,3
25041,102,3
25101,20,4
20128,333,7
22263,212,6
13739,0,1
16157,693,12
25985,0,1
17842,478,7
15808,777,3
25980,0,1
23882,132,4
679,2108,97
18504,20,3
9452,1077,7
25022,98,60
25975,0,1
11592,1062,11
20185,0,1
25919,2,2
23825,201,40
22970,0,1
25059,1,3
14447,725,19
9086,10,2
25942,1,3
18746,364,5
22831,33,3
25190,0,1
20963,0,1
18640,584,34
7562,1451,290
11171,1115,4
10391,1170,295
24562,23,3
19790,393,18
13564,937,62
6849,1513,262
7350,1456,281
12686,986,136
11138,573,2
16046,741,76
25661,20,3
20382,19,5
15077,809,10
