release,project,dependent_projects
rocky,openstack/openstack-ansible-os_trove,17
rocky,openstack/tacker,2
rocky,openstack/python-cloudkittyclient,-1
rocky,openstack/openstack-ansible-os_gnocchi,3
rocky,openstack/kuryr,1
rocky,openstack/charm-manila-generic,39
rocky,openstack/kuryr-libnetwork,3
rocky,openstack/puppet-ec2api,2
rocky,openstack/python-zaqarclient,1
rocky,openstack/oslo.privsep,1
rocky,openstack/tripleo-docs,5
rocky,openstack/networking-ovn,3
rocky,openstack/manila-ui,2
rocky,openstack/charm-manila,39
rocky,openstack/ec2-api,3
rocky,openstack/puppet-panko,2
rocky,openstack/i18n,1
rocky,openstack/devstack,12
rocky,openstack/openstack-ansible-os_magnum,17
rocky,openstack/puppet-qdr,3
rocky,openstack/openstack-ansible-os_keystone,23
rocky,openstack/charm-swift-storage,39
rocky,openstack/networking-bgpvpn,5
rocky,openstack/ansible-role-k8s-tripleo,-1
rocky,openstack/monasca-transform,1
rocky,openstack/oslo.policy,1
rocky,openstack/hacking,1
rocky,openstack/glance_store,3
rocky,openstack/openstack-ansible-os_watcher,2
rocky,openstack/heat-cfntools,1
rocky,openstack/osc-lib,3
rocky,openstack/puppet-monasca,1
rocky,openstack/freezer,1
rocky,openstack/congress,2
rocky,openstack/openstack-ansible-repo_server,2
rocky,openstack/puppet-openstacklib,3
rocky,openstack/python-solumclient,1
rocky,openstack/tripleo-quickstart-extras,10
rocky,openstack/puppet-tripleo,15
rocky,openstack/networking-bagpipe,4
rocky,openstack/openstack-ansible-os_aodh,19
rocky,openstack/charm-barbican,40
rocky,openstack/python-tackerclient,1
rocky,openstack/openstack-ansible-openstack_hosts,20
rocky,openstack/sahara-extra,-1
rocky,openstack/charm-neutron-api,40
rocky,openstack/oslo.db,1
rocky,openstack/rally,3
rocky,openstack/python-senlinclient,2
rocky,openstack/zun-ui,3
rocky,openstack/openstack-ansible-os_monasca-ui,1
rocky,openstack/octavia,7
rocky,openstack/ansible-hardening,1
rocky,openstack/puppet-openstack_spec_helper,3
rocky,openstack/ansible-role-container-registry,1
rocky,openstack/panko,1
rocky,openstack/oslo.utils,3
rocky,openstack/openstack-ansible-repo_build,3
rocky,openstack/openstack-ansible-ceph_client,2
rocky,openstack/cloudkitty,1
rocky,openstack/tripleo-common,22
rocky,openstack/releases,16
rocky,openstack/puppet-neutron,7
rocky,openstack/puppet-barbican,2
rocky,openstack/charm-neutron-gateway,39
rocky,openstack/oslo.log,1
rocky,openstack/openstack-ansible-nspawn_hosts,3
rocky,openstack/masakari,2
rocky,openstack/ansible-role-systemd_mount,1
rocky,openstack/kayobe,1
rocky,openstack/openstack-ansible-os_heat,18
rocky,openstack/python-searchlightclient,1
rocky,openstack/puppet-designate,3
rocky,openstack/charm-vault,3
rocky,openstack/networking-powervm,1
rocky,openstack/octavia-dashboard,3
rocky,openstack/python-vitrageclient,1
rocky,openstack/charm-tempest,39
rocky,openstack/designate-tempest-plugin,2
rocky,openstack/charm-odl-controller,39
rocky,openstack/openstack-ansible-apt_package_pinning,1
rocky,openstack/heat-translator,1
rocky,openstack/os-api-ref,1
rocky,openstack/python-tricircleclient,1
rocky,openstack/openstack-ansible-openstack_openrc,1
rocky,openstack/charm-interface-hacluster,1
rocky,openstack/os-collect-config,1
rocky,openstack/charm-ceph-mon,40
rocky,openstack/goal-tools,2
rocky,openstack/neutron-vpnaas,3
rocky,openstack/puppet-keystone,31
rocky,openstack/paunch,3
rocky,openstack/puppet-tacker,2
rocky,openstack/freezer-web-ui,1
rocky,openstack/charm-ceph-radosgw,39
rocky,openstack/openstack-ansible-os_zun,2
stein,openstack/puppet-tempest,4
stein,openstack/octavia-tempest-plugin,3
stein,openstack/tricircle,1
stein,openstack/xstatic-jasmine,1
stein,openstack/openstack-helm-images,2
stein,openstack/blazar,1
stein,openstack/charm-nova-cell-controller,-1
stein,openstack/stevedore,-1
stein,openstack/monasca-log-api,3
stein,openstack/senlin,4
stein,openstack/tap-as-a-service,1
stein,openstack/puppet-mistral,2
stein,openstack/senlin-dashboard,2
stein,openstack/congress-dashboard,-1
stein,openstack/oslo.context,1
stein,openstack/neutron-lbaas-dashboard,1
stein,openstack/designate,3
stein,openstack/openstack-ansible-os_cloudkitty,1
stein,openstack/neutron,25
stein,openstack/charm-nova-lxd,-1
stein,openstack/sushy,1
stein,openstack/charm-glance,-1
stein,openstack/openstack-ansible-os_mistral,3
stein,openstack/charm-cinder,-1
stein,openstack/openstack-ansible-os_barbican,18
stein,openstack/os-apply-config,-1
stein,openstack/python-openstackclient,2
stein,openstack/tempest,16
stein,openstack/magnum,2
stein,openstack/ossa,1
stein,openstack/cloudkitty-dashboard,1
stein,openstack/monasca-tempest-plugin,2
stein,openstack/python-heatclient,1
stein,openstack/charm-ceph-rbd-mirror,1
stein,openstack/openstack-ansible-os_rally,4
stein,openstack/governance-sigs,1
stein,openstack/charm-interface-keystone,1
stein,openstack/project-team-guide,1
stein,openstack/charm-designate,2
stein,openstack/openstack-ansible-tests,41
stein,openstack/fuxi,1
stein,openstack/charm-aodh,2
stein,openstack/cookbook-openstack-integration-test,4
stein,openstack/networking-generic-switch,1
stein,openstack/heat,6
stein,openstack/sahara-plugin-ambari,-1
stein,openstack/monasca-thresh,-1
stein,openstack/tripleo-validations,4
stein,openstack/monasca-agent,1
stein,openstack/python-ironic-inspector-client,-1
stein,openstack/puppet-oslo,3
stein,openstack/tenks,1
stein,openstack/glance,6
stein,openstack/neutron-specs,2
stein,openstack/openstack-chef-repo,1
stein,openstack/stackviz,1
stein,openstack/devstack-plugin-container,1
stein,openstack/oslo.messaging,1
stein,openstack/sahara-image-elements,-1
stein,openstack/cinder,6
stein,openstack/puppet-openstack-integration,22
stein,openstack/oslo.config,-1
stein,openstack/python-ironicclient,3
stein,openstack/manila-tempest-plugin,1
stein,openstack/ansible-role-k8s-glance,-1
stein,openstack/python-cinderclient,-1
stein,openstack/ovsdbapp,-1
stein,openstack/openstack-ansible-os_tempest,17
stein,openstack/kayobe-config-dev,1
stein,openstack/shade,3
stein,openstack/puppet-glare,-1
stein,openstack/zaqar,-1
stein,openstack/openstack-helm-addons,2
stein,openstack/governance,8
stein,openstack/charm-cinder-ceph,1
stein,openstack/rpm-packaging,3
stein,openstack/castellan,1
stein,openstack/training-labs,-1
stein,openstack/openstack-ansible-os_cinder,21
stein,openstack/charm-neutron-openvswitch,3
stein,openstack/aodh,1
stein,openstack/puppet-ovn,1
stein,openstack/python-dracclient,-1
stein,openstack/openstack-ansible-os_glance,19
stein,openstack/openstack-ansible-os_nova,23
stein,openstack/puppet-heat,2
stein,openstack/charm-gnocchi,2
stein,openstack/tripleo-upgrade,4
stein,openstack/devstack-plugin-kafka,1
stein,openstack/kolla-ansible,2
stein,openstack/osprofiler,-1
stein,openstack/ansible-role-thales-hsm,-1
stein,openstack/openstack-ansible-lxc_container_create,4
stein,openstack/charm-interface-openstack-ha,-1
stein,openstack/cookbook-openstack-common,9
stein,openstack/cliff,1
stein,openstack/heat-tempest-plugin,3
stein,openstack/sahara-tests,1
stein,openstack/cookbook-openstack-ops-database,2
stein,openstack/openstack-ansible-os_monasca-agent,1
stein,openstack/charm-ceilometer,-1
stein,openstack/charm-rabbitmq-server,-1
stein,openstack/charms.ceph,2
stein,openstack/puppet-murano,-1
stein,openstack/release-test,2
stein,openstack/openstack-ansible-os_zun,5
stein,openstack/charm-keystone,1
stein,openstack/openstack-ansible-memcached_server,2
stein,openstack/heat-agents,2
stein,openstack/trove,1
stein,openstack/horizon,16
stein,openstack/oslo.reports,-1
stein,openstack/python-barbicanclient,-1
stein,openstack/cinderlib,1
stein,openstack/charm-nova-cloud-controller,-1
stein,openstack/charm-nova-compute,2
stein,openstack/puppet-glance,3
stein,openstack/tooz,1
stein,openstack/python-novaclient,1
stein,openstack/mistral-specs,2
stein,openstack/charms.openstack,8
stein,openstack/os-vif,3
stein,openstack/networking-onos,-1
stein,openstack/openstack-ansible-os_swift,18
stein,openstack/openstack-ansible-haproxy_server,2
stein,openstack/openstack-ansible-os_designate,19
stein,openstack/astara-appliance,1
stein,openstack/puppet-sahara,-1
stein,openstack/fuxi-golang,1
stein,openstack/charm-interface-keystone-credentials,1
stein,openstack/python-monascaclient,1
stein,openstack/freezer-api,1
stein,openstack/astara,1
stein,openstack/python-saharaclient,-1
stein,openstack/neutron-lib,5
stein,openstack/neutron-tempest-plugin,2
stein,openstack/os-net-config,2
stein,openstack/charm-ceph,1
stein,openstack/openstack-ansible-os_neutron,22
stein,openstack/tripleo-repos,1
stein,openstack/murano,-1
stein,openstack/nova-powervm,1
stein,openstack/openstack-ansible-ops,-1
stein,openstack/os-client-config,-1
stein,openstack/openstack-ansible-os_zaqar,1
stein,openstack/tripleo-image-elements,1
stein,openstack/networking-odl,3
stein,openstack/cyborg-specs,2
stein,openstack/puppet-cinder,7
stein,openstack/openstack-ansible-rsyslog_client,-1
stein,openstack/automaton,-1
stein,openstack/vitrage-dashboard,1
stein,openstack/sahara,1
stein,openstack/vitrage-tempest-plugin,2
stein,openstack/magnum-ui,1
stein,openstack/puppet-zaqar,1
stein,openstack/neutron-fwaas-dashboard,6
stein,openstack/compute-hyperv,1
stein,openstack/puppet-trove,2
stein,openstack/kolla,8
stein,openstack/os-loganalyze,2
stein,openstack/puppet-watcher,1
stein,openstack/zun-tempest-plugin,2
stein,openstack/cookbook-openstack-bare-metal,3
stein,openstack/networking-hyperv,-1
stein,openstack/tripleo-ci,16
stein,openstack/charm-layer-openstack,7
stein,openstack/ironic-tempest-plugin,2
stein,openstack/ansible-role-python_venv_build,25
stein,openstack/manila,5
stein,openstack/sahara-plugin-spark,6
stein,openstack/cookbook-openstack-compute,4
stein,openstack/openstack-ansible-os_congress,2
stein,openstack/cinder-tempest-plugin,1
stein,openstack/python-glanceclient,-1
stein,openstack/vitrage,2
stein,openstack/oslosphinx,2
stein,openstack/python-watcherclient,1
stein,openstack/charm-openstack-dashboard,-1
stein,openstack/dragonflow,1
stein,openstack/designate-dashboard,7
stein,openstack/cinder-specs,2
stein,openstack/swift,1
stein,openstack/bifrost,4
stein,openstack/openstack-ansible-os_panko,5
stein,openstack/python-freezerclient,-1
stein,openstack/puppet-horizon,2
stein,openstack/openstack-ansible-os_blazar,3
stein,openstack/openstack-ansible-rsyslog_server,-1
stein,openstack/openstack-ansible-os_octavia,18
stein,openstack/keystonemiddleware,-1
stein,openstack/openstack-ansible-os_monasca,1
stein,openstack/tripleo-puppet-elements,5
stein,openstack/ansible-role-tripleo-modify-image,1
stein,openstack/ceilometer-powervm,1
stein,openstack/monasca-kibana-plugin,1
stein,openstack/cookbook-openstack-block-storage,2
stein,openstack/cloudkitty-tempest-plugin,1
stein,openstack/watcher-tempest-plugin,1
stein,openstack/puppet-magnum,-1
stein,openstack/openstack-chef,7
stein,openstack/openstack-ansible-galera_client,4
stein,openstack/oslo.middleware,-1
stein,openstack/openstack-ansible,42
stein,openstack/openstack-manuals,4
stein,openstack/monasca-ui,1
stein,openstack/monasca-common,7
stein,openstack/patrole,3
stein,openstack/sahara-plugin-cdh,1
stein,openstack/cookbook-openstack-orchestration,2
stein,openstack/openstack-ansible-os_sahara,18
stein,openstack/heat-dashboard,1
stein,openstack/kayobe-config,-1
stein,openstack/blazar-dashboard,-1
stein,openstack/freezer-tempest-plugin,1
stein,openstack/nova,15
stein,openstack/virtualbmc,1
stein,openstack/openstack-ansible-pip_install,5
stein,openstack/xstatic-angular-lrdragndrop,1
stein,openstack/openstack-helm-infra,1
stein,openstack/mistral,5
stein,openstack/python-zunclient,1
stein,openstack/instack-undercloud,1
stein,openstack/neutron-dynamic-routing,2
stein,openstack/puppet-nova,9
stein,openstack/metalsmith,-1
stein,openstack/nova-specs,-1
stein,openstack/openstacksdk,9
stein,openstack/sahara-plugin-vanilla,6
stein,openstack/searchlight-ui,1
stein,openstack/charm-swift-proxy,1
stein,openstack/election,4
stein,openstack/openstack-ansible-os_ironic,19
stein,openstack/python-designateclient,1
stein,openstack/puppet-vitrage,1
stein,openstack/keystoneauth,1
stein,openstack/charm-keystone-ldap,1
stein,openstack/devstack-gate,1
stein,openstack/puppet-gnocchi,1
stein,openstack/puppet-pacemaker,1
stein,openstack/python-troveclient,-1
stein,openstack/puppet-ceilometer,1
stein,openstack/ansible-role-systemd_networkd,-1
stein,openstack/sahara-dashboard,-1
stein,openstack/pymod2pkg,1
stein,openstack/cookbook-openstack-ops-messaging,2
stein,openstack/loci,1
stein,openstack/openstack-ansible-plugins,4
stein,openstack/charm-neutron-dynamic-routing,1
stein,openstack/openstack-ansible-os_masakari,4
stein,openstack/senlin-tempest-plugin,1
stein,openstack/mistral-lib,2
stein,openstack/placement,6
stein,openstack/cloudkitty-specs,1
stein,openstack/python-mistralclient,1
stein,openstack/requirements,32
stein,openstack/os-brick,2
stein,openstack/monasca-api,3
stein,openstack/keystone,6
stein,openstack/monasca-persister,1
stein,openstack/python-neutronclient,-1
stein,openstack/fuel-devops,-1
stein,openstack/cookbook-openstack-dashboard,1
stein,openstack/tacker-horizon,-1
stein,openstack/puppet-aodh,2
stein,openstack/openstack-ansible-nspawn_container_create,2
stein,openstack/rally-openstack,2
stein,openstack/openstack-ansible-os_manila,1
stein,openstack/oslo.service,2
stein,openstack/puppet-openstack-cookiecutter,1
stein,openstack/python-swiftclient,-1
stein,openstack/zaqar-ui,1
stein,openstack/grenade,4
stein,openstack/barbican,6
stein,openstack/mistral-dashboard,-1
stein,openstack/puppet-congress,-1
stein,openstack/puppet-swift,2
stein,openstack/python-octaviaclient,1
stein,openstack/ironic-python-agent,2
stein,openstack/openstack-ansible-os_horizon,3
stein,openstack/charm-deployment-guide,1
stein,openstack/microversion-parse,1
stein,openstack/neutron-fwaas,4
stein,openstack/taskflow,1
stein,openstack/os-win,1
stein,openstack/puppet-cloudkitty,-1
stein,openstack/python-magnumclient,1
stein,openstack/ironic-inspector,5
stein,openstack/neutron-lbaas,1
stein,openstack/keystone-tempest-plugin,1
stein,openstack/cookbook-openstack-image,5
stein,openstack/blazar-tempest-plugin,1
stein,openstack/puppet-ironic,3
stein,openstack/ironic-ui,1
stein,openstack/kuryr-tempest-plugin,1
stein,openstack/openstack-helm,3
stein,openstack/python-masakariclient,2
stein,openstack/puppet-openstack_extras,-1
stein,openstack/ui-cookiecutter,1
stein,openstack/tosca-parser,1
stein,openstack/openstack-zuul-jobs,30
stein,openstack/devstack-plugin-ceph,1
stein,openstack/tripleo-quickstart,7
stein,openstack/ldappool,2
stein,openstack/openstack-ansible-lxc_hosts,5
stein,openstack/oslo.cache,-1
stein,openstack/masakari-monitors,-1
stein,openstack/puppet-manila,2
stein,openstack/murano-deployment,1
stein,openstack/charm-ceph-osd,2
stein,openstack/manila-test-image,1
stein,openstack/karbor-dashboard,-1
stein,openstack/solum,-1
stein,openstack/oslotest,-1
stein,openstack/zun,5
stein,openstack/charm-guide,1
stein,openstack/python-manilaclient,2
stein,openstack/puppet-ceph,2
stein,openstack/project-config,31
stein,openstack/ansible-role-systemd_service,3
stein,openstack/diskimage-builder,3
stein,openstack/puppet-vswitch,1
stein,openstack/python-keystoneclient,-1
stein,openstack/openstack-ansible-os_searchlight,1
stein,openstack/cookbook-openstackclient,3
stein,openstack/ceilometermiddleware,-1
stein,openstack/tripleo-ui,-1
stein,openstack/ironic-lib,2
stein,openstack/oslo.rootwrap,-1
stein,openstack/puppet-octavia,4
stein,openstack/python-tripleoclient,10
stein,openstack/kuryr-kubernetes,5
stein,openstack/ansible-role-qdrouterd,-1
stein,openstack/networking-l2gw,-1
stein,openstack/watcher,4
stein,openstack/cookbook-openstack-identity,11
stein,openstack/congress-tempest-plugin,2
stein,openstack/networking-baremetal,1
stein,openstack/openstack-ansible-os_tacker,3
stein,openstack/openstack-ansible-rabbitmq_server,3
stein,openstack/openstack-ansible-galera_server,3
stein,openstack/charm-interface-ceph-rbd-mirror,1
stein,openstack/ironic,15
stein,openstack/ceilometer,2
stein,openstack/charm-heat,-1
stein,openstack/tripleo-heat-templates,28
stein,openstack/charm-ceph-proxy,-1
stein,openstack/cookbook-openstack-network,4
stein,openstack/mistral-tempest-plugin,1
stein,openstack/qinling,-1
stein,openstack/cookbook-openstack-telemetry,1
stein,openstack/murano-dashboard,-1
stein,openstack/openstack-ansible-os_ceilometer,20
stein,openstack/monasca-notification,1
stein,openstack/cookbook-openstack-dns,3
stein,openstack/monasca-events-api,2
stein,openstack/networking-midonet,2
stein,openstack/openstack-ansible-os_trove,17
stein,openstack/tacker,1
stein,openstack/python-cloudkittyclient,1
stein,openstack/sahara-plugin-storm,6
stein,openstack/openstack-ansible-os_gnocchi,5
stein,openstack/kuryr-libnetwork,3
stein,openstack/python-zaqarclient,1
stein,openstack/fuxi-kubernetes,1
stein,openstack/oslo.privsep,-1
stein,openstack/tripleo-docs,8
stein,openstack/charm-octavia,1
stein,openstack/openstack-ansible-os_placement,1
stein,openstack/networking-ovn,3
stein,openstack/manila-ui,2
stein,openstack/charm-manila,2
stein,openstack/ec2-api,-1
stein,openstack/devstack,24
stein,openstack/openstack-ansible-os_magnum,17
stein,openstack/puppet-qdr,1
stein,openstack/eslint-config-openstack,1
stein,openstack/openstack-ansible-os_keystone,27
stein,openstack/charm-swift-storage,1
stein,openstack/networking-bgpvpn,7
stein,openstack/sahara-plugin-mapr,1
stein,openstack/monasca-transform,1
stein,openstack/oslo.policy,1
stein,openstack/glance_store,2
stein,openstack/charm-barbican-vault,-1
stein,openstack/openstack-ansible-os_watcher,1
stein,openstack/osc-lib,1
stein,openstack/freezer,1
stein,openstack-infra/puppet-odsreg,1
stein,openstack/storlets,-1
stein,openstack/congress,1
stein,openstack/openstack-ansible-repo_server,1
stein,openstack/python-solumclient,1
stein,openstack/puppet-openstacklib,11
stein,openstack/tripleo-quickstart-extras,12
stein,openstack/puppet-tripleo,12
stein,openstack/networking-bagpipe,7
stein,openstack/openstack-ansible-os_aodh,19
stein,openstack/charm-barbican,2
stein,openstack/openstack-ansible-openstack_hosts,2
stein,openstack/charm-neutron-api,2
stein,openstack/oslo.db,-1
stein,openstack/rally,2
stein,openstack/openstackdocstheme,3
stein,openstack/python-senlinclient,2
stein,openstack/puppet-placement,2
stein,openstack/zun-ui,1
stein,openstack/openstack-ansible-os_monasca-ui,3
stein,openstack/octavia,8
stein,openstack/ansible-hardening,1
stein,openstack/puppet-openstack_spec_helper,3
stein,openstack/ansible-role-container-registry,1
stein,openstack/panko,1
stein,openstack/oslo.utils,3
stein,openstack/openstack-ansible-repo_build,5
stein,openstack/astara-neutron,1
stein,openstack/openstack-ansible-ceph_client,1
stein,openstack/cloudkitty,2
stein,openstack/tripleo-common,16
stein,openstack/releases,20
stein,openstack/puppet-neutron,5
stein,openstack/puppet-barbican,1
stein,openstack/astara-horizon,1
stein,openstack/charm-neutron-gateway,2
stein,openstack/openstack-ansible-nspawn_hosts,1
stein,openstack/oslo.log,-1
stein,openstack/masakari,2
stein,openstack/ansible-role-systemd_mount,-1
stein,openstack/kayobe,4
stein,openstack/openstack-ansible-os_heat,17
stein,openstack/python-searchlightclient,-1
stein,openstack/charm-vault,-1
stein,openstack/networking-powervm,-1
stein,openstack/puppet-designate,-1
stein,openstack/octavia-dashboard,2
stein,openstack/python-vitrageclient,2
stein,openstack/charm-octavia-dashboard,-1
stein,openstack/designate-tempest-plugin,1
stein,openstack/openstack-ansible-apt_package_pinning,1
stein,openstack/heat-translator,1
stein,openstack/openstack-ansible-openstack_openrc,1
stein,openstack/os-collect-config,-1
stein,openstack/charm-ceph-mon,3
stein,openstack/neutron-vpnaas,-1
stein,openstack/charm-layer-openstack-principle,1
stein,openstack/puppet-keystone,5
stein,openstack/paunch,3
stein,openstack/puppet-tacker,-1
stein,openstack/freezer-web-ui,1
stein,openstack/charm-ceph-radosgw,1
stein,openstack/masakari-dashboard,1
train,openstack/puppet-tempest,1
train,openstack/octavia-tempest-plugin,1
train,openstack/ansible-role-collect-logs,2
train,openstack/openstack-helm-images,3
train,openstack/blazar,1
train,openstack/stevedore,-1
train,openstack/charm-nova-cell-controller,-1
train,openstack/charm-interface-placement,1
train,openstack/senlin,1
train,openstack/coverage2sql,1
train,openstack/charm-designate-bind,24
train,openstack/tap-as-a-service,-1
train,openstack/puppet-mistral,1
train,openstack/oslo.context,-1
train,openstack/neutron-lbaas-dashboard,1
train,openstack/designate,1
train,openstack/neutron,19
train,openstack/puppet-senlin,1
train,openstack/sushy,-1
train,openstack/charm-glance,24
train,openstack/openstack-ansible-os_mistral,2
train,openstack/openstack-ansible-os_barbican,2
train,openstack/os-apply-config,-1
train,openstack/tempest,13
train,openstack/python-openstackclient,6
train,openstack/magnum,1
train,openstack/ossa,1
train,openstack/monasca-tempest-plugin,1
train,openstack/service-types-authority,3
train,openstack/python-heatclient,-1
train,openstack/charm-ceph-rbd-mirror,1
train,openstack/openstack-ansible-os_rally,1
train,openstack/governance-sigs,3
train,openstack/project-team-guide,2
train,openstack/charm-designate,24
train,openstack/openstack-ansible-tests,14
train,openstack/os-traits,3
train,openstack/charm-aodh,24
train,openstack/os-ken,-1
train,openstack/cookbook-openstack-integration-test,5
train,openstack/networking-generic-switch,-1
train,openstack/heat,3
train,openstack/sahara-plugin-ambari,5
train,openstack/ansible-config_template,1
train,openstack/octavia-lib,2
train,openstack/charm-percona-cluster,24
train,openstack/monasca-thresh,-1
train,openstack/tripleo-validations,6
train,openstack/monasca-agent,1
train,openstack/python-ironic-inspector-client,-1
train,openstack/puppet-oslo,31
train,openstack/tenks,-1
train,openstack/glance,6
train,openstack/ansible-role-k8s-cinder,1
train,openstack/charm-ceph-fs,24
train,openstack/neutron-specs,4
train,openstack/puppet-crane,2
train,openstack/ha-guide,1
train,openstack/oslo.messaging,-1
train,openstack/sahara-image-elements,-1
train,openstack/oslo.upgradecheck,1
train,openstack/cinder,7
train,openstack/oslo.config,1
train,openstack/puppet-openstack-integration,9
train,openstack/python-ironicclient,1
train,openstack/manila-tempest-plugin,1
train,openstack/ansible-role-k8s-glance,3
train,openstack/python-cinderclient,-1
train,openstack/ovsdbapp,-1
train,openstack/kayobe-config-dev,1
train,openstack/openstack-ansible-os_tempest,13
train,openstack/shade,-1
train,openstack/puppet-glare,1
train,openstack/zaqar,-1
train,openstack/openstack-helm-addons,1
train,openstack/governance,3
train,openstack/futurist,-1
train,openstack/charm-cinder-ceph,24
train,openstack/rpm-packaging,2
train,openstack/castellan,1
train,openstack/training-labs,-1
train,openstack/openstack-ansible-os_cinder,5
train,openstack/charm-neutron-openvswitch,28
train,openstack/aodh,1
train,openstack/puppet-ovn,3
train,openstack/python-dracclient,1
train,openstack/cyborg-tempest-plugin,1
train,openstack/openstack-ansible-os_glance,3
train,openstack/puppet-heat,2
train,openstack/openstack-ansible-os_nova,6
train,openstack/charm-gnocchi,1
train,openstack/tripleo-upgrade,6
train,openstack/kolla-ansible,3
train,openstack/osprofiler,-1
train,openstack/ansible-role-thales-hsm,-1
train,openstack/openstack-ansible-lxc_container_create,1
train,openstack/charm-pacemaker-remote,25
train,openstack/tempest-tripleo-ui,1
train,openstack/cookbook-openstack-common,12
train,openstack/cliff,-1
train,openstack/heat-tempest-plugin,1
train,openstack/cookbook-openstack-ops-database,2
train,openstack/openstack-ansible-os_monasca-agent,-1
train,openstack/charm-ceilometer,24
train,openstack/charm-rabbitmq-server,-1
train,openstack/charms.ceph,2
train,openstack/puppet-murano,1
train,openstack/ansible-role-atos-hsm,-1
train,openstack/openstack-ansible-os_molteniron,-1
train,openstack/charm-keystone,-1
train,openstack/openstack-ansible-memcached_server,-1
train,openstack/trove,1
train,openstack/horizon,4
train,openstack/oslo.reports,1
train,openstack/python-barbicanclient,-1
train,openstack/cinderlib,1
train,openstack/auto-scaling-sig,1
train,openstack/charm-nova-cloud-controller,27
train,openstack/charm-nova-compute,3
train,openstack/trove-tempest-plugin,1
train,openstack/oslo.i18n,1
train,openstack/puppet-glance,2
train,openstack/tooz,-1
train,openstack/charm-layer-openstack-api,2
train,openstack/python-novaclient,2
train,openstack/adjutant,2
train,openstack/charms.openstack,5
train,openstack/os-acc,1
train,openstack/os-vif,-1
train,openstack/oslo.concurrency,-1
train,openstack/networking-onos,-1
train,openstack/openstack-ansible-os_swift,1
train,openstack/openstack-ansible-haproxy_server,-1
train,openstack/openstack-ansible-os_designate,2
train,openstack/puppet-sahara,1
train,openstack/python-monascaclient,1
train,openstack/freezer-api,1
train,openstack/python-saharaclient,-1
train,openstack/neutron-lib,5
train,openstack/neutron-tempest-plugin,8
train,openstack/os-net-config,1
train,openstack/openstack-ansible-os_neutron,4
train,openstack/murano,1
train,openstack/tripleo-repos,2
train,openstack/nova-powervm,-1
train,openstack/openstack-ansible-ops,-1
train,openstack/os-client-config,1
train,openstack/openstack-ansible-os_zaqar,-1
train,openstack/tripleo-image-elements,4
train,openstack/networking-odl,-1
train,openstack/api-site,2
train,openstack/puppet-cinder,1
train,openstack/automaton,-1
train,openstack/vitrage-dashboard,1
train,openstack/sahara,2
train,openstack/vitrage-tempest-plugin,1
train,openstack/monasca-grafana-datasource,1
train,openstack/magnum-ui,1
train,openstack/puppet-zaqar,-1
train,openstack/neutron-fwaas-dashboard,-1
train,openstack/compute-hyperv,1
train,openstack/puppet-trove,1
train,openstack/kolla,7
train,openstack/puppet-watcher,1
train,openstack/zun-tempest-plugin,1
train,openstack/cookbook-openstack-bare-metal,6
train,openstack/networking-hyperv,-1
train,openstack/tripleo-ci,9
train,openstack/charm-layer-openstack,2
train,openstack/ironic-tempest-plugin,2
train,openstack/ansible-role-python_venv_build,2
train,openstack/manila,5
train,openstack/charm-interface-neutron-plugin,2
train,openstack/sahara-plugin-spark,5
train,openstack/cookbook-openstack-compute,6
train,openstack/openstack-ansible-os_congress,-1
train,openstack/puppet-rally,1
train,openstack/tripleo-ipsec,1
train,openstack/cinder-tempest-plugin,1
train,openstack/python-glanceclient,-1
train,openstack/vitrage,2
train,openstack/arch-design,1
train,openstack/charm-openstack-dashboard,-1
train,openstack/cinder-specs,-1
train,openstack/designate-dashboard,1
train,openstack/swift,3
train,openstack/bifrost,3
train,openstack/openstack-ansible-os_panko,1
train,openstack/puppet-horizon,2
train,openstack/openstack-ansible-os_blazar,-1
train,openstack/openstack-ansible-os_octavia,2
train,openstack/keystonemiddleware,-1
train,openstack/openstack-ansible-os_monasca,-1
train,openstack/tripleo-puppet-elements,4
train,openstack/ansible-role-tripleo-modify-image,1
train,openstack/ceilometer-powervm,1
train,openstack/monasca-kibana-plugin,-1
train,openstack/glance-specs,1
train,openstack/cookbook-openstack-block-storage,3
train,openstack/watcher-tempest-plugin,1
train,openstack/puppet-magnum,1
train,openstack/openstack-chef,12
train,openstack/trove-dashboard,-1
train,openstack/openstack-ansible-galera_client,3
train,openstack/openstack-ansible,31
train,openstack/ansible-role-k8s-rabbitmq,1
train,openstack/openstack-manuals,8
train,openstack/monasca-ui,1
train,openstack/monasca-common,4
train,openstack/sahara-plugin-cdh,5
train,openstack/cookbook-openstack-orchestration,3
train,openstack/openstack-ansible-os_sahara,1
train,openstack/kayobe-config,1
train,openstack/heat-dashboard,-1
train,openstack/blazar-dashboard,-1
train,openstack/nova,16
train,openstack/python-qinlingclient,-1
train,openstack/openstack-ansible-pip_install,-1
train,openstack/openstack-helm-infra,3
train,openstack/mistral,6
train,openstack/python-zunclient,-1
train,openstack/docs-specs,2
train,openstack/training-guides,2
train,openstack/puppet-nova,6
train,openstack/metalsmith,-1
train,openstack/neutron-dynamic-routing,-1
train,openstack/puppet-freezer,1
train,openstack/nova-specs,1
train,openstack/oslo.vmware,1
train,openstack/openstacksdk,8
train,openstack/sahara-plugin-vanilla,5
train,openstack/charm-swift-proxy,-1
train,openstack/ironic-prometheus-exporter,-1
