release,project,dependent_projects
xena,openstack/openstack-ansible-os_panko,1
xena,openstack/puppet-horizon,-1
xena,openstack/openstack-ansible-os_octavia,1
xena,openstack/keystonemiddleware,-1
xena,openstack/tripleo-puppet-elements,1
xena,openstack/cookbook-openstack-block-storage,-1
xena,openstack/puppet-magnum,1
xena,openstack/openstack-chef,1
xena,openstack/trove-dashboard,-1
xena,openstack/openstack-ansible,15
xena,openstack/monasca-ui,-1
xena,openstack/monasca-common,-1
xena,openstack/cookbook-openstack-orchestration,-1
xena,openstack/heat-dashboard,7
xena,openstack/kayobe-config,2
xena,openstack/python-blazarclient,-1
xena,openstack/nova,13
xena,openstack/openstack-helm-infra,1
xena,openstack/project-navigator-data,1
xena,openstack/mistral,-1
xena,openstack/puppet-nova,3
xena,openstack/neutron-dynamic-routing,2
xena,openstack/metalsmith,1
xena,openstack/puppet-freezer,-1
xena,openstack/nova-specs,3
xena,openstack/oslo.vmware,-1
xena,openstack/openstacksdk,3
xena,openstack/glance-tempest-plugin,1
xena,openstack/ironic-prometheus-exporter,-1
xena,openstack/election,1
xena,openstack/openstack-ansible-os_ironic,-1
xena,openstack/python-designateclient,-1
xena,openstack/puppet-vitrage,1
xena,openstack/charm-manila-ganesha,1
xena,openstack/openstack-virtual-baremetal,1
xena,openstack/charm-keystone-ldap,-1
xena,openstack/devstack-gate,1
xena,openstack/puppet-gnocchi,1
xena,openstack/puppet-pacemaker,1
xena,openstack/puppet-ceilometer,-1
xena,openstack/sahara-dashboard,-1
xena,openstack/pymod2pkg,1
xena,openstack/loci,1
xena,openstack/openstack-ansible-plugins,1
xena,openstack/charm-neutron-dynamic-routing,-1
xena,openstack/openstack-ansible-os_masakari,-1
xena,openstack/placement,3
xena,openstack/uc-recognition,1
xena,openstack/requirements,14
xena,openstack/os-brick,-1
xena,openstack/monasca-api,-1
xena,openstack/keystone,1
xena,openstack/monasca-persister,-1
xena,openstack/charm-masakari-monitors,-1
xena,openstack/ansible-role-uwsgi,1
xena,openstack/cyborg,1
xena,openstack/mistral-extra,-1
xena,openstack/osc-placement,-1
xena,openstack/python-neutronclient,-1
xena,openstack/charm-placement,-1
xena,openstack/cookbook-openstack-dashboard,-1
xena,openstack/tacker-horizon,-1
xena,openstack/puppet-aodh,1
xena,openstack/openstack-ansible-nspawn_container_create,1
xena,openstack/charm-neutron-api-plugin-ironic,-1
xena,openstack/openstack-ansible-os_manila,1
xena,openstack/charm-hacluster,1
xena,openstack/oslo.service,-1
xena,openstack/zaqar-ui,7
xena,openstack/grenade,2
xena,openstack/barbican,2
xena,openstack/mistral-dashboard,-1
xena,openstack/telemetry-tempest-plugin,2
xena,openstack/puppet-swift,1
xena,openstack/python-octaviaclient,-1
xena,openstack/ironic-python-agent,2
xena,openstack/openstack-ansible-os_horizon,-1
xena,openstack/charm-deployment-guide,3
xena,openstack/os-win,-1
xena,openstack/puppet-cloudkitty,1
xena,openstack/ironic-inspector,1
xena,openstack/neutron-lbaas,1
xena,openstack/cookbook-openstack-image,-1
xena,openstack/tripleo-ci-health-queries,1
xena,openstack/puppet-ironic,1
xena,openstack/ironic-ui,5
xena,openstack/openstack-helm,1
xena,openstack/kuryr-tempest-plugin,-1
xena,openstack/charm-ceilometer-agent,-1
xena,openstack/puppet-openstack_extras,1
xena,openstack/openstack-zuul-jobs,3
xena,openstack/devstack-plugin-ceph,1
xena,openstack/tripleo-quickstart,11
xena,openstack/openstack-ansible-lxc_hosts,-1
xena,openstack/oslo.cache,2
xena,openstack/masakari-monitors,2
xena,openstack/puppet-manila,3
xena,openstack/charm-ceph-osd,-1
xena,openstack/charm-ironic-conductor,-1
xena,openstack/sushy-oem-idrac,2
xena,openstack/watcher-dashboard,-1
xena,openstack/charm-glance-simplestreams-sync,-1
xena,openstack/charm-guide,6
xena,openstack/python-aodhclient,1
xena,openstack/python-manilaclient,2
xena,openstack/project-config,25
xena,openstack/diskimage-builder,4
xena,openstack/puppet-vswitch,-1
xena,openstack/python-keystoneclient,-1
xena,openstack/governance-uc,1
xena,openstack/cookbook-openstackclient,-1
xena,openstack/ceilometermiddleware,-1
xena,openstack/ironic-lib,-1
xena,openstack/puppet-octavia,1
xena,openstack/charm-barbican-softhsm,2
xena,openstack/tripleo-operator-ansible,5
xena,openstack/python-tripleoclient,11
xena,openstack/kuryr-kubernetes,-1
xena,openstack/ansible-role-qdrouterd,2
xena,openstack/watcher,-1
xena,openstack/cookbook-openstack-identity,-1
xena,openstack/tripleo-ansible,9
xena,openstack/openstack-ansible-rabbitmq_server,1
xena,openstack/openstack-ansible-galera_server,1
xena,openstack/ironic,5
xena,openstack/ceilometer,2
xena,openstack/tripleo-heat-templates,19
xena,openstack/cookbook-openstack-network,-1
xena,openstack/charm-neutron-api-plugin-arista,-1
xena,openstack/ansible-role-pki,2
xena,openstack/murano-dashboard,5
xena,openstack/cookbook-openstack-telemetry,-1
xena,openstack/openstack-ansible-os_ceilometer,1
xena,openstack/monasca-notification,-1
xena,openstack/cookbook-openstack-dns,-1
xena,openstack/charm-masakari,-1
xena,openstack/tacker,-1
xena,openstack/charm-keystone-kerberos,-1
xena,openstack/openstack-ansible-os_gnocchi,1
xena,openstack/kuryr,-1
xena,openstack/charm-manila-generic,-1
xena,openstack/puppet-ec2api,1
xena,openstack/oslo.privsep,1
xena,openstack/tripleo-docs,4
xena,openstack/charm-octavia,-1
xena,openstack/openstack-ansible-os_placement,-1
xena,openstack/manila-ui,-1
xena,openstack/charm-manila,1
xena,openstack/ec2-api,-1
xena,openstack/puppet-panko,-1
xena,openstack/devstack,13
xena,openstack/openstack-ansible-os_magnum,-1
xena,openstack/puppet-qdr,-1
xena,openstack/openstack-ansible-os_keystone,1
xena,openstack/networking-bgpvpn,-1
xena,openstack/oslo.policy,1
xena,openstack/glance_store,-1
xena,openstack/puppet-monasca,-1
xena,openstack/scientific-wg,1
xena,openstack/storlets,-1
xena,openstack/openstack-ansible-repo_server,-1
xena,openstack/puppet-openstacklib,26
xena,openstack/tripleo-quickstart-extras,10
xena,openstack/puppet-tripleo,6
xena,openstack/networking-bagpipe,-1
xena,openstack/openstack-ansible-os_aodh,-1
xena,openstack/charm-barbican,1
xena,openstack/ansible-role-redhat-subscription,-1
xena,openstack/openstack-ansible-openstack_hosts,1
xena,openstack/charm-neutron-api,1
xena,openstack/oslo.db,-1
xena,openstack/openstack-ansible-os_murano,-1
xena,openstack/python-senlinclient,-1
xena,openstack/puppet-placement,1
xena,openstack/zun-ui,5
xena,openstack/puppet-openstack-specs,1
xena,openstack/ansible-hardening,1
xena,openstack/octavia,1
xena,openstack/puppet-openstack_spec_helper,-1
xena,openstack/oslo.utils,-1
xena,openstack/openstack-ansible-ceph_client,1
xena,openstack/cloudkitty,-1
xena,openstack/tripleo-common,8
xena,openstack/releases,4
xena,openstack/puppet-neutron,3
xena,openstack/puppet-barbican,1
xena,openstack/charm-neutron-gateway,-1
xena,openstack/openstack-ansible-nspawn_hosts,1
xena,openstack/masakari,2
xena,openstack/kayobe,4
xena,openstack/python-cyborgclient,1
xena,openstack/openstack-ansible-os_heat,-1
xena,openstack/puppet-designate,1
xena,openstack/charm-vault,-1
xena,openstack/charm-tempest,2
xena,openstack/octavia-dashboard,-1
xena,openstack/designate-tempest-plugin,2
xena,openstack/ironic-python-agent-builder,1
xena,openstack/heat-translator,-1
xena,openstack/neutron-vpnaas,1
xena,openstack/puppet-keystone,2
xena,openstack/puppet-tacker,1
xena,openstack/charm-ceph-radosgw,1
xena,openstack/openstack-tempest-skiplist,2
xena,openstack/openstack-specs,1
xena,openstack/masakari-dashboard,1
yoga,openstack/puppet-tempest,-1
yoga,openstack/octavia-tempest-plugin,1
yoga,openstack/ansible-role-collect-logs,4
yoga,openstack/openstack-helm-images,1
yoga,openstack/blazar,-1
yoga,openstack/charm-nova-cell-controller,-1
yoga,openstack/stevedore,-1
yoga,openstack/ansible-collection-kolla,3
yoga,openstack/charm-designate-bind,-1
yoga,openstack/tap-as-a-service,1
yoga,openstack/puppet-mistral,-1
yoga,openstack/designate,1
yoga,openstack/oslo.metrics,-1
yoga,openstack/openstack-ansible-os_cloudkitty,1
yoga,openstack/neutron,10
yoga,openstack/validations-libs,2
yoga,openstack/sushy,1
yoga,openstack/charm-glance,6
yoga,openstack/openstack-ansible-os_mistral,1
yoga,openstack/openstack-ansible-os_senlin,1
yoga,openstack/charm-cinder,8
yoga,openstack/ovn-octavia-provider,1
yoga,openstack/openstack-ansible-os_barbican,1
yoga,openstack/barbican-tempest-plugin,1
yoga,openstack/python-openstackclient,4
yoga,openstack/tempest,7
yoga,openstack/ossa,1
yoga,openstack/magnum,-1
yoga,openstack/cloudkitty-dashboard,-1
yoga,openstack/python-heatclient,-1
yoga,openstack/charm-ceph-dashboard,-1
yoga,openstack/openstack-ansible-os_rally,1
yoga,openstack/governance-sigs,1
yoga,openstack/charm-interface-keystone,6
yoga,openstack/openstack-ansible-tests,4
yoga,openstack/os-traits,2
yoga,openstack/os-ken,-1
yoga,openstack/cookbook-openstack-integration-test,7
yoga,openstack/networking-generic-switch,-1
yoga,openstack/heat,-1
yoga,openstack/ansible-config_template,1
yoga,openstack/octavia-lib,-1
yoga,openstack/tripleo-validations,3
yoga,openstack/puppet-oslo,6
yoga,openstack/tenks,1
yoga,openstack/glance,3
yoga,openstack/neutron-specs,-1
yoga,openstack/stackviz,1
yoga,openstack/devstack-plugin-container,1
yoga,openstack/oslo.messaging,-1
yoga,openstack/sahara-image-elements,-1
yoga,openstack/debtcollector,1
yoga,openstack/cinder,3
yoga,openstack/puppet-openstack-integration,3
yoga,openstack/oslo.config,-1
yoga,openstack/python-ironicclient,-1
yoga,openstack/manila-tempest-plugin,1
yoga,openstack/charm-octavia-diskimage-retrofit,-1
yoga,openstack/ovsdbapp,1
yoga,openstack/openstack-ansible-os_tempest,3
yoga,openstack/kayobe-config-dev,1
yoga,openstack/zaqar,-1
yoga,openstack/governance,5
yoga,openstack/futurist,1
yoga,openstack/training-labs,3
yoga,openstack/rpm-packaging,1
yoga,openstack/castellan,-1
yoga,openstack/openstack-ansible-os_cinder,3
yoga,openstack/charm-neutron-openvswitch,-1
yoga,openstack/aodh,2
yoga,openstack/puppet-ovn,-1
yoga,openstack/python-dracclient,-1
yoga,openstack/openstack-ansible-os_glance,2
yoga,openstack/openstack-ansible-os_nova,4
yoga,openstack/puppet-heat,2
yoga,openstack/tripleo-upgrade,1
yoga,openstack/kolla-ansible,4
yoga,openstack/osprofiler,1
yoga,openstack/openstack-ansible-lxc_container_create,1
yoga,openstack/charm-mysql-router,-1
yoga,openstack/cookbook-openstack-common,5
yoga,openstack/cookbook-openstack-ops-database,6
yoga,openstack/charm-ceilometer,-1
yoga,openstack/charms.ceph,2
yoga,openstack/puppet-murano,-1
yoga,openstack/charm-ironic-api,-1
yoga,openstack/charm-keystone,6
yoga,openstack/heat-agents,-1
yoga,openstack/trove,-1
yoga,openstack/horizon,2
yoga,openstack/oslo.reports,1
yoga,openstack/python-barbicanclient,-1
yoga,openstack/cinderlib,-1
yoga,openstack/charm-nova-cloud-controller,6
yoga,openstack/pbr,4
yoga,openstack/charm-nova-compute,1
yoga,openstack/oslo.i18n,1
yoga,openstack/tooz,3
yoga,openstack/puppet-glance,-1
yoga,openstack/python-novaclient,2
yoga,openstack/blazar-nova,-1
yoga,openstack/adjutant,-1
yoga,openstack/charms.openstack,1
yoga,openstack/os-vif,-1
yoga,openstack/oslo.concurrency,1
yoga,openstack/openstack-ansible-haproxy_server,1
yoga,openstack/ansible-collections-openstack,1
yoga,openstack/openstack-ansible-os_designate,1
yoga,openstack/openstack-ansible-os_swift,1
yoga,openstack/puppet-sahara,-1
yoga,openstack/python-monascaclient,-1
yoga,openstack/neutron-lib,6
yoga,openstack/neutron-tempest-plugin,6
yoga,openstack/os-net-config,-1
yoga,openstack/tripleo-repos,1
yoga,openstack/openstack-ansible-os_neutron,4
yoga,openstack/murano,-1
yoga,openstack/tripleo-image-elements,-1
yoga,openstack/charm-cinder-purestorage,1
yoga,openstack/puppet-cinder,1
yoga,openstack/sahara,-1
yoga,openstack/vitrage-tempest-plugin,1
yoga,openstack/puppet-zaqar,-1
yoga,openstack/magnum-ui,3
yoga,openstack/compute-hyperv,1
yoga,openstack/puppet-trove,-1
yoga,openstack/kolla,2
yoga,openstack/puppet-watcher,-1
yoga,openstack/cookbook-openstack-bare-metal,2
yoga,openstack/networking-hyperv,1
yoga,openstack/tripleo-ci,20
yoga,openstack/charm-layer-openstack,5
yoga,openstack/ironic-tempest-plugin,1
yoga,openstack/ansible-role-python_venv_build,1
yoga,openstack/charm-cinder-backup-swift-proxy,1
yoga,openstack/manila,3
yoga,openstack/cookbook-openstack-compute,3
yoga,openstack/puppet-rally,-1
yoga,openstack/validations-common,3
yoga,openstack/cinder-tempest-plugin,1
yoga,openstack/python-glanceclient,1
yoga,openstack/vitrage,1
yoga,openstack/charm-openstack-dashboard,-1
yoga,openstack/openstack-ansible-os_adjutant,1
yoga,openstack/designate-dashboard,-1
yoga,openstack/swift,-1
yoga,openstack/bifrost,4
yoga,openstack/puppet-horizon,-1
yoga,openstack/openstack-ansible-os_blazar,1
yoga,openstack/charm-cinder-backup,1
yoga,openstack/openstack-ansible-os_octavia,1
yoga,openstack/keystonemiddleware,-1
yoga,openstack/tripleo-puppet-elements,1
yoga,openstack/ansible-role-tripleo-modify-image,1
yoga,openstack/cookbook-openstack-block-storage,1
yoga,openstack/puppet-magnum,-1
yoga,openstack/openstack-chef,4
yoga,openstack/trove-dashboard,-1
yoga,openstack/openstack-ansible,46
yoga,openstack/openstack-manuals,3
yoga,openstack/monasca-ui,3
yoga,openstack/cookbook-openstack-orchestration,2
yoga,openstack/openstack-ansible-os_sahara,1
yoga,openstack/kayobe-config,-1
yoga,openstack/heat-dashboard,-1
yoga,openstack/blazar-dashboard,2
yoga,openstack/python-blazarclient,-1
yoga,openstack/nova,7
yoga,openstack/openstack-helm-infra,1
yoga,openstack/training-guides,1
yoga,openstack/puppet-nova,2
yoga,openstack/metalsmith,2
yoga,openstack/neutron-dynamic-routing,1
yoga,openstack/nova-specs,4
yoga,openstack/oslo.vmware,1
yoga,openstack/openstacksdk,5
yoga,openstack/charm-swift-proxy,-1
yoga,openstack/ironic-prometheus-exporter,-1
yoga,openstack/election,1
yoga,openstack/openstack-ansible-os_ironic,1
yoga,openstack/python-designateclient,-1
yoga,openstack/puppet-vitrage,-1
yoga,openstack/charm-manila-ganesha,1
yoga,openstack/openstack-virtual-baremetal,-1
yoga,openstack/puppet-gnocchi,-1
yoga,openstack/puppet-pacemaker,1
yoga,openstack/puppet-ceilometer,2
yoga,openstack/ansible-role-systemd_networkd,1
yoga,openstack/sahara-dashboard,-1
yoga,openstack/pymod2pkg,1
yoga,openstack/cookbook-openstack-ops-messaging,5
yoga,openstack/loci,2
yoga,openstack/skyline-console,2
yoga,openstack/openstack-ansible-plugins,5
yoga,openstack/openstack-ansible-os_masakari,1
yoga,openstack/placement,2
yoga,openstack/os-service-types,1
yoga,openstack/requirements,8
yoga,openstack/os-brick,2
yoga,openstack/monasca-api,-1
yoga,openstack/keystone,1
yoga,openstack/monasca-persister,-1
yoga,openstack/ansible-role-uwsgi,1
yoga,openstack/cyborg,-1
yoga,openstack/mistral-extra,-1
yoga,openstack/osc-placement,1
yoga,openstack/python-neutronclient,1
yoga,openstack/oslo.limit,-1
yoga,openstack/openstack-doc-tools,1
yoga,openstack/cookbook-openstack-dashboard,1
yoga,openstack/reno,1
yoga,openstack/puppet-aodh,-1
yoga,openstack/openstackclient,1
yoga,openstack/charm-neutron-api-plugin-ironic,-1
yoga,openstack/monasca-statsd,-1
yoga,openstack/openstack-ansible-os_manila,1
yoga,openstack/charm-hacluster,-1
yoga,openstack/oslo.service,1
yoga,openstack/puppet-openstack-cookiecutter,-1
yoga,openstack/networking-sfc,1
yoga,openstack/os-resource-classes,1
yoga,openstack/zaqar-ui,2
yoga,openstack/grenade,2
yoga,openstack/barbican,2
yoga,openstack/mistral-dashboard,-1
yoga,openstack/puppet-swift,-1
yoga,openstack/ironic-python-agent,2
yoga,openstack/openstack-ansible-os_horizon,1
yoga,openstack/charm-deployment-guide,1
yoga,openstack/taskflow,2
yoga,openstack/neutron-fwaas,1
yoga,openstack/whereto,1
yoga,openstack/puppet-cloudkitty,-1
yoga,openstack/os-win,-1
yoga,openstack/ironic-inspector,1
yoga,openstack/keystone-tempest-plugin,1
yoga,openstack/cookbook-openstack-image,5
yoga,openstack/puppet-ironic,-1
yoga,openstack/ironic-ui,3
yoga,openstack/kuryr-tempest-plugin,1
yoga,openstack/openstack-helm,1
yoga,openstack/charm-cinder-netapp,-1
yoga,openstack/charm-ceilometer-agent,-1
yoga,openstack/puppet-openstack_extras,-1
yoga,openstack/openstack-zuul-jobs,28
yoga,openstack/devstack-plugin-ceph,1
yoga,openstack/tripleo-quickstart,5
yoga,openstack/ldappool,1
yoga,openstack/openstack-ansible-lxc_hosts,1
yoga,openstack/oslo.cache,-1
yoga,openstack/puppet-manila,1
yoga,openstack/masakari-monitors,-1
yoga,openstack/charm-ceph-osd,2
yoga,openstack/charm-ironic-conductor,1
yoga,openstack/sushy-oem-idrac,1
yoga,openstack/os-testr,1
yoga,openstack/solum,-1
yoga,openstack/oslotest,1
yoga,openstack/zun,-1
yoga,openstack/charm-glance-simplestreams-sync,-1
yoga,openstack/charm-guide,2
yoga,openstack/python-aodhclient,1
yoga,openstack/python-manilaclient,1
yoga,openstack/puppet-ceph,1
yoga,openstack/project-config,9
yoga,openstack/ansible-role-systemd_service,1
yoga,openstack/diskimage-builder,3
yoga,openstack/puppet-vswitch,-1
yoga,openstack/python-keystoneclient,-1
yoga,openstack/cookbook-openstackclient,3
yoga,openstack/sphinx-feature-classification,1
yoga,openstack/ironic-lib,-1
yoga,openstack/oslo.rootwrap,1
yoga,openstack/puppet-octavia,1
yoga,openstack/tripleo-operator-ansible,4
yoga,openstack/python-tripleoclient,8
yoga,openstack/kuryr-kubernetes,3
yoga,openstack/ansible-role-qdrouterd,1
yoga,openstack/watcher,1
yoga,openstack/cookbook-openstack-identity,9
yoga,openstack/networking-baremetal,-1
yoga,openstack/tripleo-ansible,7
yoga,openstack/openstack-ansible-os_tacker,1
yoga,openstack/openstack-ansible-rabbitmq_server,1
yoga,openstack/openstack-ansible-galera_server,1
yoga,openstack/ironic,8
yoga,openstack/ceilometer,-1
yoga,openstack/tripleo-heat-templates,17
yoga,openstack/cookbook-openstack-network,4
yoga,openstack/skyline-apiserver,1
yoga,openstack/charm-neutron-api-plugin-arista,-1
yoga,openstack/ansible-role-pki,3
yoga,openstack/cookbook-openstack-telemetry,1
yoga,openstack/murano-dashboard,-1
yoga,openstack/openstack-ansible-os_ceilometer,1
yoga,openstack/monasca-notification,-1
yoga,openstack/cookbook-openstack-dns,2
yoga,openstack/charm-masakari,-1
yoga,openstack/openstack-ansible-os_trove,1
