Source,Target
704163,675934
702853,675934
674653,675934
703136,675934
706196,705409
706196,703515
699329,699974
706855,706856
700511,696538
706825,706838
24781,701016
706196,706074
669830,669832
705910,706223
705906,706223
706452,706478
706452,705393
568125,555386
704805,704962
704880,704962
704919,704962
705089,705117
706612,706681
705870,705089
706425,705089
706178,706425
706426,706159
706178,706426
706196,705379
706178,706427
705757,706611
706196,706568
706196,705335
706523,706263
703961,704117
705757,705456
693544,705952
704337,693544
704848,693544
704965,693544
706257,705991
704919,704880
696514,696535
702143,702141
706196,705299
706196,705254
706196,704632
704631,704632
706196,703894
695015,703894
706196,705795
701827,701741
706196,702720
706196,705648
679415,679416
705870,706135
703691,703692
705159,705160
705757,704919
704425,705770
698881,703673
703742,698710
700733,700848
693631,694441
693631,694442
693544,692368
703011,703012
703323,703326
703081,703080
691688,691685
704661,691685
703585,702474
706842,703961
706365,700737
705051,704805
678062,705555
678062,672948
704869,705074
682410,682341
705154,704967
704382,704588
704574,704588
704885,705051
683759,683799
680649,670213
680649,659691
704730,705101
692580,670930
704730,704994
704730,704993
704730,704992
704730,704995
704730,704991
704730,704990
704730,704996
693631,694999
703818,704651
703816,704651
703818,703819
703816,703819
702772,704236
702772,704097
702772,704095
702772,704094
702772,704087
702772,704082
702772,704086
702772,704081
702772,702508
701824,702508
702772,702568
701824,702568
702772,702489
701824,702489
702772,702558
701824,702558
702772,702027
701824,702027
702772,701824
703882,702772
704746,704747
703381,704357
693631,692269
704274,704275
704317,703979
694049,694094
704837,704841
703949,703987
704688,704846
704744,704745
704280,704249
698904,696136
696136,696138
23505,690961
21728,673554
682237,682244
569958,566877
582468,580361
703476,703011
703679,703011
681092,682255
704020,704044
703419,703432
693631,692277
703643,665690
704702,704703
704192,704592
682819,682460
704020,702883
695205,698261
664558,702263
704332,703342
704151,704154
703521,703646
704192,703797
703381,702293
692748,693274
692748,692750
702836,702837
704305,704307
660703,668887
685877,685639
704176,704197
703679,703680
703903,703680
690768,702512
690770,702512
672264,696092
693401,703836
704119,704137
705923,704098
693743,693401
703441,703443
703735,703616
703450,703573
692664,695819
695818,695819
696206,695819
702695,703759
700733,700736
703792,703735
24580,692748
667423,667427
21484,669343
703383,703565
675900,675913
700077,700078
701790,702466
686962,687252
592074,687252
702695,702273
561597,696278
561597,696277
662506,663386
703481,703483
703131,702961
701043,701048
695234,696845
698219,698220
700733,700844
701074,701397
703307,703308
703342,703345
703311,703327
648737,648790
695873,695872
696135,696141
702771,703189
702071,702072
679781,697123
698589,698737
518287,518333
702769,702771
702773,702774
700733,700842
703099,703100
700733,700929
702030,701510
358101,702054
695693,693270
701775,701790
662496,662580
701530,701678
705438,701661
702768,702769
702764,702765
702572,702573
691935,691936
693129,694386
702745,702747
701034,701780
693631,694696
694699,694696
700909,700914
700830,700584
700854,700584
700855,700584
700857,700584
701345,700584
702089,702090
702515,702516
701459,701034
699311,701034
702162,702126
702348,702349
690768,690733
690770,690733
694583,699375
700250,702298
701779,701904
700772,700777
679101,679245
678025,679245
672937,675061
679781,675061
674601,675061
701795,702184
700733,700932
700733,700846
700733,700942
700250,686287
701950,701952
679833,679834
695690,694836
701792,701794
702172,701929
701509,701512
701881,701883
690613,690654
701326,701327
699641,701730
701797,701799
693631,694433
539317,539032
701510,701513
701512,701513
691925,691934
690613,690638
701957,701958
690613,690684
690613,690645
690613,690627
690613,690663
690613,690686
690613,690651
690613,690639
690613,690646
690613,690643
690613,690674
701523,701561
631479,613815
701689,701688
701513,701514
701128,701129
700733,700835
696980,700779
701739,688779
701627,701628
701592,701593
699641,695211
692664,692665
700507,700517
700733,700849
700733,700934
700733,700930
671231,671902
706848,696980
706846,696980
689611,691682
698960,698844
471591,447406
701448,701447
701446,701448
701543,697417
701592,693871
699074,700908
699074,700906
699074,700907
700903,701119
701555,701119
700854,701328
700733,700735
700733,700936
700733,700931
700733,700941
695853,687909
701523,701524
662409,680384
700733,700933
675604,675609
700727,700728
700446,700453
695622,695836
701062,700957
701186,701187
701105,660877
698528,692664
700733,700940
699215,699226
701523,699226
700050,700051
695859,696071
700733,700838
676421,696737
697076,697095
668147,668170
674653,660333
675587,660333
700512,699908
700512,700585
701105,682356
690769,690770
700250,700417
700733,700847
700733,700943
700733,700935
615987,615988
640716,615988
617368,615987
652813,617368
699684,700747
688997,691186
694583,699371
700733,700845
701105,701106
701128,699880
700733,700843
700733,700938
700162,700163
700160,700163
700225,700163
682964,697586
701046,701051
699650,696039
689875,691825
684131,695072
699074,699379
699074,699378
698211,698214
700830,700831
700512,700488
660877,700827
700512,700744
700512,700770
686600,686727
699684,699123
704795,698615
694075,694076
699966,699976
699975,699976
700512,700760
682536,682538
699959,682536
700673,700672
676323,675155
676321,675155
676322,675155
690032,675155
693631,692010
700472,700439
698929,699019
699005,699006
700223,700425
700243,700244
671055,670176
671055,670175
700250,699491
700250,698843
699448,700017
700250,697943
696390,699448
700015,696390
698932,699020
699418,699420
700250,700251
696965,698249
693387,693394
690613,690680
435136,515010
696966,698250
696963,698246
698928,699017
700050,697188
584601,584424
689513,696838
693945,693946
699329,699206
699461,699323
583217,583951
699083,699192
693631,694435
693631,694438
699136,699308
699308,698327
698326,698327
698320,698325
699360,699564
699635,699639
461146,449494
376527,370268
371693,370268
699362,699581
699362,699578
699362,699618
699362,699600
699362,699602
699362,699610
699362,699608
699362,699614
699362,699591
699362,699620
699362,699596
699362,699589
699362,699577
699362,699587
699362,699593
699362,699622
699362,699606
699362,699635
699362,699612
699362,699576
699362,699584
699362,699598
699362,699625
699362,699616
699362,699604
699362,699636
434258,432189
699362,699627
696447,696462
694234,699473
699083,699197
699404,699398
654301,654321
654309,654321
654307,654321
654305,654321
652081,652082
652080,652082
684756,699500
697128,697336
697749,697849
584601,582388
699353,699412
699418,606958
697973,697992
697974,697992
697975,697992
638406,638407
699010,697483
694583,693552
503572,503574
391702,391713
698275,698071
706850,699205
698963,699010
696015,693971
699223,698759
698606,557659
695242,696872
698225,698219
698425,698426
706850,696395
692948,692949
692691,692949
693631,694439
696900,698411
697299,698411
649373,695834
698329,698332
698480,698332
698587,698588
581781,588336
581781,588515
697211,698722
693674,697109
696964,698247
698007,698008
693631,692053
697993,696139
690613,690623
690613,690632
690613,690633
690613,690652
690613,690685
690613,690610
690613,690683
690613,690620
690613,690676
690613,690612
690613,690681
690613,690608
690613,690682
690613,690678
690613,690648
690613,690673
696157,696155
697727,698571
697727,698570
696768,696771
697727,697466
697626,697632
697012,698269
697727,697666
685213,686487
696722,696723
684738,684740
696900,697304
697299,697304
693841,694306
696993,685865
693631,694586
698225,698227
645611,664842
697012,697621
694738,694740
694832,694833
695242,696871
693586,693607
697885,698043
697179,697184
693765,695291
693841,694279
697847,697845
693841,694292
697321,697303
681419,672263
693631,692058
697870,680367
681201,681202
697543,697583
680553,697709
695242,696874
680553,680284
691001,690965
695242,696870
696865,696886
693631,694577
697039,696347
697323,697325
697463,697323
697463,697464
697012,696900
700446,690154
697359,697365
697365,694895
696903,681777
696182,695356
695356,695847
697415,697416
693841,693740
695234,695242
695419,695242
695562,695242
696855,695242
695929,695242
696673,695242
648954,648964
648952,648963
601094,622896
693631,694440
697415,697010
692691,692948
697008,697015
461657,452372
503280,500109
544962,500109
446136,513394
427970,513394
446136,512660
427970,512660
446136,509861
427970,509861
446136,512656
427970,512656
446136,559782
427970,559782
446136,559792
427970,559792
590757,590350
624494,625062
631782,631783
612612,603028
653378,659009
660318,659009
666512,666513
674044,674115
678076,678119
635060,635205
671853,671861
598103,598188
598104,598188
687085,687196
689623,689624
427970,446111
685213,686486
620349,696474
693765,694707
696811,696812
649097,695052
688920,696117
694057,693765
680485,677237
664646,664672
694075,696866
696206,696866
582502,582836
697084,697090
697086,697089
674919,677785
694478,694480
693674,693675
696974,696688
684718,694737
688110,688111
697415,696718
696305,696307
23903,696902
696447,696338
695238,695396
690107,689477
695549,696687
695549,696684
689513,674204
649097,695097
687142,687265
696598,696599
685213,685222
693561,693866
694907,694719
696464,696465
693631,694578
693631,694587
620349,652812
690444,690778
693631,692031
693631,694594
682917,682925
682918,682925
682919,682925
682920,682925
682921,682925
674452,682925
682922,682925
682923,682925
682924,682925
695855,695729
695855,694486
695855,695728
689291,696145
693841,694304
695795,695934
663055,661744
678814,678852
689291,689294
695065,695066
694490,694478
688720,692995
693841,694303
688720,692991
695855,696016
693631,694593
693631,694597
693631,694588
682918,682919
693974,693992
693631,692287
693631,694534
693631,692012
693631,692279
693631,694646
695569,691276
683713,692327
683713,692284
649097,695113
695577,695569
385198,387076
682918,682920
682918,682917
682918,682923
682918,682924
682918,682922
694434,695866
693841,694298
693631,694434
695873,690074
693631,692278
693631,694649
693631,694647
693631,694651
630714,630716
657173,657166
660995,657166
565231,563616
597441,563616
692665,692667
692665,692666
694248,694728
693631,692020
679853,685634
693631,691721
684769,684658
692120,692133
692155,687376
692119,692130
692114,692127
693631,692005
693631,694701
690613,690675
690613,690649
690613,690660
657651,657652
690613,690647
690613,690671
690613,690679
690613,690659
690613,690665
690613,690677
690613,690670
690613,690657
690613,690658
690613,690666
690613,690650
693631,694700
693631,694688
693631,694564
693631,694695
693631,694565
694759,693172
694759,693146
693185,693146
688209,688211
693631,694988
693631,694449
695234,695237
693631,694443
693189,692977
694515,692977
681989,681647
693841,694360
688731,649097
695033,694775
693841,694253
693841,694382
691277,657142
689119,680438
695036,694237
692094,692068
681267,673725
683690,683731
637039,681180
666610,665715
693462,693463
691766,688593
693841,694280
693442,693589
694759,693757
694759,693903
693841,694309
693841,694315
693841,694282
693841,694295
693841,694361
655354,655355
23742,694785
682918,687866
693841,652060
670851,674324
693185,693203
665103,594078
694248,694233
690419,690704
626871,631182
626871,631254
579208,579397
682787,682789
693512,692608
694010,692608
685213,688822
682742,682744
692909,693943
694122,694137
692639,692640
680691,681274
685598,685597
685599,685597
685600,685597
693688,693596
693900,694089
637024,693396
637119,693413
688864,693478
693755,693756
682844,693915
682882,682844
692035,682882
692526,682882
685036,685052
685213,686483
685213,686484
690449,690450
693528,693357
692361,692362
693373,693374
688435,688438
644960,644962
688997,691184
692509,692602
664558,662830
692426,693353
693379,693446
693379,693447
693356,692549
688864,677728
688909,688910
692080,691830
693043,692509
693379,693370
637024,637119
693373,691380
692426,689439
692996,693023
684435,684142
639006,639008
639005,639008
693048,693158
693048,693056
690134,690097
691039,690097
693048,693153
688843,691156
691765,691768
692871,692854
691846,692152
606181,606182
692357,691897
691290,690598
691533,691494
689172,691495
643504,643506
692575,691926
683713,692326
683713,692283
669666,692576
669344,692576
683779,692576
669666,692577
669344,692577
683779,692577
701740,691655
690538,691279
691847,692398
691845,692398
687999,688114
690072,671105
691117,688170
663366,663367
679496,677830
691510,691470
691488,691470
692123,692134
690010,691854
682896,679496
691851,692192
683713,683728
656967,657372
692137,691928
692137,691984
692137,691977
692137,691981
692137,691979
692137,691974
692137,691983
692137,691978
692137,691982
692137,691971
692137,691976
687999,686142
689106,687460
690469,683988
691939,691942
689754,689786
665103,682726
690032,690009
689763,689771
671231,671907
691370,691286
690755,691015
689606,690755
687521,690903
690410,690401
691732,690410
690033,690063
690027,690058
689872,690489
690020,690035
683291,690034
691035,691127
683739,688195
669824,669854
669829,669854
687521,690907
687521,690892
687521,690893
687521,690887
687521,690875
701740,691529
701740,691530
669666,669669
669344,669669
683779,669669
688816,688817
706087,580041
689606,690423
688911,688917
690626,691248
690625,691247
690624,690631
690621,691179
688997,688865
690016,690055
689166,689168
689686,674051
688714,688699
675659,688725
687004,690897
687004,690902
687004,689743
687004,690915
687004,690898
687845,687852
690541,686573
687925,687926
688784,688847
557923,342211
690007,689577
635577,635559
687311,687864
685214,687686
683291,683294
682659,682660
652099,686163
685999,685042
678585,683710
688435,688437
688997,689736
687004,689816
687004,689814
687004,689742
683679,685967
687140,687141
689323,689239
689235,689260
689323,689010
688636,688392
685324,685911
689159,687349
689235,688862
687084,685766
689054,689065
682843,689008
682843,689007
688721,687293
687305,687388
674243,675023
682636,685363
688664,688666
682843,682879
689074,681209
666220,688705
688705,688703
687911,687915
686177,687915
681343,687915
679238,679101
679105,679101
661238,680688
685919,688873
684765,684767
688319,688841
688319,688839
685919,647793
688319,688838
688319,688840
688770,688771
587329,587310
688319,688316
681722,681718
682636,685362
681989,686521
688286,688691
688102,687830
688359,687830
688694,687830
662529,681213
682391,682561
688321,688352
666223,666226
681002,688051
677417,664658
683770,664658
683787,664658
683788,664658
683790,664658
683791,664658
687000,686553
687950,687277
672329,664840
639155,664840
688147,688167
682636,685361
687920,687921
679459,679409
680954,679409
686240,686247
686240,686246
686240,686245
683067,683069
687076,687078
687454,687455
722150,659155
687432,687555
683079,687923
685974,681002
681335,681370
681428,681370
687999,684850
672969,672970
682463,682464
682457,682463
687076,687075
674866,685894
687904,687929
687334,687337
636421,636422
684462,686524
686251,686253
685700,685701
671374,677585
685338,687320
685338,687308
685338,687344
685338,687342
680497,676648
684304,685776
687343,687333
682607,687466
687281,687466
682608,687466
687284,687466
682321,685916
656068,656070
687459,687461
670155,687459
681969,683211
685449,682248
685632,685459
686996,685459
685449,682853
687459,687246
684384,684385
684278,684385
670155,687242
678863,682039
686990,685702
589172,587656
687241,687072
683916,680345
678252,678253
553206,687235
553206,687234
685974,683080
532546,548535
683435,682994
686996,496192
685974,683821
686041,685974
685338,685065
686008,686010
687111,687132
687110,687131
687109,687103
686825,687000
686771,686774
686825,686348
305120,376078
427970,446643
530509,553613
523973,553613
529829,529831
685941,685942
682015,685456
686133,686134
22943,686750
685507,685508
686509,686510
686481,686409
686328,686204
682936,683030
682110,683030
682108,683030
682551,683030
676431,676364
673868,673874
673850,673874
642973,642990
686316,685966
642689,642701
665838,665828
679556,679558
681295,682506
664606,686021
685213,685223
685213,685234
685213,685227
685213,685230
664393,664396
425012,437472
665357,665412
684778,684779
684701,684360
631257,631259
685616,685618
570505,638293
686273,686274
614189,614190
684742,683974
670318,670564
684769,683284
652099,685798
639765,611253
664606,664612
685506,685507
685940,685941
685780,685386
683675,680745
683594,683595
685042,685043
682321,682325
674866,674856
682544,682548
681270,681271
681262,681270
681292,681293
685342,685343
685537,685393
640057,583025
643596,643583
651627,651630
653141,651630
685640,685448
679853,682284
672673,669847
636682,641778
722150,647910
679853,682453
683195,683197
683970,683975
644834,644836
644835,644836
644834,644835
682636,682641
685130,681539
670995,671169
670318,670316
681315,681666
670837,662874
684376,684383
683123,683195
674812,674814
675297,674812
684376,684732
683783,684661
639180,674826
674485,674486
674471,674486
674757,674486
617594,617602
674050,681123
682514,682517
670851,682059
680653,676405
672932,659508
676142,469981
683127,683959
366828,683970
682861,682870
682862,682872
681167,664605
469675,467674
582342,467674
681953,681442
681259,681262
683100,683101
681138,681137
681295,682504
671231,671901
673266,671901
677573,677576
682968,672673
675561,675600
672275,660369
683120,683123
682074,683120
678585,678697
682498,682544
682608,682607
676996,657262
679244,682294
682971,682972
677245,682972
682973,682972
682974,682972
682975,682972
682976,682972
682978,682972
682982,682972
682108,682110
682415,682110
683252,683253
669298,674510
681933,682057
681476,681482
681932,681938
682859,682866
682588,681562
682697,682446
676331,682498
670470,675286
682989,682890
682692,682691
682478,682481
682858,682865
682215,682216
682214,682215
682853,682942
682889,682863
680768,680769
671451,670047
644844,670047
682808,682809
682742,682745
678884,679087
668123,668130
668130,668142
682213,682212
682211,682213
679299,679308
669298,674505
669298,673234
679853,679817
681295,681294
682222,682223
669298,674507
669298,674509
669298,669306
678168,679244
679259,670851
679652,679650
679410,679412
679412,679060
677679,677684
668409,676412
677726,677712
675086,676373
661238,682151
661238,682152
671043,671044
674896,671043
681947,681802
672463,672416
661238,630291
672275,672463
659626,659627
681084,680894
676506,674060
674603,674849
675162,673561
675262,673561
673798,673561
673797,673561
675666,673561
675265,673561
675356,673565
675357,673565
675358,673565
675359,673565
675360,673565
675668,673565
680457,680917
671324,675869
527211,526469
680125,680131
680126,680132
664555,667968
669651,670750
681167,681170
673681,673712
672914,672918
681151,681148
680728,680730
680728,680724
664456,664457
665040,664457
665038,664457
680728,680714
680727,680728
680727,680722
332429,327291
680727,680702
680412,680405
636394,636395
680986,680988
678352,678357
678352,678356
678353,678356
678355,678356
673133,673485
680975,680969
678879,679436
678025,678350
681001,681056
678351,678353
678322,678380
679856,678430
678351,678430
680542,680643
680684,680643
645611,666792
680779,680339
679506,679507
672252,672258
678654,678655
680542,680718
680684,680718
678025,678359
678200,678216
678055,678216
629269,629283
679299,678879
678885,678879
678025,678200
678025,678055
679885,675614
680457,680491
680728,679516
672848,672849
679520,664065
680727,679515
679299,678695
678885,678695
679435,679299
653383,653390
678907,663977
657652,657661
606948,607848
607830,607848
630400,630363
630772,630363
674318,679955
675468,678562
675468,678560
675468,678559
675457,675459
621470,662399
632589,632586
632585,632586
632584,632586
679295,665336
678890,678891
678314,678654
679297,679460
678351,678355
679238,679105
678154,678788
668464,667159
677558,679792
679463,677558
679802,679295
676447,676449
682659,679773
614873,679838
637039,641104
610926,608686
679070,679071
675766,679071
678597,678598
678596,678598
678596,678597
674245,674249
657280,640658
673467,673468
677094,674658
676410,678025
678246,678314
679434,679152
679373,679374
665209,664740
678207,676926
672805,672800
678964,673848
664555,667345
676484,668895
664663,664657
677414,664657
677438,664657
677132,664657
677951,664657
677958,664657
677962,664657
677965,664657
677968,664657
677973,664657
677974,664657
677975,664657
677976,664657
677978,664657
677979,664657
677982,664657
677983,664657
677984,664657
677985,664657
677987,664657
677988,664657
677989,664657
671775,671856
675937,675939
682659,678919
677524,673266
677694,677650
678881,678885
663446,650270
679373,609020
615441,676706
679373,602754
677947,677968
669832,670266
669622,670023
678324,678321
679031,679020
677947,677979
638416,639304
663851,665136
672070,672744
679086,679106
649669,649800
677777,679054
676897,676901
675766,679070
670454,677788
675765,675766
654606,654481
670551,670563
664947,664996
664947,665017
678695,678244
676415,676427
677947,677963
677947,677964
677947,677967
674779,679012
674779,679013
677947,677976
674779,674775
678308,675110
686240,669863
674414,674416
678213,678780
678213,678748
678213,678743
678351,678354
670566,677931
678877,678809
677947,677974
677947,677975
677947,677965
677947,677973
677947,677982
677947,677987
677947,677438
677947,677951
677947,677978
677947,677958
677947,677983
677947,677962
677947,677132
677947,677988
677947,677989
677947,677984
677947,677985
673366,678622
678351,678352
669847,672632
673364,673366
678213,676399
670768,670769
676521,676525
678091,678094
678237,678207
664555,676721
674919,677182
677063,677182
673181,673182
675468,675399
668669,677713
625918,625126
677537,677545
677803,677804
677802,677804
675204,675497
664555,677295
678405,678416
678369,678370
527136,524064
16204,601254
608271,608275
607846,604121
607833,604121
16276,602695
582763,574665
543430,543432
677014,677015
678160,678080
667792,675104
671050,670295
674364,677479
674556,678141
676411,676413
677799,677802
678092,678096
678093,678097
618511,656627
674556,677708
672592,672593
676191,676193
677063,676447
675804,675817
674659,678066
677981,678019
678006,678019
674228,674845
676503,676504
677479,677798
677856,677798
663879,663687
677799,677803
677678,677682
670566,670502
677162,677157
677542,677547
677544,677547
677545,677547
677546,677547
672738,672764
677423,677595
677391,677471
677479,677483
677479,677533
707887,677535
677537,677542
677537,677546
677696,677700
664555,677446
530813,530814
677537,677544
677537,677540
677063,676497
530815,530813
675823,675828
675586,673545
660340,660645
677009,677013
677008,677009
676996,675632
676398,672674
662415,662248
677280,677279
687459,676586
676630,676631
651492,652037
552504,552984
671231,671909
675297,644844
675563,675564
677088,677077
677058,677051
676003,676820
676003,676819
676003,676294
676003,676814
676003,676817
676003,676815
676003,676812
676003,675750
675245,675751
676003,675755
676003,675753
676003,675749
676003,675754
676003,675752
675245,675756
676003,675748
654254,652169
673274,673286
676624,677089
670155,676583
557729,632585
676489,676931
676489,676935
676489,676942
676957,676958
676956,676966
676956,676967
676956,676957
676956,676960
676489,676574
676489,676576
676489,676483
676489,676575
653289,653161
666766,676391
669822,669831
669825,669831
675921,675927
674620,674625
615469,616050
676489,676482
615469,615715
675745,676013
670155,670184
658250,658242
658251,658242
658252,658242
658253,658242
658463,658242
658254,658242
658255,658242
658256,658242
658257,658242
658259,658242
658261,658242
658262,658242
675064,675102
675070,675103
650943,675103
670849,670850
675353,673491
675918,675924
671231,671903
627628,636267
667216,675881
667216,675880
638274,638506
561600,574081
638274,638509
662350,662351
672529,672995
673731,674722
667216,666583
667020,662258
658330,658367
669650,669095
667219,664546
667219,664547
667219,664544
667219,664543
667219,664537
672989,675544
672286,674466
673308,673310
669213,673834
675344,667219
673728,673731
675301,675263
671231,671908
671231,673291
674295,673495
674749,674751
670796,670276
659906,660380
661505,660380
660382,659906
560078,560048
560018,560048
674943,674944
674944,674946
674750,674752
674747,674748
674801,674802
655623,655845
674755,674760
658161,674234
671231,671910
673727,673730
611248,602622
667630,668888
667630,667632
676323,658523
676321,658523
676322,658523
690032,658523
619024,614336
613585,614343
658398,658405
658398,658430
658398,658432
658398,658436
670738,675036
674274,675036
673172,674087
620671,651880
645182,651880
670738,674272
674274,674272
669345,669628
672278,673994
669121,669125
672592,672596
674530,674293
674090,674094
673294,673480
674413,674411
670700,670701
663234,663252
663234,663251
672286,672304
664011,672962
230274,231927
674032,672739
674413,674267
667387,656279
661391,667388
674069,674058
674413,674084
673974,673978
669824,669848
669829,669848
673862,673868
674413,671541
672318,662343
674090,669910
669699,670555
672278,671460
672329,672332
662343,662350
662349,662350
672380,662350
581007,582088
663879,663656
643905,643582
643586,643582
673876,667714
667387,647612
581141,581153
616695,616842
620146,630962
648955,648965
583254,555732
623095,623214
564018,564021
582456,580127
671100,671107
669178,668862
669822,669856
669825,669856
672536,672538
672469,672472
672470,672472
672469,672470
671231,671899
643406,643518
664239,664600
672389,672392
672059,671783
672506,671783
644960,644961
671231,671900
656798,657773
671231,671904
669195,670820
654954,654955
671988,672706
640038,640344
640008,640344
665692,665035
672153,672726
672093,672726
669653,669670
669657,669670
521145,528349
671231,673287
673274,673287
671231,673281
631496,631497
673226,673227
672415,672070
670861,670864
687459,670186
661434,661795
670362,672517
521145,521178
671087,671088
667129,667130
670353,671554
625134,668760
672940,672415
666601,670354
660797,660802
660797,660803
670308,670865
672775,668286
561635,612325
612334,612384
563024,612379
563020,612379
563023,612380
563024,612380
612334,612381
612334,612385
612334,612382
563021,612383
563024,612383
627600,626884
640854,634004
581153,601869
599854,600290
596383,583145
671267,671271
671267,671268
671263,671267
664011,568829
669855,669858
672250,672516
672250,672146
563007,563018
669309,671257
628651,668219
671698,670796
672252,672259
607070,652969
669824,669141
669829,669141
648197,662253
672267,672271
672469,580351
671119,671121
671115,671119
667387,647250
664403,664575
667898,668369
668239,668369
669609,666767
635459,619017
667898,668375
668239,668375
667809,668375
667898,668374
668239,668374
667809,668374
670558,669609
671396,671397
671232,671233
671399,671400
669699,667821
671115,671118
671124,671118
666245,666302
671140,671142
668000,657887
671447,671660
635545,635578
671685,671689
671687,671689
671140,671143
511983,542446
669966,669967
669615,663443
658398,658442
670377,633369
669921,669924
669916,669917
667424,662525
666546,666548
667323,667390
665604,667390
667424,667425
670824,671019
484390,484391
670425,670431
670345,670558
667002,669028
670152,670160
669654,670013
669396,670013
670487,670486
638129,638132
647671,670345
670036,670804
670036,670253
664586,665604
664568,664586
669965,669966
669195,669197
617116,614633
625399,614633
662571,664737
669414,669424
667177,663405
670082,670083
670174,670083
634223,633919
670036,669194
670036,670252
645520,647671
669159,669162
670382,670387
664772,664877
667247,665256
669962,667247
668311,668312
670129,670131
669846,669368
668663,668949
668666,668949
665131,668949
669066,668949
669208,668949
668915,668916
669824,669667
669829,669667
668909,668910
668701,668702
669871,669932
657138,668854
713429,666642
667809,660276
669894,658448
668560,668652
669824,666987
669829,666987
668136,668137
662781,662786
660483,643662
657138,657140
665080,618751
665244,665372
667949,667951
668853,657138
665080,636329
661938,661921
663996,665279
658381,659386
669252,669253
21142,665383
669618,669633
668676,668677
668815,668983
669854,669101
669824,669101
669829,669101
669848,669101
666568,666569
664142,664144
457886,662327
665321,665414
665635,665863
668717,668715
666176,665826
665827,665826
666182,665826
666183,665826
666184,665826
666185,665826
666188,665826
666176,666185
666176,666183
666176,666188
666176,666182
666176,666184
666176,666189
666176,665827
626057,669249
666644,666646
668508,633194
663960,633194
665493,668870
668226,667971
666239,666240
665635,665864
665635,665862
668197,668200
667380,667381
667726,667655
666198,666576
664706,661001
631597,668710
661797,662181
665512,667161
668009,666447
665173,665213
679495,660223
663008,662925
668463,668464
667352,667145
668518,667145
668519,667145
661764,661763
663708,663706
668105,668121
667898,667085
668239,667085
667898,667791
668239,667791
667809,667791
667898,664551
668239,664551
668248,668249
668119,668128
668118,668125
658702,664145
668276,668275
665172,665176
668128,668141
639012,640693
667039,667018
531830,531829
667518,667519
668019,665738
668125,668126
667941,664888
668239,652049
667898,652049
667809,652049
665244,665139
660608,662730
661762,661566
666058,666062
666298,666062
667925,667834
661760,663528
633215,612756
607327,612756
633247,612756
633299,612756
633489,612756
578463,572188
665416,666413
667439,667578
667439,667580
660207,660208
664166,664178
666063,665861
665197,665200
668123,667733
667212,667213
658073,658323
608465,637636
641090,640179
664947,665981
656984,656997
663897,663891
659881,659882
651627,653144
653141,653144
665663,665650
666235,665535
666957,666958
649252,607145
641878,657931
591997,599178
592938,591997
665080,663356
621553,582502
502957,499182
502994,499182
653631,650422
653635,650422
653636,650422
653621,650422
653632,650422
653633,650422
653630,650422
667035,667036
661361,661789
656969,656195
661785,661121
647733,665830
597206,597566
609592,577807
663996,664425
661785,659124
662531,662562
666220,666223
663599,663336
666250,587041
665658,665659
630889,632051
666589,665970
658177,658178
574783,629253
636360,629253
660924,629253
663270,629253
659850,659843
665481,665676
662937,665581
666397,666439
643625,666493
666220,649965
662937,665580
667352,643056
668518,643056
668519,643056
663667,663674
663669,663674
663671,663674
668518,665114
606346,622614
524748,524710
665080,663090
666012,666030
663978,663980
663978,663979
663430,663441
657669,657677
665039,657677
665489,665595
664947,665983
660137,660131
661427,661251
652683,652687
651550,651563
651545,651550
651567,651550
558879,557487
665635,665628
674822,660167
624835,626406
661949,661968
661952,661968
647896,661968
661949,661961
661952,661961
647896,661961
650869,643752
643749,643752
656680,656686
665635,665636
665396,665244
663706,663710
665493,665484
663736,663709
663875,663021
663022,662400
663771,663736
659850,659845
635313,635311
384559,426980
664174,664179
655851,657785
662713,665156
663599,652971
661949,661954
661952,661954
647896,661954
662713,664584
663599,651772
664675,664705
657589,657595
657589,657591
657173,657175
663522,663523
658803,658801
658803,658805
647495,643339
662571,664448
661673,660356
558930,559446
559811,559446
559856,559446
406285,278415
278415,312046
420110,394659
401395,404431
394659,401395
660110,664501
662713,663295
660988,660990
662200,663634
658869,658870
658869,658865
650263,650611
643731,661737
662713,663294
660110,660345
664179,664180
660741,659394
662713,663293
663996,664423
641878,657939
662713,657806
663996,664014
609997,609994
662627,661701
659850,657992
638692,638722
585904,572448
657672,658394
617593,617597
662204,662205
662177,663044
660212,660221
513656,513657
513658,513657
513656,513658
660988,661025
653012,653747
547666,584853
662849,663437
648178,648403
663228,663500
663228,663261
659144,659148
662143,592299
662975,662985
662975,662984
662975,662989
662999,663000
663039,663040
662975,661287
659931,662107
662873,662844
663299,663302
662335,662290
641878,657934
639324,643259
644915,644928
662930,662931
636297,663103
641878,657930
651306,660385
661437,658751
583413,659258
663267,657131
653838,653843
662216,662091
662217,662091
653409,653410
648178,648406
662056,662130
640138,640979
662930,662497
660591,660284
661332,661113
658547,658382
660988,661018
573025,662340
573025,662333
661911,661803
622415,623058
657155,662499
662432,662499
657277,662499
661682,662499
659489,662499
644584,662499
661682,661684
657155,661779
660908,662432
657275,657277
662930,662388
661293,661294
573025,662331
660446,660448
660697,659877
660772,659877
573025,572790
662317,657961
655157,661616
662930,659925
660894,660897
660895,660897
660894,660895
662137,662138
655994,654661
661910,661911
446136,512312
427970,512312
661221,660745
661220,660745
661299,660745
661136,660745
