Number,is_same_dev,Churn,Revisions,Duration,Label,Project_type
121294,Different,1,1.0,659.3,R-B,Source
121294,Different,1,1.0,659.3,R-B,Source
121294,Different,1,1.0,659.3,R-B,Source
121294,Different,1,1.0,659.3,R-B,Source
121294,Different,1,1.0,659.3,R-B,Source
121294,Different,1,1.0,659.3,R-B,Source
121294,Same,1,1.0,659.3,R-B,Source
121294,Same,1,1.0,659.3,R-B,Source
121294,Same,1,1.0,659.3,R-B,Source
121294,Same,1,1.0,659.3,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Different,5,1.0,50.65,R-B,Source
121295,Different,5,1.0,50.65,R-B,Source
121295,Different,5,1.0,50.65,R-B,Source
121295,Different,5,1.0,50.65,R-B,Source
121295,Different,5,1.0,50.65,R-B,Source
121295,Different,5,1.0,50.65,R-B,Source
121295,Different,5,1.0,50.65,R-B,Source
121295,Different,5,1.0,50.65,R-B,Source
121295,Different,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121295,Same,5,1.0,50.65,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Different,4,1.0,68.41,R-B,Source
121296,Different,4,1.0,68.41,R-B,Source
121296,Different,4,1.0,68.41,R-B,Source
121296,Different,4,1.0,68.41,R-B,Source
121296,Different,4,1.0,68.41,R-B,Source
121296,Different,4,1.0,68.41,R-B,Source
121296,Different,4,1.0,68.41,R-B,Source
121296,Different,4,1.0,68.41,R-B,Source
121296,Different,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121296,Same,4,1.0,68.41,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Different,1,1.0,399.1,R-B,Source
121297,Different,1,1.0,399.1,R-B,Source
121297,Different,1,1.0,399.1,R-B,Source
121297,Different,1,1.0,399.1,R-B,Source
121297,Different,1,1.0,399.1,R-B,Source
121297,Different,1,1.0,399.1,R-B,Source
121297,Different,1,1.0,399.1,R-B,Source
121297,Different,1,1.0,399.1,R-B,Source
121297,Different,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121297,Same,1,1.0,399.1,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Different,1,1.0,342.18,R-B,Source
121298,Different,1,1.0,342.18,R-B,Source
121298,Different,1,1.0,342.18,R-B,Source
121298,Different,1,1.0,342.18,R-B,Source
121298,Different,1,1.0,342.18,R-B,Source
121298,Different,1,1.0,342.18,R-B,Source
121298,Different,1,1.0,342.18,R-B,Source
121298,Different,1,1.0,342.18,R-B,Source
121298,Different,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121298,Same,1,1.0,342.18,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Different,10,1.0,49.66,R-B,Source
121301,Different,10,1.0,49.66,R-B,Source
121301,Different,10,1.0,49.66,R-B,Source
121301,Different,10,1.0,49.66,R-B,Source
121301,Different,10,1.0,49.66,R-B,Source
121301,Different,10,1.0,49.66,R-B,Source
121301,Different,10,1.0,49.66,R-B,Source
121301,Different,10,1.0,49.66,R-B,Source
121301,Different,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121301,Same,10,1.0,49.66,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Different,1,1.0,299.89,R-B,Source
121302,Different,1,1.0,299.89,R-B,Source
121302,Different,1,1.0,299.89,R-B,Source
121302,Different,1,1.0,299.89,R-B,Source
121302,Different,1,1.0,299.89,R-B,Source
121302,Different,1,1.0,299.89,R-B,Source
121302,Different,1,1.0,299.89,R-B,Source
121302,Different,1,1.0,299.89,R-B,Source
121302,Different,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121302,Same,1,1.0,299.89,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Different,1,2.0,618.06,R-B,Source
121303,Different,1,2.0,618.06,R-B,Source
121303,Different,1,2.0,618.06,R-B,Source
121303,Different,1,2.0,618.06,R-B,Source
121303,Different,1,2.0,618.06,R-B,Source
121303,Different,1,2.0,618.06,R-B,Source
121303,Different,1,2.0,618.06,R-B,Source
121303,Different,1,2.0,618.06,R-B,Source
121303,Different,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121303,Same,1,2.0,618.06,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Different,5,1.0,198.03,R-B,Source
121304,Different,5,1.0,198.03,R-B,Source
121304,Different,5,1.0,198.03,R-B,Source
121304,Different,5,1.0,198.03,R-B,Source
121304,Different,5,1.0,198.03,R-B,Source
121304,Different,5,1.0,198.03,R-B,Source
121304,Different,5,1.0,198.03,R-B,Source
121304,Different,5,1.0,198.03,R-B,Source
121304,Different,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121304,Same,5,1.0,198.03,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121305,Different,5,1.0,215.4,R-B,Source
121305,Different,5,1.0,215.4,R-B,Source
121305,Different,5,1.0,215.4,R-B,Source
121305,Different,5,1.0,215.4,R-B,Source
121305,Different,5,1.0,215.4,R-B,Source
121305,Different,5,1.0,215.4,R-B,Source
121305,Different,5,1.0,215.4,R-B,Source
121305,Different,5,1.0,215.4,R-B,Source
121305,Different,5,1.0,215.4,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121305,Same,5,1.0,215.4,R-B,Source
121306,Same,5,1.0,197.99,R-B,Source
121306,Same,5,1.0,197.99,R-B,Source
121306,Same,5,1.0,197.99,R-B,Source
121306,Same,5,1.0,197.99,R-B,Source
121306,Same,5,1.0,197.99,R-B,Source
121306,Same,5,1.0,197.99,R-B,Source
121306,Same,5,1.0,197.99,R-B,Source
121306,Same,5,1.0,197.99,R-B,Source
121306,Same,5,1.0,197.99,R-B,Source
121306,Same,5,1.0,197.99,R-B,Source
121306,Same,5,1.0,197.99,R-B,Source
121306,Same,5,1.0,197.99,R-B,Source
121306,Same,5,1.0,197.99,R-B,Source
121306,Same,5,1.0,197.99,R-B,Source
121306,Same,5,1.0,197.99,R-B,Source
121306,Same,5,1.0,197.99,R-B,Source
121306,Same,5,1.0,197.99,R-B,Source
121306,Same,5,1.0,197.99,R-B,Source
121306,Different,5,1.0,197.99,R-B,Source
121306,Different,5,1.0,197.99,R-B,Source
121306,Different,5,1.0,197.99,R-B,Source
121306,Different,5,1.0,197.99,R-B,Source
121306,Different,5,1.0,197.99,R-B,Source
121306,Different,5,1.0,197.99,R-B,Source
121306,Different,5,1.0,197.99,R-B,Source
121306,Different,5,1.0,197.99,R-B,Source
121306,Different,5,1.0,197.99,R-B,Source
121306,Same,5,1.0,197.99,R-B,Source
121306,Same,5,1.0,197.99,R-B,Source
121306,Same,5,1.0,197.99,R-B,Source
121306,Same,5,1.0,197.99,R-B,Source
121307,Same,5,1.0,58.75,R-B,Source
121307,Same,5,1.0,58.75,R-B,Source
121307,Same,5,1.0,58.75,R-B,Source
121307,Same,5,1.0,58.75,R-B,Source
121307,Same,5,1.0,58.75,R-B,Source
121307,Same,5,1.0,58.75,R-B,Source
121307,Same,5,1.0,58.75,R-B,Source
121307,Same,5,1.0,58.75,R-B,Source
121307,Same,5,1.0,58.75,R-B,Source
121307,Same,5,1.0,58.75,R-B,Source
121307,Same,5,1.0,58.75,R-B,Source
121307,Same,5,1.0,58.75,R-B,Source
121307,Same,5,1.0,58.75,R-B,Source
121307,Same,5,1.0,58.75,R-B,Source
121307,Same,5,1.0,58.75,R-B,Source
121307,Same,5,1.0,58.75,R-B,Source
121307,Same,5,1.0,58.75,R-B,Source
121307,Different,5,1.0,58.75,R-B,Source
121307,Different,5,1.0,58.75,R-B,Source
121307,Different,5,1.0,58.75,R-B,Source
121307,Different,5,1.0,58.75,R-B,Source
121307,Different,5,1.0,58.75,R-B,Source
121307,Different,5,1.0,58.75,R-B,Source
121307,Different,5,1.0,58.75,R-B,Source
121307,Different,5,1.0,58.75,R-B,Source
121307,Different,5,1.0,58.75,R-B,Source
121307,Same,5,1.0,58.75,R-B,Source
121307,Same,5,1.0,58.75,R-B,Source
121307,Same,5,1.0,58.75,R-B,Source
121307,Same,5,1.0,58.75,R-B,Source
121308,Same,6,1.0,756.66,R-B,Source
121308,Same,6,1.0,756.66,R-B,Source
121308,Same,6,1.0,756.66,R-B,Source
121308,Same,6,1.0,756.66,R-B,Source
121308,Same,6,1.0,756.66,R-B,Source
121308,Same,6,1.0,756.66,R-B,Source
121308,Same,6,1.0,756.66,R-B,Source
121308,Same,6,1.0,756.66,R-B,Source
121308,Same,6,1.0,756.66,R-B,Source
121308,Same,6,1.0,756.66,R-B,Source
121308,Same,6,1.0,756.66,R-B,Source
121308,Same,6,1.0,756.66,R-B,Source
121308,Same,6,1.0,756.66,R-B,Source
121308,Same,6,1.0,756.66,R-B,Source
121308,Same,6,1.0,756.66,R-B,Source
121308,Same,6,1.0,756.66,R-B,Source
121308,Different,6,1.0,756.66,R-B,Source
121308,Different,6,1.0,756.66,R-B,Source
121308,Different,6,1.0,756.66,R-B,Source
121308,Different,6,1.0,756.66,R-B,Source
121308,Different,6,1.0,756.66,R-B,Source
121308,Different,6,1.0,756.66,R-B,Source
121308,Different,6,1.0,756.66,R-B,Source
121308,Different,6,1.0,756.66,R-B,Source
121308,Different,6,1.0,756.66,R-B,Source
121308,Same,6,1.0,756.66,R-B,Source
121308,Same,6,1.0,756.66,R-B,Source
121308,Same,6,1.0,756.66,R-B,Source
121308,Same,6,1.0,756.66,R-B,Source
121309,Same,5,1.0,756.66,R-B,Source
121309,Same,5,1.0,756.66,R-B,Source
121309,Same,5,1.0,756.66,R-B,Source
121309,Same,5,1.0,756.66,R-B,Source
121309,Same,5,1.0,756.66,R-B,Source
121309,Same,5,1.0,756.66,R-B,Source
121309,Same,5,1.0,756.66,R-B,Source
121309,Same,5,1.0,756.66,R-B,Source
121309,Same,5,1.0,756.66,R-B,Source
121309,Same,5,1.0,756.66,R-B,Source
121309,Same,5,1.0,756.66,R-B,Source
121309,Same,5,1.0,756.66,R-B,Source
121309,Same,5,1.0,756.66,R-B,Source
121309,Same,5,1.0,756.66,R-B,Source
121309,Same,5,1.0,756.66,R-B,Source
121309,Different,5,1.0,756.66,R-B,Source
121309,Different,5,1.0,756.66,R-B,Source
121309,Different,5,1.0,756.66,R-B,Source
121309,Different,5,1.0,756.66,R-B,Source
121309,Different,5,1.0,756.66,R-B,Source
121309,Different,5,1.0,756.66,R-B,Source
121309,Different,5,1.0,756.66,R-B,Source
121309,Different,5,1.0,756.66,R-B,Source
121309,Different,5,1.0,756.66,R-B,Source
121309,Same,5,1.0,756.66,R-B,Source
121309,Same,5,1.0,756.66,R-B,Source
121309,Same,5,1.0,756.66,R-B,Source
121309,Same,5,1.0,756.66,R-B,Source
121310,Same,2,1.0,115.62,R-B,Source
121310,Same,2,1.0,115.62,R-B,Source
121310,Same,2,1.0,115.62,R-B,Source
121310,Same,2,1.0,115.62,R-B,Source
121310,Same,2,1.0,115.62,R-B,Source
121310,Same,2,1.0,115.62,R-B,Source
121310,Same,2,1.0,115.62,R-B,Source
121310,Same,2,1.0,115.62,R-B,Source
121310,Same,2,1.0,115.62,R-B,Source
121310,Same,2,1.0,115.62,R-B,Source
121310,Same,2,1.0,115.62,R-B,Source
121310,Same,2,1.0,115.62,R-B,Source
121310,Same,2,1.0,115.62,R-B,Source
121310,Same,2,1.0,115.62,R-B,Source
121310,Different,2,1.0,115.62,R-B,Source
121310,Different,2,1.0,115.62,R-B,Source
121310,Different,2,1.0,115.62,R-B,Source
121310,Different,2,1.0,115.62,R-B,Source
121310,Different,2,1.0,115.62,R-B,Source
121310,Different,2,1.0,115.62,R-B,Source
121310,Different,2,1.0,115.62,R-B,Source
121310,Different,2,1.0,115.62,R-B,Source
121310,Different,2,1.0,115.62,R-B,Source
121310,Same,2,1.0,115.62,R-B,Source
121310,Same,2,1.0,115.62,R-B,Source
121310,Same,2,1.0,115.62,R-B,Source
121310,Same,2,1.0,115.62,R-B,Source
121311,Same,5,1.0,254.86,R-B,Source
121311,Same,5,1.0,254.86,R-B,Source
121311,Same,5,1.0,254.86,R-B,Source
121311,Same,5,1.0,254.86,R-B,Source
121311,Same,5,1.0,254.86,R-B,Source
121311,Same,5,1.0,254.86,R-B,Source
121311,Same,5,1.0,254.86,R-B,Source
121311,Same,5,1.0,254.86,R-B,Source
121311,Same,5,1.0,254.86,R-B,Source
121311,Same,5,1.0,254.86,R-B,Source
121311,Same,5,1.0,254.86,R-B,Source
121311,Same,5,1.0,254.86,R-B,Source
121311,Same,5,1.0,254.86,R-B,Source
121311,Different,5,1.0,254.86,R-B,Source
121311,Different,5,1.0,254.86,R-B,Source
121311,Different,5,1.0,254.86,R-B,Source
121311,Different,5,1.0,254.86,R-B,Source
121311,Different,5,1.0,254.86,R-B,Source
121311,Different,5,1.0,254.86,R-B,Source
121311,Different,5,1.0,254.86,R-B,Source
121311,Different,5,1.0,254.86,R-B,Source
121311,Different,5,1.0,254.86,R-B,Source
121311,Same,5,1.0,254.86,R-B,Source
121311,Same,5,1.0,254.86,R-B,Source
121311,Same,5,1.0,254.86,R-B,Source
121311,Same,5,1.0,254.86,R-B,Source
121312,Same,5,1.0,46.54,R-B,Source
121312,Same,5,1.0,46.54,R-B,Source
121312,Same,5,1.0,46.54,R-B,Source
121312,Same,5,1.0,46.54,R-B,Source
121312,Same,5,1.0,46.54,R-B,Source
121312,Same,5,1.0,46.54,R-B,Source
121312,Same,5,1.0,46.54,R-B,Source
121312,Same,5,1.0,46.54,R-B,Source
121312,Same,5,1.0,46.54,R-B,Source
121312,Same,5,1.0,46.54,R-B,Source
121312,Same,5,1.0,46.54,R-B,Source
121312,Same,5,1.0,46.54,R-B,Source
121312,Different,5,1.0,46.54,R-B,Source
121312,Different,5,1.0,46.54,R-B,Source
121312,Different,5,1.0,46.54,R-B,Source
121312,Different,5,1.0,46.54,R-B,Source
121312,Different,5,1.0,46.54,R-B,Source
121312,Different,5,1.0,46.54,R-B,Source
121312,Different,5,1.0,46.54,R-B,Source
121312,Different,5,1.0,46.54,R-B,Source
121312,Different,5,1.0,46.54,R-B,Source
121312,Same,5,1.0,46.54,R-B,Source
121312,Same,5,1.0,46.54,R-B,Source
121312,Same,5,1.0,46.54,R-B,Source
121312,Same,5,1.0,46.54,R-B,Source
121313,Same,6,1.0,62.15,R-B,Source
121313,Same,6,1.0,62.15,R-B,Source
121313,Same,6,1.0,62.15,R-B,Source
121313,Same,6,1.0,62.15,R-B,Source
121313,Same,6,1.0,62.15,R-B,Source
121313,Same,6,1.0,62.15,R-B,Source
121313,Same,6,1.0,62.15,R-B,Source
121313,Same,6,1.0,62.15,R-B,Source
121313,Same,6,1.0,62.15,R-B,Source
121313,Same,6,1.0,62.15,R-B,Source
121313,Same,6,1.0,62.15,R-B,Source
121313,Different,6,1.0,62.15,R-B,Source
121313,Different,6,1.0,62.15,R-B,Source
121313,Different,6,1.0,62.15,R-B,Source
121313,Different,6,1.0,62.15,R-B,Source
121313,Different,6,1.0,62.15,R-B,Source
121313,Different,6,1.0,62.15,R-B,Source
121313,Different,6,1.0,62.15,R-B,Source
121313,Different,6,1.0,62.15,R-B,Source
121313,Different,6,1.0,62.15,R-B,Source
121313,Same,6,1.0,62.15,R-B,Source
121313,Same,6,1.0,62.15,R-B,Source
121313,Same,6,1.0,62.15,R-B,Source
121313,Same,6,1.0,62.15,R-B,Source
121315,Same,5,1.0,34.71,R-B,Source
121315,Same,5,1.0,34.71,R-B,Source
121315,Same,5,1.0,34.71,R-B,Source
121315,Same,5,1.0,34.71,R-B,Source
121315,Same,5,1.0,34.71,R-B,Source
121315,Same,5,1.0,34.71,R-B,Source
121315,Same,5,1.0,34.71,R-B,Source
121315,Same,5,1.0,34.71,R-B,Source
121315,Same,5,1.0,34.71,R-B,Source
121315,Same,5,1.0,34.71,R-B,Source
121315,Different,5,1.0,34.71,R-B,Source
121315,Different,5,1.0,34.71,R-B,Source
121315,Different,5,1.0,34.71,R-B,Source
121315,Different,5,1.0,34.71,R-B,Source
121315,Different,5,1.0,34.71,R-B,Source
121315,Different,5,1.0,34.71,R-B,Source
121315,Different,5,1.0,34.71,R-B,Source
121315,Different,5,1.0,34.71,R-B,Source
121315,Different,5,1.0,34.71,R-B,Source
121315,Same,5,1.0,34.71,R-B,Source
121315,Same,5,1.0,34.71,R-B,Source
121315,Same,5,1.0,34.71,R-B,Source
121315,Same,5,1.0,34.71,R-B,Source
121316,Same,1,1.0,301.61,R-B,Source
121316,Same,1,1.0,301.61,R-B,Source
121316,Same,1,1.0,301.61,R-B,Source
121316,Same,1,1.0,301.61,R-B,Source
121316,Same,1,1.0,301.61,R-B,Source
121316,Same,1,1.0,301.61,R-B,Source
121316,Same,1,1.0,301.61,R-B,Source
121316,Same,1,1.0,301.61,R-B,Source
121316,Same,1,1.0,301.61,R-B,Source
121316,Different,1,1.0,301.61,R-B,Source
121316,Different,1,1.0,301.61,R-B,Source
121316,Different,1,1.0,301.61,R-B,Source
121316,Different,1,1.0,301.61,R-B,Source
121316,Different,1,1.0,301.61,R-B,Source
121316,Different,1,1.0,301.61,R-B,Source
121316,Different,1,1.0,301.61,R-B,Source
121316,Different,1,1.0,301.61,R-B,Source
121316,Different,1,1.0,301.61,R-B,Source
121316,Same,1,1.0,301.61,R-B,Source
121316,Same,1,1.0,301.61,R-B,Source
121316,Same,1,1.0,301.61,R-B,Source
121316,Same,1,1.0,301.61,R-B,Source
121317,Same,1,1.0,77.41,R-B,Source
121317,Same,1,1.0,77.41,R-B,Source
121317,Same,1,1.0,77.41,R-B,Source
121317,Same,1,1.0,77.41,R-B,Source
121317,Same,1,1.0,77.41,R-B,Source
121317,Same,1,1.0,77.41,R-B,Source
121317,Same,1,1.0,77.41,R-B,Source
121317,Same,1,1.0,77.41,R-B,Source
