Number,is_same_dev,Churn,Revisions,Duration,Label,Project_type
61236,Different,2,1.0,3.59,C-I,Source
61236,Different,2,1.0,3.59,C-I,Source
61236,Different,2,1.0,3.59,C-I,Source
61236,Different,2,1.0,3.59,C-I,Source
61236,Different,2,1.0,3.59,C-I,Source
61236,Different,2,1.0,3.59,C-I,Source
61236,Different,2,1.0,3.59,C-I,Source
61236,Different,2,1.0,3.59,C-I,Source
62099,Different,2,1.0,47.91,C-I,Source
62099,Different,2,1.0,47.91,C-I,Source
62099,Different,2,1.0,47.91,C-I,Source
62099,Different,2,1.0,47.91,C-I,Source
62099,Different,2,1.0,47.91,C-I,Source
62099,Different,2,1.0,47.91,C-I,Source
62099,Different,2,1.0,47.91,C-I,Source
62103,Different,2,1.0,11.39,C-I,Source
62103,Different,2,1.0,11.39,C-I,Source
62103,Same,2,1.0,11.39,C-I,Source
62103,Same,2,1.0,11.39,C-I,Source
62103,Same,2,1.0,11.39,C-I,Source
62103,Same,2,1.0,11.39,C-I,Source
62138,Same,2,1.0,41.76,C-I,Source
62138,Different,2,1.0,41.76,C-I,Source
62138,Different,2,1.0,41.76,C-I,Source
62138,Different,2,1.0,41.76,C-I,Source
62138,Different,2,1.0,41.76,C-I,Source
62139,Different,2,1.0,41.4,C-I,Source
62139,Different,2,1.0,41.4,C-I,Source
62139,Different,2,1.0,41.4,C-I,Source
62139,Different,2,1.0,41.4,C-I,Source
62251,Same,2,1.0,12.6,C-I,Source
62251,Same,2,1.0,12.6,C-I,Source
62251,Same,2,1.0,12.6,C-I,Source
62252,Same,2,1.0,62.77,C-I,Source
62252,Same,2,1.0,62.77,C-I,Source
62273,Same,2,1.0,10.26,C-I,Source
842382,Same,66,4.0,306.19,C-I,Source
844055,Same,66,1.0,67.78,C-I,Source
844056,Same,66,1.0,67.14,C-I,Source
844057,Same,66,1.0,67.14,C-I,Source
844058,Same,66,1.0,67.14,C-I,Source
844059,Same,67,2.0,67.04,C-I,Source
360806,Same,58,2.0,25.12,C-I,Source
212102,Same,226,41.0,2673.6,C-I,Source
7029,Different,94,1.0,2.75,C-I,Source
28572,Different,23,1.0,0.87,C-I,Source
13581,Same,2,1.0,27.81,C-I,Source
13581,Different,2,1.0,27.81,C-I,Source
13582,Different,2,1.0,28.84,C-I,Source
13671,Different,2,1.0,2.87,C-I,Source
556782,Different,7,2.0,100.19,C-I,Source
850191,Same,178,13.0,1562.54,C-I,Source
235223,Different,2,2.0,1.57,C-I,Source
7386,Different,570,7.0,80.01,C-I,Source
179984,Same,14,1.0,379.06,C-I,Source
508012,Same,15,3.0,202.05,C-I,Source
9226,Different,35,1.0,1.22,C-I,Source
11550,Different,27,1.0,1.46,C-I,Source
634983,Same,256,2.0,16.99,C-I,Source
2712,Different,75,6.0,102.5,C-I,Source
737020,Same,14,1.0,106.32,C-I,Source
737020,Same,14,1.0,106.32,C-I,Source
404595,Different,22,3.0,53.88,C-I,Source
826473,Same,40,2.0,21.24,C-I,Source
826473,Same,40,2.0,21.24,C-I,Source
11313,Different,1062,4.0,50.48,C-I,Source
182115,Different,33,2.0,41.63,C-I,Source
32187,Different,407,9.0,2014.76,C-I,Source
811996,Same,60,2.0,86.42,C-I,Source
812334,Same,60,1.0,97.45,C-I,Source
812335,Same,60,1.0,95.38,C-I,Source
812336,Same,60,1.0,95.37,C-I,Source
812337,Same,60,1.0,95.37,C-I,Source
192020,Same,16,3.0,1402.39,C-I,Source
192020,Same,16,3.0,1402.39,C-I,Source
192021,Same,14,3.0,23.71,C-I,Source
192471,Same,14,1.0,0.1,C-I,Source
742410,Same,37,1.0,140.08,C-I,Source
744443,Same,37,1.0,52.82,C-I,Source
526116,Same,25,4.0,1175.69,C-I,Source
375245,Same,4,4.0,97.22,C-I,Source
192022,Same,6,3.0,23.72,C-I,Source
192022,Same,6,3.0,23.72,C-I,Source
192023,Same,6,4.0,1402.29,C-I,Source
192472,Same,6,1.0,0.12,C-I,Source
35218,Same,1232,3.0,187.96,C-I,Source
35218,Same,1232,3.0,187.96,C-I,Source
35218,Same,1232,3.0,187.96,C-I,Source
35218,Same,1232,3.0,187.96,C-I,Source
35218,Same,1232,3.0,187.96,C-I,Source
35218,Same,1232,3.0,187.96,C-I,Source
35218,Different,1232,3.0,187.96,C-I,Source
35218,Different,1232,3.0,187.96,C-I,Source
35845,Same,1,1.0,9.63,C-I,Source
35845,Same,1,1.0,9.63,C-I,Source
35845,Same,1,1.0,9.63,C-I,Source
35845,Same,1,1.0,9.63,C-I,Source
35845,Same,1,1.0,9.63,C-I,Source
35845,Different,1,1.0,9.63,C-I,Source
35845,Different,1,1.0,9.63,C-I,Source
35875,Same,1235,2.0,73.04,C-I,Source
35875,Same,1235,2.0,73.04,C-I,Source
35875,Same,1235,2.0,73.04,C-I,Source
35875,Same,1235,2.0,73.04,C-I,Source
35875,Different,1235,2.0,73.04,C-I,Source
35875,Different,1235,2.0,73.04,C-I,Source
35877,Same,1127,1.0,72.09,C-I,Source
35877,Same,1127,1.0,72.09,C-I,Source
35877,Same,1127,1.0,72.09,C-I,Source
35877,Different,1127,1.0,72.09,C-I,Source
35877,Different,1127,1.0,72.09,C-I,Source
35880,Same,1243,1.0,338.69,C-I,Source
35880,Same,1243,1.0,338.69,C-I,Source
35880,Different,1243,1.0,338.69,C-I,Source
35880,Different,1243,1.0,338.69,C-I,Source
35884,Same,1241,1.0,419.5,C-I,Source
35884,Different,1241,1.0,419.5,C-I,Source
35884,Different,1241,1.0,419.5,C-I,Source
35885,Different,110,2.0,674.47,C-I,Source
35885,Different,110,2.0,674.47,C-I,Source
36394,Same,1235,2.0,64.54,C-I,Source
156354,Same,128,5.0,2938.11,C-I,Source
204007,Different,71,8.0,1230.87,C-I,Source
394260,Same,152,5.0,180.31,C-I,Source
688800,Same,34,3.0,41.73,C-I,Source
688800,Same,34,3.0,41.73,C-I,Source
689162,Same,34,1.0,4.23,C-I,Source
610507,Same,48,3.0,0.48,C-I,Source
610507,Same,48,3.0,0.48,C-I,Source
610507,Same,48,3.0,0.48,C-I,Source
610507,Same,48,3.0,0.48,C-I,Source
610507,Same,48,3.0,0.48,C-I,Source
610507,Same,48,3.0,0.48,C-I,Source
610507,Same,48,3.0,0.48,C-I,Source
610507,Same,48,3.0,0.48,C-I,Source
610507,Same,48,3.0,0.48,C-I,Source
610507,Same,48,3.0,0.48,C-I,Source
610507,Same,48,3.0,0.48,C-I,Source
610507,Same,48,3.0,0.48,C-I,Source
610507,Same,48,3.0,0.48,C-I,Source
610507,Same,48,3.0,0.48,C-I,Source
610507,Same,48,3.0,0.48,C-I,Source
610507,Same,48,3.0,0.48,C-I,Source
610507,Different,48,3.0,0.48,C-I,Source
610507,Different,48,3.0,0.48,C-I,Source
610507,Different,48,3.0,0.48,C-I,Source
610507,Different,48,3.0,0.48,C-I,Source
610507,Different,48,3.0,0.48,C-I,Source
610507,Different,48,3.0,0.48,C-I,Source
610507,Different,48,3.0,0.48,C-I,Source
610507,Different,48,3.0,0.48,C-I,Source
610507,Different,48,3.0,0.48,C-I,Source
610507,Different,48,3.0,0.48,C-I,Source
610507,Different,48,3.0,0.48,C-I,Source
610507,Different,48,3.0,0.48,C-I,Source
610507,Different,48,3.0,0.48,C-I,Source
610507,Different,48,3.0,0.48,C-I,Source
610507,Different,48,3.0,0.48,C-I,Source
610507,Different,48,3.0,0.48,C-I,Source
610518,Same,48,1.0,79.43,C-I,Source
610518,Same,48,1.0,79.43,C-I,Source
610518,Same,48,1.0,79.43,C-I,Source
610518,Same,48,1.0,79.43,C-I,Source
610518,Same,48,1.0,79.43,C-I,Source
610518,Same,48,1.0,79.43,C-I,Source
610518,Same,48,1.0,79.43,C-I,Source
610518,Same,48,1.0,79.43,C-I,Source
610518,Same,48,1.0,79.43,C-I,Source
610518,Same,48,1.0,79.43,C-I,Source
610518,Same,48,1.0,79.43,C-I,Source
610518,Same,48,1.0,79.43,C-I,Source
610518,Same,48,1.0,79.43,C-I,Source
610518,Same,48,1.0,79.43,C-I,Source
610518,Same,48,1.0,79.43,C-I,Source
610518,Same,48,1.0,79.43,C-I,Source
610518,Different,48,1.0,79.43,C-I,Source
610518,Different,48,1.0,79.43,C-I,Source
610518,Different,48,1.0,79.43,C-I,Source
610518,Different,48,1.0,79.43,C-I,Source
610518,Different,48,1.0,79.43,C-I,Source
610518,Different,48,1.0,79.43,C-I,Source
610518,Different,48,1.0,79.43,C-I,Source
610518,Different,48,1.0,79.43,C-I,Source
610518,Different,48,1.0,79.43,C-I,Source
610518,Different,48,1.0,79.43,C-I,Source
610518,Different,48,1.0,79.43,C-I,Source
610518,Different,48,1.0,79.43,C-I,Source
610518,Different,48,1.0,79.43,C-I,Source
610518,Different,48,1.0,79.43,C-I,Source
610518,Different,48,1.0,79.43,C-I,Source
610518,Different,48,1.0,79.43,C-I,Source
610597,Same,3,1.0,164.14,C-I,Source
610597,Same,3,1.0,164.14,C-I,Source
610597,Same,3,1.0,164.14,C-I,Source
610597,Same,3,1.0,164.14,C-I,Source
610597,Same,3,1.0,164.14,C-I,Source
610597,Same,3,1.0,164.14,C-I,Source
610597,Same,3,1.0,164.14,C-I,Source
610597,Same,3,1.0,164.14,C-I,Source
610597,Same,3,1.0,164.14,C-I,Source
610597,Same,3,1.0,164.14,C-I,Source
610597,Same,3,1.0,164.14,C-I,Source
610597,Same,3,1.0,164.14,C-I,Source
610597,Same,3,1.0,164.14,C-I,Source
610597,Same,3,1.0,164.14,C-I,Source
610597,Same,3,1.0,164.14,C-I,Source
610597,Different,3,1.0,164.14,C-I,Source
610597,Different,3,1.0,164.14,C-I,Source
610597,Different,3,1.0,164.14,C-I,Source
610597,Different,3,1.0,164.14,C-I,Source
610597,Different,3,1.0,164.14,C-I,Source
610597,Different,3,1.0,164.14,C-I,Source
610597,Different,3,1.0,164.14,C-I,Source
610597,Different,3,1.0,164.14,C-I,Source
610597,Different,3,1.0,164.14,C-I,Source
610597,Different,3,1.0,164.14,C-I,Source
610597,Different,3,1.0,164.14,C-I,Source
610597,Different,3,1.0,164.14,C-I,Source
610597,Different,3,1.0,164.14,C-I,Source
610597,Different,3,1.0,164.14,C-I,Source
610597,Different,3,1.0,164.14,C-I,Source
610601,Same,3,1.0,164.08,C-I,Source
610601,Same,3,1.0,164.08,C-I,Source
610601,Same,3,1.0,164.08,C-I,Source
610601,Same,3,1.0,164.08,C-I,Source
610601,Same,3,1.0,164.08,C-I,Source
610601,Same,3,1.0,164.08,C-I,Source
610601,Same,3,1.0,164.08,C-I,Source
610601,Same,3,1.0,164.08,C-I,Source
610601,Same,3,1.0,164.08,C-I,Source
610601,Same,3,1.0,164.08,C-I,Source
610601,Same,3,1.0,164.08,C-I,Source
610601,Same,3,1.0,164.08,C-I,Source
610601,Same,3,1.0,164.08,C-I,Source
610601,Same,3,1.0,164.08,C-I,Source
610601,Different,3,1.0,164.08,C-I,Source
610601,Different,3,1.0,164.08,C-I,Source
610601,Different,3,1.0,164.08,C-I,Source
610601,Different,3,1.0,164.08,C-I,Source
610601,Different,3,1.0,164.08,C-I,Source
610601,Different,3,1.0,164.08,C-I,Source
610601,Different,3,1.0,164.08,C-I,Source
610601,Different,3,1.0,164.08,C-I,Source
610601,Different,3,1.0,164.08,C-I,Source
610601,Different,3,1.0,164.08,C-I,Source
610601,Different,3,1.0,164.08,C-I,Source
610601,Different,3,1.0,164.08,C-I,Source
610601,Different,3,1.0,164.08,C-I,Source
610601,Different,3,1.0,164.08,C-I,Source
610601,Different,3,1.0,164.08,C-I,Source
610602,Same,3,1.0,164.08,C-I,Source
610602,Same,3,1.0,164.08,C-I,Source
610602,Same,3,1.0,164.08,C-I,Source
610602,Same,3,1.0,164.08,C-I,Source
610602,Same,3,1.0,164.08,C-I,Source
610602,Same,3,1.0,164.08,C-I,Source
610602,Same,3,1.0,164.08,C-I,Source
610602,Same,3,1.0,164.08,C-I,Source
610602,Same,3,1.0,164.08,C-I,Source
610602,Same,3,1.0,164.08,C-I,Source
610602,Same,3,1.0,164.08,C-I,Source
610602,Same,3,1.0,164.08,C-I,Source
610602,Same,3,1.0,164.08,C-I,Source
610602,Different,3,1.0,164.08,C-I,Source
610602,Different,3,1.0,164.08,C-I,Source
610602,Different,3,1.0,164.08,C-I,Source
610602,Different,3,1.0,164.08,C-I,Source
610602,Different,3,1.0,164.08,C-I,Source
610602,Different,3,1.0,164.08,C-I,Source
610602,Different,3,1.0,164.08,C-I,Source
610602,Different,3,1.0,164.08,C-I,Source
610602,Different,3,1.0,164.08,C-I,Source
610602,Different,3,1.0,164.08,C-I,Source
610602,Different,3,1.0,164.08,C-I,Source
610602,Different,3,1.0,164.08,C-I,Source
610602,Different,3,1.0,164.08,C-I,Source
610602,Different,3,1.0,164.08,C-I,Source
610602,Different,3,1.0,164.08,C-I,Source
610603,Same,3,1.0,164.06,C-I,Source
610603,Same,3,1.0,164.06,C-I,Source
610603,Same,3,1.0,164.06,C-I,Source
610603,Same,3,1.0,164.06,C-I,Source
610603,Same,3,1.0,164.06,C-I,Source
610603,Same,3,1.0,164.06,C-I,Source
610603,Same,3,1.0,164.06,C-I,Source
610603,Same,3,1.0,164.06,C-I,Source
610603,Same,3,1.0,164.06,C-I,Source
610603,Same,3,1.0,164.06,C-I,Source
610603,Same,3,1.0,164.06,C-I,Source
610603,Same,3,1.0,164.06,C-I,Source
610603,Different,3,1.0,164.06,C-I,Source
610603,Different,3,1.0,164.06,C-I,Source
610603,Different,3,1.0,164.06,C-I,Source
610603,Different,3,1.0,164.06,C-I,Source
610603,Different,3,1.0,164.06,C-I,Source
610603,Different,3,1.0,164.06,C-I,Source
610603,Different,3,1.0,164.06,C-I,Source
610603,Different,3,1.0,164.06,C-I,Source
610603,Different,3,1.0,164.06,C-I,Source
610603,Different,3,1.0,164.06,C-I,Source
610603,Different,3,1.0,164.06,C-I,Source
610603,Different,3,1.0,164.06,C-I,Source
610603,Different,3,1.0,164.06,C-I,Source
610603,Different,3,1.0,164.06,C-I,Source
610603,Different,3,1.0,164.06,C-I,Source
610604,Same,3,1.0,164.07,C-I,Source
610604,Same,3,1.0,164.07,C-I,Source
610604,Same,3,1.0,164.07,C-I,Source
610604,Same,3,1.0,164.07,C-I,Source
610604,Same,3,1.0,164.07,C-I,Source
610604,Same,3,1.0,164.07,C-I,Source
610604,Same,3,1.0,164.07,C-I,Source
610604,Same,3,1.0,164.07,C-I,Source
610604,Same,3,1.0,164.07,C-I,Source
610604,Same,3,1.0,164.07,C-I,Source
610604,Same,3,1.0,164.07,C-I,Source
610604,Different,3,1.0,164.07,C-I,Source
610604,Different,3,1.0,164.07,C-I,Source
610604,Different,3,1.0,164.07,C-I,Source
610604,Different,3,1.0,164.07,C-I,Source
610604,Different,3,1.0,164.07,C-I,Source
610604,Different,3,1.0,164.07,C-I,Source
610604,Different,3,1.0,164.07,C-I,Source
610604,Different,3,1.0,164.07,C-I,Source
610604,Different,3,1.0,164.07,C-I,Source
610604,Different,3,1.0,164.07,C-I,Source
610604,Different,3,1.0,164.07,C-I,Source
610604,Different,3,1.0,164.07,C-I,Source
610604,Different,3,1.0,164.07,C-I,Source
610604,Different,3,1.0,164.07,C-I,Source
610604,Different,3,1.0,164.07,C-I,Source
610605,Same,3,1.0,71.55,C-I,Source
610605,Same,3,1.0,71.55,C-I,Source
610605,Same,3,1.0,71.55,C-I,Source
610605,Same,3,1.0,71.55,C-I,Source
610605,Same,3,1.0,71.55,C-I,Source
610605,Same,3,1.0,71.55,C-I,Source
610605,Same,3,1.0,71.55,C-I,Source
610605,Same,3,1.0,71.55,C-I,Source
610605,Same,3,1.0,71.55,C-I,Source
610605,Same,3,1.0,71.55,C-I,Source
610605,Different,3,1.0,71.55,C-I,Source
610605,Different,3,1.0,71.55,C-I,Source
610605,Different,3,1.0,71.55,C-I,Source
610605,Different,3,1.0,71.55,C-I,Source
610605,Different,3,1.0,71.55,C-I,Source
610605,Different,3,1.0,71.55,C-I,Source
610605,Different,3,1.0,71.55,C-I,Source
610605,Different,3,1.0,71.55,C-I,Source
610605,Different,3,1.0,71.55,C-I,Source
610605,Different,3,1.0,71.55,C-I,Source
610605,Different,3,1.0,71.55,C-I,Source
610605,Different,3,1.0,71.55,C-I,Source
610605,Different,3,1.0,71.55,C-I,Source
610605,Different,3,1.0,71.55,C-I,Source
610605,Different,3,1.0,71.55,C-I,Source
610606,Same,3,1.0,164.02,C-I,Source
610606,Same,3,1.0,164.02,C-I,Source
610606,Same,3,1.0,164.02,C-I,Source
610606,Same,3,1.0,164.02,C-I,Source
610606,Same,3,1.0,164.02,C-I,Source
610606,Same,3,1.0,164.02,C-I,Source
610606,Same,3,1.0,164.02,C-I,Source
610606,Same,3,1.0,164.02,C-I,Source
610606,Same,3,1.0,164.02,C-I,Source
610606,Different,3,1.0,164.02,C-I,Source
610606,Different,3,1.0,164.02,C-I,Source
610606,Different,3,1.0,164.02,C-I,Source
610606,Different,3,1.0,164.02,C-I,Source
610606,Different,3,1.0,164.02,C-I,Source
610606,Different,3,1.0,164.02,C-I,Source
610606,Different,3,1.0,164.02,C-I,Source
610606,Different,3,1.0,164.02,C-I,Source
610606,Different,3,1.0,164.02,C-I,Source
610606,Different,3,1.0,164.02,C-I,Source
610606,Different,3,1.0,164.02,C-I,Source
610606,Different,3,1.0,164.02,C-I,Source
610606,Different,3,1.0,164.02,C-I,Source
610606,Different,3,1.0,164.02,C-I,Source
610606,Different,3,1.0,164.02,C-I,Source
610607,Same,3,1.0,164.03,C-I,Source
610607,Same,3,1.0,164.03,C-I,Source
610607,Same,3,1.0,164.03,C-I,Source
610607,Same,3,1.0,164.03,C-I,Source
610607,Same,3,1.0,164.03,C-I,Source
610607,Same,3,1.0,164.03,C-I,Source
610607,Same,3,1.0,164.03,C-I,Source
610607,Same,3,1.0,164.03,C-I,Source
610607,Different,3,1.0,164.03,C-I,Source
610607,Different,3,1.0,164.03,C-I,Source
610607,Different,3,1.0,164.03,C-I,Source
610607,Different,3,1.0,164.03,C-I,Source
610607,Different,3,1.0,164.03,C-I,Source
610607,Different,3,1.0,164.03,C-I,Source
610607,Different,3,1.0,164.03,C-I,Source
610607,Different,3,1.0,164.03,C-I,Source
610607,Different,3,1.0,164.03,C-I,Source
610607,Different,3,1.0,164.03,C-I,Source
610607,Different,3,1.0,164.03,C-I,Source
610607,Different,3,1.0,164.03,C-I,Source
610607,Different,3,1.0,164.03,C-I,Source
610607,Different,3,1.0,164.03,C-I,Source
610607,Different,3,1.0,164.03,C-I,Source
610608,Same,3,1.0,164.02,C-I,Source
610608,Same,3,1.0,164.02,C-I,Source
610608,Same,3,1.0,164.02,C-I,Source
610608,Same,3,1.0,164.02,C-I,Source
610608,Same,3,1.0,164.02,C-I,Source
610608,Same,3,1.0,164.02,C-I,Source
610608,Same,3,1.0,164.02,C-I,Source
610608,Different,3,1.0,164.02,C-I,Source
610608,Different,3,1.0,164.02,C-I,Source
610608,Different,3,1.0,164.02,C-I,Source
610608,Different,3,1.0,164.02,C-I,Source
610608,Different,3,1.0,164.02,C-I,Source
610608,Different,3,1.0,164.02,C-I,Source
610608,Different,3,1.0,164.02,C-I,Source
610608,Different,3,1.0,164.02,C-I,Source
610608,Different,3,1.0,164.02,C-I,Source
610608,Different,3,1.0,164.02,C-I,Source
610608,Different,3,1.0,164.02,C-I,Source
610608,Different,3,1.0,164.02,C-I,Source
610608,Different,3,1.0,164.02,C-I,Source
610608,Different,3,1.0,164.02,C-I,Source
610608,Different,3,1.0,164.02,C-I,Source
610609,Same,3,1.0,164.05,C-I,Source
610609,Same,3,1.0,164.05,C-I,Source
610609,Same,3,1.0,164.05,C-I,Source
610609,Same,3,1.0,164.05,C-I,Source
610609,Same,3,1.0,164.05,C-I,Source
610609,Same,3,1.0,164.05,C-I,Source
610609,Different,3,1.0,164.05,C-I,Source
610609,Different,3,1.0,164.05,C-I,Source
610609,Different,3,1.0,164.05,C-I,Source
610609,Different,3,1.0,164.05,C-I,Source
610609,Different,3,1.0,164.05,C-I,Source
610609,Different,3,1.0,164.05,C-I,Source
610609,Different,3,1.0,164.05,C-I,Source
610609,Different,3,1.0,164.05,C-I,Source
610609,Different,3,1.0,164.05,C-I,Source
610609,Different,3,1.0,164.05,C-I,Source
610609,Different,3,1.0,164.05,C-I,Source
610609,Different,3,1.0,164.05,C-I,Source
610609,Different,3,1.0,164.05,C-I,Source
610609,Different,3,1.0,164.05,C-I,Source
610609,Different,3,1.0,164.05,C-I,Source
610610,Same,3,1.0,164.02,C-I,Source
610610,Same,3,1.0,164.02,C-I,Source
610610,Same,3,1.0,164.02,C-I,Source
610610,Same,3,1.0,164.02,C-I,Source
610610,Same,3,1.0,164.02,C-I,Source
610610,Different,3,1.0,164.02,C-I,Source
610610,Different,3,1.0,164.02,C-I,Source
610610,Different,3,1.0,164.02,C-I,Source
610610,Different,3,1.0,164.02,C-I,Source
610610,Different,3,1.0,164.02,C-I,Source
610610,Different,3,1.0,164.02,C-I,Source
610610,Different,3,1.0,164.02,C-I,Source
610610,Different,3,1.0,164.02,C-I,Source
610610,Different,3,1.0,164.02,C-I,Source
610610,Different,3,1.0,164.02,C-I,Source
610610,Different,3,1.0,164.02,C-I,Source
610610,Different,3,1.0,164.02,C-I,Source
610610,Different,3,1.0,164.02,C-I,Source
610610,Different,3,1.0,164.02,C-I,Source
610610,Different,3,1.0,164.02,C-I,Source
610611,Same,3,1.0,164.02,C-I,Source
610611,Same,3,1.0,164.02,C-I,Source
610611,Same,3,1.0,164.02,C-I,Source
610611,Same,3,1.0,164.02,C-I,Source
610611,Different,3,1.0,164.02,C-I,Source
610611,Different,3,1.0,164.02,C-I,Source
610611,Different,3,1.0,164.02,C-I,Source
610611,Different,3,1.0,164.02,C-I,Source
610611,Different,3,1.0,164.02,C-I,Source
610611,Different,3,1.0,164.02,C-I,Source
610611,Different,3,1.0,164.02,C-I,Source
610611,Different,3,1.0,164.02,C-I,Source
610611,Different,3,1.0,164.02,C-I,Source
610611,Different,3,1.0,164.02,C-I,Source
610611,Different,3,1.0,164.02,C-I,Source
610611,Different,3,1.0,164.02,C-I,Source
610611,Different,3,1.0,164.02,C-I,Source
610611,Different,3,1.0,164.02,C-I,Source
610611,Different,3,1.0,164.02,C-I,Source
610612,Same,3,1.0,71.48,C-I,Source
610612,Same,3,1.0,71.48,C-I,Source
610612,Same,3,1.0,71.48,C-I,Source
610612,Different,3,1.0,71.48,C-I,Source
610612,Different,3,1.0,71.48,C-I,Source
610612,Different,3,1.0,71.48,C-I,Source
610612,Different,3,1.0,71.48,C-I,Source
610612,Different,3,1.0,71.48,C-I,Source
610612,Different,3,1.0,71.48,C-I,Source
610612,Different,3,1.0,71.48,C-I,Source
610612,Different,3,1.0,71.48,C-I,Source
610612,Different,3,1.0,71.48,C-I,Source
610612,Different,3,1.0,71.48,C-I,Source
610612,Different,3,1.0,71.48,C-I,Source
610612,Different,3,1.0,71.48,C-I,Source
610612,Different,3,1.0,71.48,C-I,Source
610612,Different,3,1.0,71.48,C-I,Source
610612,Different,3,1.0,71.48,C-I,Source
610613,Same,3,1.0,71.49,C-I,Source
610613,Same,3,1.0,71.49,C-I,Source
610613,Different,3,1.0,71.49,C-I,Source
610613,Different,3,1.0,71.49,C-I,Source
610613,Different,3,1.0,71.49,C-I,Source
610613,Different,3,1.0,71.49,C-I,Source
610613,Different,3,1.0,71.49,C-I,Source
610613,Different,3,1.0,71.49,C-I,Source
610613,Different,3,1.0,71.49,C-I,Source
610613,Different,3,1.0,71.49,C-I,Source
610613,Different,3,1.0,71.49,C-I,Source
610613,Different,3,1.0,71.49,C-I,Source
610613,Different,3,1.0,71.49,C-I,Source
610613,Different,3,1.0,71.49,C-I,Source
610613,Different,3,1.0,71.49,C-I,Source
610613,Different,3,1.0,71.49,C-I,Source
610613,Different,3,1.0,71.49,C-I,Source
610614,Same,3,1.0,71.47,C-I,Source
610614,Different,3,1.0,71.47,C-I,Source
610614,Different,3,1.0,71.47,C-I,Source
610614,Different,3,1.0,71.47,C-I,Source
610614,Different,3,1.0,71.47,C-I,Source
610614,Different,3,1.0,71.47,C-I,Source
610614,Different,3,1.0,71.47,C-I,Source
610614,Different,3,1.0,71.47,C-I,Source
610614,Different,3,1.0,71.47,C-I,Source
610614,Different,3,1.0,71.47,C-I,Source
610614,Different,3,1.0,71.47,C-I,Source
610614,Different,3,1.0,71.47,C-I,Source
610614,Different,3,1.0,71.47,C-I,Source
610614,Different,3,1.0,71.47,C-I,Source
610614,Different,3,1.0,71.47,C-I,Source
610614,Different,3,1.0,71.47,C-I,Source
610615,Different,3,1.0,71.48,C-I,Source
610615,Different,3,1.0,71.48,C-I,Source
610615,Different,3,1.0,71.48,C-I,Source
610615,Different,3,1.0,71.48,C-I,Source
610615,Different,3,1.0,71.48,C-I,Source
610615,Different,3,1.0,71.48,C-I,Source
610615,Different,3,1.0,71.48,C-I,Source
610615,Different,3,1.0,71.48,C-I,Source
610615,Different,3,1.0,71.48,C-I,Source
610615,Different,3,1.0,71.48,C-I,Source
610615,Different,3,1.0,71.48,C-I,Source
610615,Different,3,1.0,71.48,C-I,Source
610615,Different,3,1.0,71.48,C-I,Source
610615,Different,3,1.0,71.48,C-I,Source
610615,Different,3,1.0,71.48,C-I,Source
611623,Same,3,1.0,24.41,C-I,Source
611623,Same,3,1.0,24.41,C-I,Source
611623,Same,3,1.0,24.41,C-I,Source
611623,Same,3,1.0,24.41,C-I,Source
611623,Same,3,1.0,24.41,C-I,Source
611623,Same,3,1.0,24.41,C-I,Source
611623,Same,3,1.0,24.41,C-I,Source
611623,Same,3,1.0,24.41,C-I,Source
611623,Same,3,1.0,24.41,C-I,Source
611623,Same,3,1.0,24.41,C-I,Source
611623,Same,3,1.0,24.41,C-I,Source
611623,Same,3,1.0,24.41,C-I,Source
611623,Same,3,1.0,24.41,C-I,Source
611623,Same,3,1.0,24.41,C-I,Source
611623,Same,3,1.0,24.41,C-I,Source
611624,Same,3,1.0,116.38,C-I,Source
611624,Same,3,1.0,116.38,C-I,Source
611624,Same,3,1.0,116.38,C-I,Source
611624,Same,3,1.0,116.38,C-I,Source
611624,Same,3,1.0,116.38,C-I,Source
611624,Same,3,1.0,116.38,C-I,Source
611624,Same,3,1.0,116.38,C-I,Source
611624,Same,3,1.0,116.38,C-I,Source
611624,Same,3,1.0,116.38,C-I,Source
611624,Same,3,1.0,116.38,C-I,Source
611624,Same,3,1.0,116.38,C-I,Source
611624,Same,3,1.0,116.38,C-I,Source
611624,Same,3,1.0,116.38,C-I,Source
611624,Same,3,1.0,116.38,C-I,Source
611625,Same,3,1.0,28.22,C-I,Source
611625,Same,3,1.0,28.22,C-I,Source
611625,Same,3,1.0,28.22,C-I,Source
611625,Same,3,1.0,28.22,C-I,Source
611625,Same,3,1.0,28.22,C-I,Source
611625,Same,3,1.0,28.22,C-I,Source
611625,Same,3,1.0,28.22,C-I,Source
611625,Same,3,1.0,28.22,C-I,Source
611625,Same,3,1.0,28.22,C-I,Source
611625,Same,3,1.0,28.22,C-I,Source
611625,Same,3,1.0,28.22,C-I,Source
611625,Same,3,1.0,28.22,C-I,Source
611625,Same,3,1.0,28.22,C-I,Source
611626,Same,3,1.0,116.37,C-I,Source
611626,Same,3,1.0,116.37,C-I,Source
611626,Same,3,1.0,116.37,C-I,Source
611626,Same,3,1.0,116.37,C-I,Source
611626,Same,3,1.0,116.37,C-I,Source
611626,Same,3,1.0,116.37,C-I,Source
611626,Same,3,1.0,116.37,C-I,Source
611626,Same,3,1.0,116.37,C-I,Source
611626,Same,3,1.0,116.37,C-I,Source
611626,Same,3,1.0,116.37,C-I,Source
611626,Same,3,1.0,116.37,C-I,Source
611626,Same,3,1.0,116.37,C-I,Source
