Duration,Reviewer_sharing,Project_type
313.7,At least one,Source
67.12,At least one,Source
26.88,At least one,Source
65.32,At least one,Source
164.37,At least one,Source
254.3,At least one,Source
60.75,At least one,Source
355.84,At least one,Source
108.22,At least one,Source
70.96,At least one,Source
309.74,At least one,Source
205.86,At least one,Source
365.81,At least one,Source
116.72,At least one,Source
440.3,At least one,Source
337.91,At least one,Source
39.94,At least one,Source
27.29,At least one,Source
425.89,At least one,Source
99.37,At least one,Source
848.11,At least one,Source
6054.54,At least one,Source
52.63,At least one,Source
47.73,At least one,Source
42.98,At least one,Source
107.84,At least one,Source
7.25,At least one,Source
354.28,At least one,Source
95.92,At least one,Source
134.21,At least one,Source
99.37,At least one,Source
848.11,At least one,Source
3418.68,At least one,Source
2307.01,At least one,Source
218.44,At least one,Source
126.79,At least one,Source
7559.94,At least one,Source
96.58,At least one,Source
31.09,At least one,Source
80.58,At least one,Source
52.63,At least one,Source
47.73,At least one,Source
42.98,At least one,Source
52.63,At least one,Source
47.73,At least one,Source
42.98,At least one,Source
107.84,At least one,Source
7.25,At least one,Source
95.92,At least one,Source
134.21,At least one,Source
216.5,At least one,Source
39.94,At least one,Source
140.21,At least one,Source
164.9,At least one,Source
117.5,At least one,Source
141.73,At least one,Source
2018.95,At least one,Source
42.07,At least one,Source
145.58,At least one,Source
123.9,At least one,Source
372.04,At least one,Source
96.58,At least one,Source
31.09,At least one,Source
80.58,At least one,Source
44.06,At least one,Source
2278.14,At least one,Source
137.38,At least one,Source
1469.71,At least one,Source
285.14,At least one,Source
1961.6,At least one,Source
37.46,At least one,Source
606.29,At least one,Source
49.8,At least one,Source
329.25,At least one,Source
144.25,At least one,Source
128.35,At least one,Source
133.16,At least one,Source
596.5,At least one,Source
45.34,At least one,Source
740.15,At least one,Source
389.44,At least one,Source
383.55,At least one,Source
51.3,At least one,Source
16.07,At least one,Source
81.1,At least one,Source
76.23,At least one,Source
284.37,At least one,Source
1.8,At least one,Source
91.68,At least one,Source
296.97,At least one,Source
16.37,At least one,Source
448.58,At least one,Source
142.54,At least one,Source
15.67,At least one,Source
157.43,At least one,Source
145.58,At least one,Source
113.59,At least one,Source
2082.12,At least one,Source
115.37,At least one,Source
1036.06,At least one,Source
123.9,At least one,Source
143.63,At least one,Source
154.6,At least one,Source
45.12,At least one,Source
100.96,At least one,Source
43.39,At least one,Source
6.77,At least one,Source
47.73,At least one,Source
107.84,At least one,Source
7.25,At least one,Source
205.21,At least one,Source
16.37,At least one,Source
16.37,At least one,Source
108.87,At least one,Source
16.54,At least one,Source
137.38,At least one,Source
1469.71,At least one,Source
1961.6,At least one,Source
43.36,At least one,Source
76.2,At least one,Source
2790.64,At least one,Source
10.26,At least one,Source
12.76,At least one,Source
50.27,At least one,Source
50.27,At least one,Source
45.23,At least one,Source
50.17,At least one,Source
45.23,At least one,Source
50.27,At least one,Source
45.22,At least one,Source
50.17,At least one,Source
50.17,At least one,Source
45.23,At least one,Source
50.27,At least one,Source
50.27,At least one,Source
51.79,At least one,Source
51.87,At least one,Source
45.28,At least one,Source
214.66,At least one,Source
51.79,At least one,Source
51.87,At least one,Source
214.66,At least one,Source
214.63,At least one,Source
214.66,At least one,Source
214.63,At least one,Source
214.66,At least one,Source
198.11,At least one,Source
318.39,At least one,Source
44.38,At least one,Source
296.97,At least one,Source
147.89,At least one,Source
1189.29,At least one,Source
3.78,At least one,Source
142.54,At least one,Source
10.26,At least one,Source
12.76,At least one,Source
2.74,At least one,Source
989.52,At least one,Source
30.29,At least one,Source
499.98,At least one,Source
499.98,At least one,Source
201.51,At least one,Source
11.98,At least one,Source
260.47,At least one,Source
499.98,At least one,Source
140.21,At least one,Source
2507.5,At least one,Source
23.33,At least one,Source
142.54,At least one,Source
2.5,At least one,Source
1.8,At least one,Source
1.9,At least one,Source
2.59,At least one,Source
2.59,At least one,Source
2.5,At least one,Source
1.9,At least one,Source
2.59,At least one,Source
2.59,At least one,Source
2.5,At least one,Source
2.59,At least one,Source
14.99,At least one,Source
5.51,At least one,Source
5.26,At least one,Source
15.03,At least one,Source
5.51,At least one,Source
15.03,At least one,Source
5.51,At least one,Source
15.03,At least one,Source
17.03,At least one,Source
167.91,At least one,Source
23.24,At least one,Source
23.36,At least one,Source
130.75,At least one,Source
514.29,At least one,Source
17.52,At least one,Source
498.28,At least one,Source
53.78,At least one,Source
110.35,At least one,Source
11.98,At least one,Source
260.47,At least one,Source
8.21,At least one,Source
45.12,At least one,Source
100.96,At least one,Source
43.39,At least one,Source
6.77,At least one,Source
47.73,At least one,Source
107.84,At least one,Source
7.25,At least one,Source
237.26,At least one,Source
356.92,At least one,Source
4.21,At least one,Source
166.48,At least one,Source
3.48,At least one,Source
64.73,At least one,Source
186.39,At least one,Source
22.76,At least one,Source
264.74,At least one,Source
161.04,At least one,Source
43.36,At least one,Source
76.2,At least one,Source
33.64,At least one,Source
237.26,At least one,Source
352.98,At least one,Source
1315.32,At least one,Source
159.42,At least one,Source
4.21,At least one,Source
166.48,At least one,Source
23.33,At least one,Source
3.48,At least one,Source
64.73,At least one,Source
237.26,At least one,Source
101.86,At least one,Source
180.6,At least one,Source
193.04,At least one,Source
590.2,At least one,Source
23.33,At least one,Source
23.33,At least one,Source
4181.54,At least one,Source
1225.52,At least one,Source
61.74,At least one,Source
7.76,At least one,Source
23.33,At least one,Source
0.72,At least one,Source
545.91,At least one,Source
125.06,At least one,Source
6.69,At least one,Source
52.95,At least one,Source
673.32,At least one,Source
193.04,At least one,Source
15.97,At least one,Source
440.02,At least one,Source
374.29,At least one,Source
704.37,At least one,Source
193.04,At least one,Source
1107.78,At least one,Source
283.69,At least one,Source
72.01,At least one,Source
40.66,At least one,Source
51.3,At least one,Source
14.93,At least one,Source
1167.16,At least one,Source
3.96,At least one,Source
1167.16,At least one,Source
433.32,At least one,Source
3.55,At least one,Source
267.06,At least one,Source
95.18,At least one,Source
88.22,At least one,Source
21.84,At least one,Source
259.33,At least one,Source
6.17,At least one,Source
1167.16,At least one,Source
485.48,At least one,Source
485.48,At least one,Source
2201.64,At least one,Source
5876.28,At least one,Source
629.05,At least one,Source
851.61,At least one,Source
0.07,At least one,Source
34.32,At least one,Source
45.23,At least one,Source
2618.08,At least one,Source
356.06,At least one,Source
4181.54,At least one,Source
22.03,At least one,Source
22.03,At least one,Source
22.03,At least one,Source
18.16,At least one,Source
81.87,At least one,Source
25.43,At least one,Source
3.55,At least one,Source
336.66,At least one,Source
5.88,At least one,Source
410.37,At least one,Source
55.1,At least one,Source
851.61,At least one,Source
1.68,At least one,Source
681.98,At least one,Source
23.58,At least one,Source
23.58,At least one,Source
23.58,At least one,Source
184.51,At least one,Source
356.06,At least one,Source
18.16,At least one,Source
847.52,At least one,Source
1566.44,At least one,Source
81.87,At least one,Source
36.7,At least one,Source
143.87,At least one,Source
119.94,At least one,Source
18.16,At least one,Source
81.87,At least one,Source
690.87,At least one,Source
1865.7,At least one,Source
690.87,At least one,Source
690.87,At least one,Source
690.87,At least one,Source
690.87,At least one,Source
690.87,At least one,Source
690.87,At least one,Source
690.87,At least one,Source
690.87,At least one,Source
690.87,At least one,Source
690.87,At least one,Source
170.01,At least one,Source
74.47,At least one,Source
119.73,At least one,Source
210.8,At least one,Source
21.24,At least one,Source
196.17,At least one,Source
145.59,At least one,Source
88.89,At least one,Source
49.7,At least one,Source
1674.75,At least one,Source
4.97,At least one,Source
46.01,At least one,Source
690.87,At least one,Source
13.55,At least one,Source
383.31,At least one,Source
690.87,At least one,Source
336.66,At least one,Source
1674.75,At least one,Source
690.87,At least one,Source
175.94,At least one,Source
229.7,At least one,Source
263.1,At least one,Source
13.55,At least one,Source
383.31,At least one,Source
55.1,At least one,Source
173.91,At least one,Source
690.87,At least one,Source
868.17,At least one,Source
690.87,At least one,Source
3053.74,At least one,Source
40.38,At least one,Source
690.87,At least one,Source
690.87,At least one,Source
690.87,At least one,Source
690.87,At least one,Source
690.87,At least one,Source
690.87,At least one,Source
690.87,At least one,Source
690.87,At least one,Source
690.87,At least one,Source
159.42,At least one,Source
374.38,At least one,Source
8.21,At least one,Source
20.09,At least one,Source
19.32,At least one,Source
207.27,At least one,Source
151.3,At least one,Source
261.11,At least one,Source
259.99,At least one,Source
62.2,At least one,Source
20.09,At least one,Source
19.32,At least one,Source
690.87,At least one,Source
1214.41,At least one,Source
23.58,At least one,Source
316.0,At least one,Source
19983.74,At least one,Source
4345.58,At least one,Source
23.58,At least one,Source
17423.35,At least one,Source
2697.09,At least one,Source
962.97,At least one,Source
45.62,At least one,Source
1804.29,At least one,Source
1897.44,At least one,Source
1897.44,At least one,Source
44.66,At least one,Source
0.05,At least one,Source
112.32,At least one,Source
2189.46,At least one,Source
2513.07,At least one,Source
5.15,At least one,Source
332.26,At least one,Source
16.45,At least one,Source
95.53,At least one,Source
190.95,At least one,Source
2513.07,At least one,Source
5.15,At least one,Source
291.17,At least one,Source
3299.72,At least one,Source
570.4,At least one,Source
0.48,At least one,Source
1374.81,At least one,Source
113.01,At least one,Source
354.0,At least one,Source
354.0,At least one,Source
354.0,At least one,Source
405.22,At least one,Source
507.62,At least one,Source
274.48,At least one,Source
10.74,At least one,Source
1384.33,At least one,Source
316.0,At least one,Source
30.23,At least one,Source
144.78,At least one,Source
6128.17,At least one,Source
263.6,At least one,Source
2.89,At least one,Source
1107.3,At least one,Source
1.68,At least one,Source
68.24,At least one,Source
29.94,At least one,Source
792.22,At least one,Source
10.74,At least one,Source
1384.33,At least one,Source
144.78,At least one,Source
2745.79,At least one,Source
509.45,At least one,Source
2618.37,At least one,Source
31.35,At least one,Source
120.34,At least one,Source
3338.65,At least one,Source
666.87,At least one,Source
144.4,At least one,Source
143.05,At least one,Source
156.13,At least one,Source
621.31,At least one,Source
198.63,At least one,Source
194.33,At least one,Source
187.1,At least one,Source
0.23,At least one,Source
0.23,At least one,Source
0.23,At least one,Source
68.65,At least one,Source
496.14,At least one,Source
4117.33,At least one,Source
