Duration,Reviewer_sharing,Project_type
48.01,At least one,Source
12.61,At least one,Source
12.61,At least one,Source
12.61,At least one,Source
12.61,At least one,Source
12.61,At least one,Source
12.61,At least one,Source
12.61,At least one,Source
12.61,At least one,Source
12.61,At least one,Source
103.47,At least one,Source
103.47,At least one,Source
103.47,At least one,Source
103.47,At least one,Source
103.47,At least one,Source
103.47,At least one,Source
103.47,At least one,Source
103.47,At least one,Source
21.48,At least one,Source
21.48,At least one,Source
21.48,At least one,Source
21.48,At least one,Source
21.48,At least one,Source
21.48,At least one,Source
21.48,At least one,Source
152.79,At least one,Source
152.79,At least one,Source
152.79,At least one,Source
152.79,At least one,Source
152.79,At least one,Source
152.79,At least one,Source
194.7,At least one,Source
194.7,At least one,Source
194.7,At least one,Source
194.7,At least one,Source
194.7,At least one,Source
17.11,At least one,Source
17.11,At least one,Source
17.11,At least one,Source
17.11,At least one,Source
622.58,At least one,Source
622.58,At least one,Source
622.58,At least one,Source
13.35,At least one,Source
13.35,At least one,Source
565.13,At least one,Source
30.62,At least one,Source
111.22,At least one,Source
111.22,At least one,Source
135.02,At least one,Source
135.02,At least one,Source
131.12,At least one,Source
131.12,At least one,Source
264.86,At least one,Source
2523.23,At least one,Source
2523.23,At least one,Source
143.23,At least one,Source
958.22,At least one,Source
958.22,At least one,Source
504.17,At least one,Source
173.0,At least one,Source
173.0,At least one,Source
18.66,At least one,Source
5695.61,At least one,Source
742.74,At least one,Source
1894.31,At least one,Source
286.67,At least one,Source
79.28,At least one,Source
79.28,At least one,Source
79.23,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
7.77,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
5.51,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
183.97,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
2.18,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
17.79,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
114.69,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
25.16,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
285.86,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
122.97,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
135.56,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
161.92,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.41,At least one,Source
160.43,At least one,Source
160.43,At least one,Source
160.43,At least one,Source
160.43,At least one,Source
160.43,At least one,Source
160.43,At least one,Source
160.43,At least one,Source
160.43,At least one,Source
160.43,At least one,Source
160.43,At least one,Source
160.43,At least one,Source
160.43,At least one,Source
160.43,At least one,Source
160.43,At least one,Source
160.43,At least one,Source
160.43,At least one,Source
160.43,At least one,Source
160.43,At least one,Source
160.43,At least one,Source
160.43,At least one,Source
160.43,At least one,Source
160.43,At least one,Source
160.43,At least one,Source
160.4,At least one,Source
160.4,At least one,Source
160.4,At least one,Source
160.4,At least one,Source
160.4,At least one,Source
160.4,At least one,Source
160.4,At least one,Source
160.4,At least one,Source
160.4,At least one,Source
160.4,At least one,Source
160.4,At least one,Source
160.4,At least one,Source
160.4,At least one,Source
160.4,At least one,Source
160.4,At least one,Source
160.4,At least one,Source
160.4,At least one,Source
160.4,At least one,Source
160.4,At least one,Source
160.4,At least one,Source
160.4,At least one,Source
160.4,At least one,Source
120.27,At least one,Source
120.27,At least one,Source
120.27,At least one,Source
120.27,At least one,Source
120.27,At least one,Source
120.27,At least one,Source
120.27,At least one,Source
120.27,At least one,Source
120.27,At least one,Source
120.27,At least one,Source
120.27,At least one,Source
120.27,At least one,Source
120.27,At least one,Source
120.27,At least one,Source
120.27,At least one,Source
120.27,At least one,Source
120.27,At least one,Source
120.27,At least one,Source
120.27,At least one,Source
120.27,At least one,Source
120.27,At least one,Source
17.63,At least one,Source
17.63,At least one,Source
17.63,At least one,Source
17.63,At least one,Source
17.63,At least one,Source
17.63,At least one,Source
17.63,At least one,Source
17.63,At least one,Source
17.63,At least one,Source
17.63,At least one,Source
17.63,At least one,Source
17.63,At least one,Source
17.63,At least one,Source
17.63,At least one,Source
17.63,At least one,Source
17.63,At least one,Source
17.63,At least one,Source
17.63,At least one,Source
17.63,At least one,Source
17.63,At least one,Source
19.28,At least one,Source
19.28,At least one,Source
19.28,At least one,Source
19.28,At least one,Source
19.28,At least one,Source
19.28,At least one,Source
19.28,At least one,Source
19.28,At least one,Source
19.28,At least one,Source
19.28,At least one,Source
19.28,At least one,Source
19.28,At least one,Source
19.28,At least one,Source
19.28,At least one,Source
19.28,At least one,Source
19.28,At least one,Source
19.28,At least one,Source
19.28,At least one,Source
19.28,At least one,Source
31.6,At least one,Source
31.6,At least one,Source
31.6,At least one,Source
31.6,At least one,Source
31.6,At least one,Source
31.6,At least one,Source
31.6,At least one,Source
31.6,At least one,Source
31.6,At least one,Source
31.6,At least one,Source
31.6,At least one,Source
31.6,At least one,Source
31.6,At least one,Source
31.6,At least one,Source
31.6,At least one,Source
31.6,At least one,Source
31.6,At least one,Source
31.6,At least one,Source
4.01,At least one,Source
4.01,At least one,Source
4.01,At least one,Source
4.01,At least one,Source
4.01,At least one,Source
4.01,At least one,Source
4.01,At least one,Source
4.01,At least one,Source
4.01,At least one,Source
4.01,At least one,Source
4.01,At least one,Source
4.01,At least one,Source
4.01,At least one,Source
4.01,At least one,Source
4.01,At least one,Source
4.01,At least one,Source
4.01,At least one,Source
120.17,At least one,Source
120.17,At least one,Source
120.17,At least one,Source
120.17,At least one,Source
120.17,At least one,Source
120.17,At least one,Source
120.17,At least one,Source
120.17,At least one,Source
120.17,At least one,Source
120.17,At least one,Source
120.17,At least one,Source
120.17,At least one,Source
120.17,At least one,Source
120.17,At least one,Source
120.17,At least one,Source
120.17,At least one,Source
141.13,At least one,Source
141.13,At least one,Source
141.13,At least one,Source
141.13,At least one,Source
141.13,At least one,Source
141.13,At least one,Source
141.13,At least one,Source
141.13,At least one,Source
141.13,At least one,Source
141.13,At least one,Source
141.13,At least one,Source
141.13,At least one,Source
141.13,At least one,Source
141.13,At least one,Source
141.13,At least one,Source
4.31,At least one,Source
4.31,At least one,Source
4.31,At least one,Source
4.31,At least one,Source
4.31,At least one,Source
4.31,At least one,Source
4.31,At least one,Source
4.31,At least one,Source
4.31,At least one,Source
4.31,At least one,Source
4.31,At least one,Source
4.31,At least one,Source
4.31,At least one,Source
4.31,At least one,Source
104.27,At least one,Source
104.27,At least one,Source
104.27,At least one,Source
104.27,At least one,Source
104.27,At least one,Source
104.27,At least one,Source
104.27,At least one,Source
104.27,At least one,Source
104.27,At least one,Source
104.27,At least one,Source
104.27,At least one,Source
104.27,At least one,Source
104.27,At least one,Source
54.25,At least one,Source
54.25,At least one,Source
54.25,At least one,Source
54.25,At least one,Source
54.25,At least one,Source
54.25,At least one,Source
54.25,At least one,Source
54.25,At least one,Source
54.25,At least one,Source
54.25,At least one,Source
54.25,At least one,Source
54.25,At least one,Source
7.95,At least one,Source
7.95,At least one,Source
7.95,At least one,Source
7.95,At least one,Source
7.95,At least one,Source
7.95,At least one,Source
7.95,At least one,Source
7.95,At least one,Source
7.95,At least one,Source
7.95,At least one,Source
7.95,At least one,Source
28.83,At least one,Source
28.83,At least one,Source
28.83,At least one,Source
28.83,At least one,Source
28.83,At least one,Source
28.83,At least one,Source
28.83,At least one,Source
28.83,At least one,Source
28.83,At least one,Source
28.83,At least one,Source
147.97,At least one,Source
147.97,At least one,Source
147.97,At least one,Source
147.97,At least one,Source
147.97,At least one,Source
147.97,At least one,Source
147.97,At least one,Source
147.97,At least one,Source
147.97,At least one,Source
13.76,At least one,Source
13.76,At least one,Source
13.76,At least one,Source
13.76,At least one,Source
13.76,At least one,Source
13.76,At least one,Source
13.76,At least one,Source
13.76,At least one,Source
34.11,At least one,Source
34.11,At least one,Source
34.11,At least one,Source
34.11,At least one,Source
34.11,At least one,Source
34.11,At least one,Source
34.11,At least one,Source
1.28,At least one,Source
1.28,At least one,Source
1.28,At least one,Source
1.28,At least one,Source
1.28,At least one,Source
1.28,At least one,Source
28.78,At least one,Source
28.78,At least one,Source
28.78,At least one,Source
28.78,At least one,Source
28.78,At least one,Source
146.68,At least one,Source
146.68,At least one,Source
146.68,At least one,Source
146.68,At least one,Source
145.04,At least one,Source
145.04,At least one,Source
145.04,At least one,Source
0.59,At least one,Source
0.59,At least one,Source
0.91,At least one,Source
20.28,At least one,Source
20.28,At least one,Source
504.18,At least one,Source
193.96,At least one,Source
1005.86,At least one,Source
441.76,At least one,Source
118.53,At least one,Source
30.64,At least one,Source
4313.65,At least one,Source
74.02,At least one,Source
68.54,At least one,Source
68.92,At least one,Source
68.54,At least one,Source
77.96,At least one,Source
73.67,At least one,Source
68.53,At least one,Source
1807.48,At least one,Source
1807.48,At least one,Source
1.43,At least one,Source
0.27,At least one,Source
0.0,At least one,Source
213.54,At least one,Source
3309.33,At least one,Source
482.03,At least one,Source
27.5,At least one,Source
141.52,At least one,Source
189.98,At least one,Source
189.99,At least one,Source
201.92,At least one,Source
76.21,At least one,Source
186.79,At least one,Source
328.91,At least one,Source
328.91,At least one,Source
199.15,At least one,Source
18.93,At least one,Source
125.26,At least one,Source
125.26,At least one,Source
705.93,At least one,Source
0.28,At least one,Source
0.28,At least one,Source
0.28,At least one,Source
0.28,At least one,Source
0.28,At least one,Source
0.32,At least one,Source
0.32,At least one,Source
0.32,At least one,Source
0.32,At least one,Source
0.64,At least one,Source
0.64,At least one,Source
0.64,At least one,Source
0.69,At least one,Source
0.69,At least one,Source
0.0,At least one,Source
46.99,At least one,Source
46.99,At least one,Source
46.99,At least one,Source
46.99,At least one,Source
698.05,At least one,Source
698.05,At least one,Source
698.05,At least one,Source
144.18,At least one,Source
144.18,At least one,Source
53.69,At least one,Source
115.83,At least one,Source
1516.71,At least one,Source
1131.39,At least one,Source
829.48,At least one,Source
829.48,At least one,Source
826.46,At least one,Source
286.23,At least one,Source
119.93,At least one,Source
119.9,At least one,Source
163.72,At least one,Source
43.95,At least one,Source
115.39,At least one,Source
3619.92,At least one,Source
125.39,At least one,Source
1248.97,At least one,Source
1248.97,At least one,Source
3.5,At least one,Source
0.08,At least one,Source
503.6,At least one,Source
2.13,At least one,Source
499.43,At least one,Source
15.57,At least one,Source
1282.73,At least one,Source
1.99,At least one,Source
125.17,At least one,Source
125.17,At least one,Source
305.32,At least one,Source
305.32,At least one,Source
305.32,At least one,Source
305.32,At least one,Source
151.93,At least one,Source
151.93,At least one,Source
151.93,At least one,Source
145.7,At least one,Source
145.7,At least one,Source
124.82,At least one,Source
41.93,At least one,Source
859.79,At least one,Source
859.79,At least one,Source
858.59,At least one,Source
1033.45,At least one,Source
1033.45,At least one,Source
23.53,At least one,Source
0.03,At least one,Source
10316.13,At least one,Source
49.92,At least one,Source
997.34,At least one,Source
997.34,At least one,Source
997.34,At least one,Source
1.17,At least one,Source
1.17,At least one,Source
132.27,At least one,Source
2.88,At least one,Source
2.88,At least one,Source
2.88,At least one,Source
2.88,At least one,Source
19.22,At least one,Source
19.22,At least one,Source
63.39,At least one,Source
63.39,At least one,Source
40.48,At least one,Source
41.86,At least one,Source
26.93,At least one,Source
26.93,At least one,Source
26.93,At least one,Source
26.93,At least one,Source
26.93,At least one,Source
26.93,At least one,Source
26.93,At least one,Source
26.93,At least one,Source
26.93,At least one,Source
26.93,At least one,Source
1.18,At least one,Source
1.18,At least one,Source
1.18,At least one,Source
1.18,At least one,Source
1.18,At least one,Source
1.18,At least one,Source
1.18,At least one,Source
1.18,At least one,Source
1.05,At least one,Source
1.05,At least one,Source
1.05,At least one,Source
1.05,At least one,Source
1.05,At least one,Source
1.05,At least one,Source
1.05,At least one,Source
1.05,At least one,Source
140.16,At least one,Source
140.16,At least one,Source
140.16,At least one,Source
140.16,At least one,Source
140.16,At least one,Source
140.16,At least one,Source
140.16,At least one,Source
140.16,At least one,Source
139.71,At least one,Source
139.71,At least one,Source
139.71,At least one,Source
139.71,At least one,Source
139.71,At least one,Source
4.99,At least one,Source
4.99,At least one,Source
4.99,At least one,Source
4.99,At least one,Source
4.99,At least one,Source
173.62,At least one,Source
173.62,At least one,Source
173.62,At least one,Source
173.62,At least one,Source
173.62,At least one,Source
107.43,At least one,Source
107.43,At least one,Source
107.43,At least one,Source
107.43,At least one,Source
88.05,At least one,Source
88.05,At least one,Source
88.05,At least one,Source
315.0,At least one,Source
315.0,At least one,Source
19.58,At least one,Source
81.87,At least one,Source
81.86,At least one,Source
101.69,At least one,Source
101.68,At least one,Source
1336.84,At least one,Source
118.05,At least one,Source
331.59,At least one,Source
916.27,At least one,Source
916.27,At least one,Source
504.13,At least one,Source
97.09,At least one,Source
97.09,At least one,Source
137.28,At least one,Source
137.28,At least one,Source
165.3,At least one,Source
165.3,At least one,Source
164.17,At least one,Source
164.17,At least one,Source
1077.56,At least one,Source
1077.56,At least one,Source
1077.56,At least one,Source
13.71,At least one,Source
13.71,At least one,Source
504.13,At least one,Source
310.65,At least one,Source
643.6,At least one,Source
643.6,At least one,Source
643.6,At least one,Source
643.6,At least one,Source
643.6,At least one,Source
643.6,At least one,Source
643.6,At least one,Source
643.6,At least one,Source
403.95,At least one,Source
403.95,At least one,Source
403.95,At least one,Source
403.95,At least one,Source
403.95,At least one,Source
403.95,At least one,Source
403.95,At least one,Source
403.95,At least one,Source
403.95,At least one,Source
39.72,At least one,Source
39.72,At least one,Source
39.72,At least one,Source
39.72,At least one,Source
39.72,At least one,Source
39.72,At least one,Source
39.72,At least one,Source
39.72,At least one,Source
52.77,At least one,Source
52.77,At least one,Source
52.77,At least one,Source
52.77,At least one,Source
52.77,At least one,Source
52.77,At least one,Source
52.77,At least one,Source
48.74,At least one,Source
48.74,At least one,Source
48.74,At least one,Source
48.74,At least one,Source
48.74,At least one,Source
48.74,At least one,Source
25.13,At least one,Source
25.13,At least one,Source
25.13,At least one,Source
25.13,At least one,Source
25.13,At least one,Source
1044.89,At least one,Source
1044.89,At least one,Source
1044.89,At least one,Source
1044.89,At least one,Source
232.32,At least one,Source
232.32,At least one,Source
232.32,At least one,Source
182.16,At least one,Source
182.16,At least one,Source
1.33,At least one,Source
1.33,At least one,Source
1.33,At least one,Source
1.33,At least one,Source
1.33,At least one,Source
0.0,At least one,Source
17.46,At least one,Source
4.07,At least one,Source
370.97,At least one,Source
95.56,At least one,Source
97.64,At least one,Source
23.34,At least one,Source
23.34,At least one,Source
23.34,At least one,Source
23.34,At least one,Source
23.34,At least one,Source
23.34,At least one,Source
23.34,At least one,Source
50.16,At least one,Source
50.16,At least one,Source
50.16,At least one,Source
50.16,At least one,Source
50.16,At least one,Source
50.16,At least one,Source
28.72,At least one,Source
28.72,At least one,Source
28.72,At least one,Source
28.72,At least one,Source
28.72,At least one,Source
317.82,At least one,Source
317.82,At least one,Source
317.82,At least one,Source
317.82,At least one,Source
9.16,At least one,Source
9.16,At least one,Source
9.16,At least one,Source
8.34,At least one,Source
8.34,At least one,Source
8.18,At least one,Source
4.8,At least one,Source
4.8,At least one,Source
4.8,At least one,Source
0.52,At least one,Source
0.52,At least one,Source
0.0,At least one,Source
7015.25,At least one,Source
1064.47,At least one,Source
1064.47,At least one,Source
1064.47,At least one,Source
1064.47,At least one,Source
1064.47,At least one,Source
1064.47,At least one,Source
1064.47,At least one,Source
1064.47,At least one,Source
213.66,At least one,Source
213.66,At least one,Source
213.66,At least one,Source
213.66,At least one,Source
213.66,At least one,Source
213.66,At least one,Source
213.66,At least one,Source
143.49,At least one,Source
143.49,At least one,Source
143.49,At least one,Source
143.49,At least one,Source
143.49,At least one,Source
143.49,At least one,Source
115.59,At least one,Source
115.59,At least one,Source
115.59,At least one,Source
115.59,At least one,Source
115.59,At least one,Source
123.52,At least one,Source
123.52,At least one,Source
123.52,At least one,Source
123.52,At least one,Source
2.91,At least one,Source
2.91,At least one,Source
2.91,At least one,Source
2.89,At least one,Source
2.89,At least one,Source
24.71,At least one,Source
3.76,At least one,Source
3.76,At least one,Source
3.76,At least one,Source
3.6,At least one,Source
3.6,At least one,Source
3.75,At least one,Source
73.92,At least one,Source
73.92,At least one,Source
70.0,At least one,Source
13.11,At least one,Source
19.83,At least one,Source
19.83,At least one,Source
504.12,At least one,Source
114.52,At least one,Source
114.52,At least one,Source
114.52,At least one,Source
120.52,At least one,Source
120.52,At least one,Source
106.14,At least one,Source
106.14,At least one,Source
23.94,At least one,Source
42.64,At least one,Source
489.16,At least one,Source
1730.47,At least one,Source
307.78,At least one,Source
672.99,At least one,Source
96.37,At least one,Source
96.37,At least one,Source
96.37,At least one,Source
96.37,At least one,Source
96.37,At least one,Source
96.37,At least one,Source
8.05,At least one,Source
8.05,At least one,Source
8.05,At least one,Source
8.05,At least one,Source
8.05,At least one,Source
193.73,At least one,Source
193.73,At least one,Source
193.73,At least one,Source
193.73,At least one,Source
15.21,At least one,Source
15.21,At least one,Source
15.21,At least one,Source
206.76,At least one,Source
206.76,At least one,Source
5.17,At least one,Source
110.31,At least one,Source
2.76,At least one,Source
25.43,At least one,Source
289.65,At least one,Source
289.65,At least one,Source
289.65,At least one,Source
314.92,At least one,Source
314.92,At least one,Source
314.06,At least one,Source
1706.71,At least one,Source
8.43,At least one,Source
78.55,At least one,Source
78.55,At least one,Source
334.03,At least one,Source
4.69,At least one,Source
787.43,At least one,Source
23.85,At least one,Source
113.63,At least one,Source
17.94,At least one,Source
5.03,At least one,Source
285.59,At least one,Source
16.38,At least one,Source
89.15,At least one,Source
7.71,At least one,Source
27.09,At least one,Source
8.41,At least one,Source
137.36,At least one,Source
1240.87,At least one,Source
314.23,At least one,Source
314.23,At least one,Source
314.23,At least one,Source
314.23,At least one,Source
314.23,At least one,Source
314.23,At least one,Source
314.23,At least one,Source
314.23,At least one,Source
314.23,At least one,Source
314.23,At least one,Source
509.31,At least one,Source
509.31,At least one,Source
509.31,At least one,Source
509.31,At least one,Source
509.31,At least one,Source
509.31,At least one,Source
509.31,At least one,Source
509.31,At least one,Source
509.31,At least one,Source
679.12,At least one,Source
679.12,At least one,Source
679.12,At least one,Source
679.12,At least one,Source
679.12,At least one,Source
679.12,At least one,Source
679.12,At least one,Source
679.12,At least one,Source
458.28,At least one,Source
458.28,At least one,Source
458.28,At least one,Source
458.28,At least one,Source
458.28,At least one,Source
458.28,At least one,Source
458.28,At least one,Source
678.62,At least one,Source
678.62,At least one,Source
678.62,At least one,Source
678.62,At least one,Source
678.62,At least one,Source
678.62,At least one,Source
290.51,At least one,Source
290.51,At least one,Source
290.51,At least one,Source
290.51,At least one,Source
290.51,At least one,Source
513.39,At least one,Source
513.39,At least one,Source
513.39,At least one,Source
513.39,At least one,Source
846.23,At least one,Source
846.23,At least one,Source
846.23,At least one,Source
846.23,At least one,Source
846.23,At least one,Source
822.53,At least one,Source
115.4,At least one,Source
1.74,At least one,Source
343.47,At least one,Source
233.97,At least one,Source
2.25,At least one,Source
7.52,At least one,Source
19.18,At least one,Source
19.18,At least one,Source
19.18,At least one,Source
44.03,At least one,Source
840.84,At least one,Source
317.45,At least one,Source
317.45,At least one,Source
317.45,At least one,Source
317.45,At least one,Source
335.31,At least one,Source
29.59,At least one,Source
8.4,At least one,Source
8.4,At least one,Source
8.4,At least one,Source
8.4,At least one,Source
2.12,At least one,Source
2.12,At least one,Source
242.01,At least one,Source
242.01,At least one,Source
242.01,At least one,Source
7.84,At least one,Source
241.82,At least one,Source
90.6,At least one,Source
824.1,At least one,Source
4.25,At least one,Source
4.25,At least one,Source
4.25,At least one,Source
4.25,At least one,Source
4.25,At least one,Source
4.25,At least one,Source
4.25,At least one,Source
4.25,At least one,Source
9.02,At least one,Source
9.02,At least one,Source
9.02,At least one,Source
9.02,At least one,Source
9.02,At least one,Source
9.02,At least one,Source
9.02,At least one,Source
31.72,At least one,Source
31.72,At least one,Source
31.72,At least one,Source
31.72,At least one,Source
31.72,At least one,Source
31.72,At least one,Source
9.64,At least one,Source
9.64,At least one,Source
9.64,At least one,Source
9.64,At least one,Source
9.64,At least one,Source
8.04,At least one,Source
8.04,At least one,Source
8.04,At least one,Source
8.04,At least one,Source
8.82,At least one,Source
8.82,At least one,Source
8.82,At least one,Source
8.76,At least one,Source
8.76,At least one,Source
7.58,At least one,Source
1154.1,At least one,Source
16.47,At least one,Source
8.86,At least one,Source
8.86,At least one,Source
504.13,At least one,Source
5739.79,At least one,Source
110.99,At least one,Source
110.98,At least one,Source
163.52,At least one,Source
110.98,At least one,Source
474.94,At least one,Source
474.94,At least one,Source
474.94,At least one,Source
474.94,At least one,Source
241.34,At least one,Source
241.34,At least one,Source
241.34,At least one,Source
241.34,At least one,Source
207.56,At least one,Source
168.08,At least one,Source
168.07,At least one,Source
95.83,At least one,Source
95.01,At least one,Source
931.18,At least one,Source
173.08,At least one,Source
55.11,At least one,Source
335.42,At least one,Source
259.7,At least one,Source
