Path,length,service_length
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/release-tools', 'openstack/releases', 'openstack/releases', 'openstack/openstack-zuul-jobs', 'openstack/releases']",3,2
"['openstack/bandit', 'openstack/bandit', 'openstack/glance_store']",2,2
"['openstack/horizon', 'openstack/horizon', 'openstack/requirements']",2,2
"['openstack/project-config', 'openstack/openstack-zuul-jobs', 'openstack/ansible-hardening', 'openstack/ansible-hardening']",3,2
"['openstack/openstack-zuul-jobs', 'openstack/project-config', 'openstack/glance']",3,2
"['openstack/releases', 'openstack/nova', 'openstack/nova', 'openstack/nova']",2,2
"['openstack/releases', 'openstack/python-novaclient']",2,2
"['openstack/nova', 'openstack/devstack-plugin-ceph']",2,2
"['openstack/releases', 'openstack/project-config']",2,2
"['openstack/tripleo-heat-templates', 'openstack/puppet-neutron']",2,2
"['openstack/keystone', 'openstack/devstack']",2,2
"['openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/puppet-panko', 'openstack/puppet-panko']",2,2
"['openstack/project-team-guide', 'openstack/governance']",2,2
"['openstack/requirements', 'openstack/ironic-inspector']",2,2
"['openstack/monasca-notification', 'openstack/requirements']",2,2
"['openstack/openstack-ansible-os_monasca', 'openstack/openstack-ansible-os_searchlight', 'openstack/openstack-ansible-os_trove', 'openstack/openstack-ansible-os_trove', 'openstack/openstack-ansible-os_monasca', 'openstack/openstack-ansible-os_monasca', 'openstack/openstack-ansible-tests', 'openstack/openstack-ansible-tests', 'openstack/openstack-ansible-tests', 'openstack/openstack-ansible-os_monasca', 'openstack/openstack-ansible-os_monasca-agent', 'openstack/openstack-ansible-os_searchlight', 'openstack/openstack-ansible-tests']",5,2
"['openstack/barbican', 'openstack/barbican', 'openstack/barbican', 'openstack/barbican', 'openstack/barbican', 'openstack/openstack-zuul-jobs', 'openstack/project-config', 'openstack/openstack-zuul-jobs']",3,2
"['openstack/tripleo-heat-templates', 'openstack/mistral']",2,2
"['openstack/project-config', 'openstack/oslo.config', 'openstack/oslo.concurrency']",3,2
"['openstack/releases', 'openstack/python-novaclient']",2,2
"['openstack/nova', 'openstack/nova', 'openstack/nova', 'openstack/nova', 'openstack/releases']",2,2
"['openstack/congress-tempest-plugin', 'openstack/congress']",2,2
"['openstack/heat', 'openstack/oslo.service']",2,2
"['openstack/requirements', 'openstack/neutron']",2,2
"['openstack/heat', 'openstack/octavia', 'openstack/heat']",2,2
"['openstack/openstack-helm', 'openstack/keystone']",2,2
"['openstack/ossa', 'openstack/nova', 'openstack/cinder', 'openstack/nova', 'openstack/cinder']",3,3
"['openstack/kolla', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/kolla']",2,2
"['openstack/openstack-ansible', 'openstack/releases']",2,2
"['openstack/cinder', 'openstack/cinder', 'openstack/cinder', 'openstack/project-config', 'openstack/grenade']",3,3
"['openstack/openstack-ansible', 'openstack/releases']",2,2
"['openstack/openstack-ansible', 'openstack/releases']",2,2
"['openstack/project-config', 'openstack/trove-dashboard']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/project-config', 'openstack/governance', 'openstack/project-config']",2,2
"['openstack/congress', 'openstack/congress', 'openstack/congress-tempest-plugin']",2,2
"['openstack/magnum-ui', 'openstack/horizon']",2,2
"['openstack/devstack', 'openstack/devstack', 'openstack/devstack', 'openstack/devstack', 'openstack/devstack', 'openstack/openstacksdk', 'openstack/zun']",3,3
"['openstack/networking-bgpvpn', 'openstack/project-config', 'openstack/networking-bgpvpn']",2,2
"['openstack/openstack-zuul-jobs', 'openstack/project-config', 'openstack/manila-ui']",3,2
"['openstack/openstack-ansible-ceph_client', 'openstack/openstack-ansible-tests', 'openstack/openstack-ansible-ceph_client', 'openstack/openstack-ansible-tests']",2,2
"['openstack/horizon', 'openstack/manila-ui']",2,2
"['openstack/devstack', 'openstack/devstack', 'openstack/devstack', 'openstack/kuryr-tempest-plugin', 'openstack/kuryr-kubernetes']",3,2
"['openstack/requirements', 'openstack/project-team-guide']",2,2
"['openstack/oslo.config', 'openstack/openstack-zuul-jobs']",2,2
"['openstack/patrole', 'openstack/tempest', 'openstack/devstack', 'openstack/devstack', 'openstack/tempest']",3,2
"['openstack/nova', 'openstack/nova', 'openstack/requirements']",2,2
"['openstack/openstack-zuul-jobs', 'openstack/project-config', 'openstack/castellan']",3,2
"['openstack/zun', 'openstack/devstack-plugin-container']",2,2
"['openstack/project-config', 'openstack/governance', 'openstack/project-config']",2,2
"['openstack/dragonflow', 'openstack/dragonflow', 'openstack/requirements', 'openstack/dragonflow', 'openstack/dragonflow']",2,2
"['openstack/octavia', 'openstack/diskimage-builder']",2,2
"['openstack/neutron', 'openstack/octavia', 'openstack/neutron']",2,2
"['openstack/os-vif', 'openstack/octavia']",2,2
"['openstack/tripleo-quickstart-extras', 'openstack/tripleo-heat-templates', 'openstack/kolla-ansible', 'openstack/kolla-ansible', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/paunch', 'openstack/paunch']",4,2
"['openstack/governance', 'openstack/security-analysis']",2,2
"['openstack/tripleo-heat-templates', 'openstack/kolla', 'openstack/tripleo-heat-templates', 'openstack/kolla']",2,2
"['openstack/zun-ui', 'openstack/horizon']",2,2
"['openstack/requirements', 'openstack/keystone']",2,2
"['openstack/project-config', 'openstack/monasca-ui', 'openstack/monasca-ui', 'openstack/monasca-ui', 'openstack/monasca-ui', 'openstack/project-config']",2,2
"['openstack/tempest', 'openstack/monasca-tempest-plugin']",2,2
"['openstack/openstack-manuals', 'openstack/openstack-manuals', 'openstack/governance']",2,2
"['openstack/openstack-ansible', 'openstack/releases']",2,2
"['openstack/tripleo-heat-templates', 'openstack/puppet-mistral']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/project-config', 'openstack/tacker-specs']",2,2
"['openstack/openstack-ansible', 'openstack/releases']",2,2
"['openstack/nova', 'openstack/nova', 'openstack/ironic']",2,2
"['openstack/rally', 'openstack/neutron', 'openstack/rally-openstack', 'openstack/rally']",3,2
"['openstack/openstack-ansible', 'openstack/releases']",2,2
"['openstack/networking-sfc', 'openstack/networking-sfc', 'openstack/neutron', 'openstack/tricircle', 'openstack/solum', 'openstack/octavia', 'openstack/networking-generic-switch', 'openstack/devstack-gate', 'openstack/vitrage', 'openstack/trove', 'openstack/tempest', 'openstack/tacker', 'openstack/grenade', 'openstack/rally', 'openstack/heat', 'openstack/python-openstackclient', 'openstack/magnum', 'openstack/networking-calico', 'openstack/neutron-fwaas', 'openstack/openstacksdk', 'openstack/neutron-lbaas', 'openstack/networking-l2gw', 'openstack/tricircle', 'openstack/solum', 'openstack/networking-sfc', 'openstack/ironic', 'openstack/octavia', 'openstack/neutron', 'openstack/devstack', 'openstack/nova', 'openstack/manila', 'openstack/networking-midonet', 'openstack/networking-bgpvpn', 'openstack/networking-odl', 'openstack/networking-ovn', 'openstack/dragonflow', 'openstack/neutron', 'openstack/tap-as-a-service', 'openstack/kuryr-libnetwork', 'openstack/designate', 'openstack/neutron-dynamic-routing', 'openstack/cue', 'openstack/neutron-vpnaas', 'openstack/searchlight', 'openstack/trove-integration', 'openstack/neutron', 'openstack/neutron', 'openstack/neutron-tempest-plugin']",39,18
"['openstack/openstack-zuul-jobs', 'openstack/senlin', 'openstack/congress', 'openstack/neutron', 'openstack/neutron', 'openstack/neutron']",4,3
"['openstack/requirements', 'openstack/nova']",2,2
"['openstack/tripleo-heat-templates', 'openstack/tripleo-common', 'openstack/kolla', 'openstack/tripleo-heat-templates', 'openstack/tripleo-common', 'openstack/puppet-tripleo', 'openstack/puppet-tripleo']",4,2
"['openstack/tripleo-heat-templates', 'openstack/puppet-tripleo', 'openstack/puppet-cinder', 'openstack/tripleo-heat-templates', 'openstack/puppet-tripleo', 'openstack/puppet-cinder']",3,2
"['openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/puppet-heat', 'openstack/puppet-heat', 'openstack/puppet-heat', 'openstack/puppet-heat']",2,2
"['openstack/nova', 'openstack/releases', 'openstack/nova']",2,2
"['openstack/zun', 'openstack/kuryr-libnetwork']",2,2
"['openstack/zun', 'openstack/zun', 'openstack/neutron', 'openstack/kuryr-libnetwork', 'openstack/kuryr-libnetwork', 'openstack/zun']",3,3
"['openstack/project-config', 'openstack/governance']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/tacker']",2,2
"['openstack/neutron', 'openstack/devstack', 'openstack/neutron', 'openstack/devstack']",2,2
"['openstack/requirements', 'openstack/keystone']",2,2
"['openstack/patrole', 'openstack/tempest']",2,2
"['openstack/ansible-role-python_venv_build', 'openstack/openstack-ansible-os_glance']",2,2
"['openstack/requirements', 'openstack/project-config']",2,2
"['openstack/project-config', 'openstack/neutron']",2,2
"['openstack/nova', 'openstack/nova', 'openstack/oslotest', 'openstack/nova']",2,2
"['openstack/tripleo-heat-templates', 'openstack/puppet-tripleo', 'openstack/puppet-neutron']",3,2
"['openstack/neutron', 'openstack/nova', 'openstack/nova', 'openstack/nova', 'openstack/nova', 'openstack/nova']",2,2
"['openstack/tripleo-heat-templates', 'openstack/puppet-tripleo', 'openstack/instack-undercloud', 'openstack/tripleo-quickstart-extras', 'openstack/puppet-nova', 'openstack/puppet-nova']",5,2
"['openstack/devstack', 'openstack/devstack-gate']",2,2
"['openstack/openstack-manuals', 'openstack/zun']",2,2
"['openstack/python-cinderclient', 'openstack/openstack-ansible-os_cinder', 'openstack/openstack-ansible']",3,2
"['openstack/heat-templates', 'openstack/os-collect-config', 'openstack/tripleo-image-elements', 'openstack/heat']",4,2
"['openstack/project-config', 'openstack/requirements']",2,2
"['openstack/requirements', 'openstack/python-glanceclient', 'openstack/tacker']",3,3
"['openstack/osc-placement', 'openstack/openstack-zuul-jobs', 'openstack/osc-placement', 'openstack/project-config']",3,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/diskimage-builder', 'openstack/tripleo-ci']",2,2
"['openstack/neutron-vpnaas-dashboard', 'openstack/horizon']",2,2
"['openstack/nova', 'openstack/requirements']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/devstack-plugin-ceph', 'openstack/manila']",2,2
"['openstack/nova', 'openstack/nova', 'openstack/openstack-zuul-jobs', 'openstack/project-config', 'openstack/tempest', 'openstack/devstack', 'openstack/nova']",5,4
"['openstack/zun-ui', 'openstack/requirements']",2,2
"['openstack/nova', 'openstack/nova', 'openstack/tempest', 'openstack/nova']",2,2
"['openstack/devstack', 'openstack/swift']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/python-ceilometerclient', 'openstack/ceilometer', 'openstack/osprofiler']",3,3
"['openstack/releases', 'openstack/puppet-tempest']",2,2
"['openstack/taskflow', 'openstack/requirements', 'openstack/taskflow', 'openstack/taskflow', 'openstack/taskflow']",2,2
"['openstack/networking-bgpvpn', 'openstack/requirements']",2,2
"['openstack/watcher-dashboard', 'openstack/project-config']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/ansible-role-systemd_networkd', 'openstack/ansible-role-systemd_service', 'openstack/ansible-role-systemd_mount', 'openstack/openstack-ansible-tests']",4,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/rpm-packaging', 'openstack/requirements']",2,2
"['openstack/octavia', 'openstack/neutron-lbaas', 'openstack/octavia']",2,2
"['openstack/neutron', 'openstack/devstack', 'openstack/devstack']",2,2
"['openstack/charm-swift-proxy', 'openstack/charm-glance', 'openstack/charm-glance', 'openstack/charm-keystone']",3,3
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/releases', 'openstack/project-config']",2,2
"['openstack/devstack', 'openstack/tempest', 'openstack/devstack']",2,2
"['openstack/releases', 'openstack/project-config']",2,2
"['openstack/devstack', 'openstack/devstack', 'openstack/nova', 'openstack/nova']",2,2
"['openstack/openstack-ansible', 'openstack/releases']",2,2
"['openstack/openstack-ansible', 'openstack/releases']",2,2
"['openstack/murano-dashboard', 'openstack/project-config']",2,2
"['openstack/octavia', 'openstack/openstacksdk']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/solum-dashboard', 'openstack/project-config']",2,2
"['openstack/openstack-zuul-jobs', 'openstack/dragonflow', 'openstack/neutron', 'openstack/neutron-dynamic-routing', 'openstack/openstack-zuul-jobs', 'openstack/project-config']",5,2
"['openstack/python-tripleoclient', 'openstack/tripleo-heat-templates', 'openstack/puppet-nova', 'openstack/puppet-tripleo', 'openstack/tripleo-common']",5,2
"['openstack/kolla', 'openstack/requirements']",2,2
"['openstack/zaqar-ui', 'openstack/project-config']",2,2
"['openstack/devstack', 'openstack/nova']",2,2
"['openstack/magnum-ui', 'openstack/project-config']",2,2
"['openstack/zun-ui', 'openstack/project-config']",2,2
"['openstack/senlin-dashboard', 'openstack/project-config']",2,2
"['openstack/osc-lib', 'openstack/requirements', 'openstack/keystoneauth']",3,3
"['openstack/tripleo-quickstart', 'openstack/networking-ovn', 'openstack/networking-ovn', 'openstack/networking-ovn']",2,2
"['openstack/barbican-tempest-plugin', 'openstack/nova']",2,2
"['openstack/devstack', 'openstack/tempest']",2,2
"['openstack/requirements', 'openstack/neutron', 'openstack/horizon', 'openstack/requirements']",3,3
"['openstack/cliff', 'openstack/python-neutronclient']",2,2
"['openstack/python-zunclient', 'openstack/requirements']",2,2
"['openstack/solum', 'openstack/zun']",2,2
"['openstack/openstack-ansible', 'openstack/releases']",2,2
"['openstack/ironic', 'openstack/devstack', 'openstack/devstack', 'openstack/devstack']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/project-config', 'openstack/governance']",2,2
"['openstack/project-config', 'openstack/governance']",2,2
"['openstack/project-config', 'openstack/governance']",2,2
"['openstack/project-config', 'openstack/governance']",2,2
"['openstack/project-config', 'openstack/governance']",2,2
"['openstack/project-config', 'openstack/governance']",2,2
"['openstack/project-config', 'openstack/governance']",2,2
"['openstack/tempest', 'openstack/neutron', 'openstack/neutron-tempest-plugin']",3,2
"['openstack/rally', 'openstack/devstack']",2,2
"['openstack/requirements', 'openstack/project-config']",2,2
"['openstack/networking-odl', 'openstack/tempest']",2,2
"['openstack/openstack-zuul-jobs', 'openstack/project-config', 'openstack/puppet-openstack-integration', 'openstack/puppet-openstack_spec_helper', 'openstack/puppet-openstack_spec_helper', 'openstack/puppet-openstack_spec_helper', 'openstack/puppet-openstack_spec_helper', 'openstack/puppet-openstack-integration', 'openstack/puppet-openstack-integration', 'openstack/puppet-openstack_spec_helper', 'openstack/puppet-openstack-cookiecutter']",5,2
"['openstack/project-config', 'openstack/puppet-tempest', 'openstack/puppet-tempest', 'openstack/puppet-tempest', 'openstack/puppet-tempest', 'openstack/puppet-vitrage', 'openstack/puppet-ceph', 'openstack/puppet-gnocchi', 'openstack/puppet-ironic', 'openstack/puppet-designate', 'openstack/puppet-zaqar', 'openstack/puppet-trove', 'openstack/puppet-gnocchi', 'openstack/puppet-gnocchi', 'openstack/puppet-zaqar', 'openstack/puppet-zaqar', 'openstack/puppet-ec2api', 'openstack/puppet-ovn', 'openstack/puppet-congress', 'openstack/puppet-ovn', 'openstack/puppet-congress', 'openstack/puppet-tacker', 'openstack/puppet-manila', 'openstack/puppet-ovn', 'openstack/puppet-tacker', 'openstack/puppet-ec2api', 'openstack/puppet-watcher', 'openstack/puppet-aodh', 'openstack/puppet-vswitch', 'openstack/puppet-mistral', 'openstack/puppet-panko', 'openstack/puppet-ceilometer', 'openstack/puppet-manila', 'openstack/puppet-mistral', 'openstack/puppet-horizon', 'openstack/puppet-mistral', 'openstack/puppet-ceilometer', 'openstack/puppet-vswitch', 'openstack/puppet-horizon', 'openstack/puppet-manila', 'openstack/puppet-oslo', 'openstack/puppet-openstack_extras', 'openstack/puppet-oslo', 'openstack/puppet-ironic', 'openstack/puppet-vswitch', 'openstack/puppet-neutron', 'openstack/puppet-openstack_extras', 'openstack/puppet-openstack_extras', 'openstack/puppet-heat', 'openstack/puppet-heat', 'openstack/puppet-oslo', 'openstack/puppet-heat', 'openstack/puppet-designate', 'openstack/puppet-barbican', 'openstack/puppet-barbican', 'openstack/puppet-barbican', 'openstack/puppet-aodh', 'openstack/puppet-aodh', 'openstack/puppet-sahara', 'openstack/puppet-panko', 'openstack/puppet-sahara', 'openstack/puppet-sahara', 'openstack/puppet-trove', 'openstack/puppet-openstacklib', 'openstack/puppet-openstacklib', 'openstack/puppet-openstacklib', 'openstack/puppet-pacemaker', 'openstack/puppet-ironic', 'openstack/puppet-horizon', 'openstack/puppet-watcher', 'openstack/puppet-octavia', 'openstack/puppet-swift', 'openstack/puppet-murano', 'openstack/puppet-murano', 'openstack/puppet-murano', 'openstack/puppet-neutron', 'openstack/puppet-neutron', 'openstack/puppet-ceilometer', 'openstack/puppet-magnum', 'openstack/puppet-swift', 'openstack/puppet-octavia', 'openstack/puppet-magnum', 'openstack/puppet-swift', 'openstack/puppet-designate', 'openstack/puppet-trove', 'openstack/puppet-magnum', 'openstack/puppet-openstack-integration', 'openstack/puppet-openstack-integration', 'openstack/puppet-tripleo', 'openstack/puppet-tripleo', 'openstack/puppet-tripleo', 'openstack/puppet-pacemaker', 'openstack/puppet-openstack-integration', 'openstack/puppet-ceph', 'openstack/puppet-ceilometer', 'openstack/puppet-swift', 'openstack/puppet-horizon', 'openstack/puppet-mistral', 'openstack/puppet-manila', 'openstack/puppet-ovn', 'openstack/puppet-panko', 'openstack/puppet-sahara', 'openstack/puppet-vswitch', 'openstack/puppet-tacker', 'openstack/puppet-congress', 'openstack/puppet-zaqar', 'openstack/puppet-tripleo', 'openstack/puppet-gnocchi', 'openstack/puppet-ec2api', 'openstack/puppet-aodh', 'openstack/puppet-barbican', 'openstack/puppet-heat', 'openstack/puppet-oslo', 'openstack/puppet-openstack_extras', 'openstack/puppet-ironic', 'openstack/puppet-neutron', 'openstack/puppet-vitrage', 'openstack/puppet-designate', 'openstack/puppet-openstacklib', 'openstack/puppet-trove', 'openstack/puppet-octavia', 'openstack/puppet-magnum', 'openstack/puppet-murano', 'openstack/puppet-watcher', 'openstack/puppet-monasca', 'openstack/puppet-cloudkitty', 'openstack/puppet-glare', 'openstack/puppet-rally', 'openstack/puppet-freezer', 'openstack/puppet-qdr', 'openstack/puppet-glare', 'openstack/puppet-openstack-integration']",41,3
"['openstack/releases', 'openstack/project-config']",2,2
"['openstack/barbican', 'openstack/cinder']",2,2
"['openstack/puppet-tripleo', 'openstack/releases', 'openstack/puppet-tripleo', 'openstack/tripleo-ci', 'openstack/puppet-tripleo', 'openstack/puppet-tripleo']",3,2
"['openstack/neutron-lib', 'openstack/nova', 'openstack/neutron-lib', 'openstack/neutron']",3,2
"['openstack/requirements', 'openstack/project-config']",2,2
"['openstack/releases', 'openstack/project-config']",2,2
"['openstack/ironic', 'openstack/project-config']",2,2
"['openstack/networking-ovn', 'openstack/rally']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/neutron', 'openstack/openstack-zuul-jobs']",2,2
"['openstack/puppet-tripleo', 'openstack/tripleo-heat-templates', 'openstack/puppet-neutron']",3,2
"['openstack/openstack-zuul-jobs', 'openstack/project-config', 'openstack/releases']",3,2
"['openstack/releases', 'openstack/openstacksdk', 'openstack/shade', 'openstack/shade']",3,2
"['openstack/devstack', 'openstack/devstack-gate']",2,2
"['openstack/openstack-zuul-jobs', 'openstack/project-config', 'openstack/liberasurecode']",3,2
"['openstack/releases', 'openstack/project-config']",2,2
"['openstack/puppet-tripleo', 'openstack/puppet-tripleo', 'openstack/puppet-tripleo', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/puppet-tripleo', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/puppet-nova', 'openstack/puppet-nova', 'openstack/puppet-nova', 'openstack/puppet-nova']",3,2
"['openstack/openstack-ansible-tests', 'openstack/openstack-ansible-lxc_hosts']",2,2
"['openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/puppet-tripleo', 'openstack/puppet-nova']",3,2
"['openstack/tripleo-common', 'openstack/mistral']",2,2
"['openstack/puppet-openstack-integration', 'openstack/tempest']",2,2
"['openstack/cinder', 'openstack/nova', 'openstack/requirements', 'openstack/masakari']",4,4
"['openstack/cinder', 'openstack/vitrage', 'openstack/requirements', 'openstack/nova', 'openstack/requirements', 'openstack/requirements']",4,4
"['openstack/cinder', 'openstack/glance', 'openstack/masakari', 'openstack/requirements', 'openstack/oslo.db']",5,5
"['openstack/cinder', 'openstack/cinder', 'openstack/cinder', 'openstack/cinder', 'openstack/cinder', 'openstack/cinder', 'openstack/cinder', 'openstack/cinder', 'openstack/cinder', 'openstack/cinder', 'openstack/cinder', 'openstack/cinder', 'openstack/cinder', 'openstack/cinder', 'openstack/cinder', 'openstack/cinder', 'openstack/cinder', 'openstack/cinder', 'openstack/cinder', 'openstack/neutron', 'openstack/python-openstackclient', 'openstack/python-heatclient', 'openstack/ceilometer', 'openstack/sahara', 'openstack/magnetodb']",7,7
"['openstack/tempest', 'openstack/grenade', 'openstack/grenade', 'openstack/grenade', 'openstack/grenade', 'openstack/grenade', 'openstack/devstack-gate', 'openstack/devstack-gate']",3,3
"['openstack/openstacksdk', 'openstack/openstacksdk', 'openstack/devstack']",2,2
"['openstack/tripleo-common', 'openstack/kolla']",2,2
"['openstack/openstack-ansible', 'openstack/releases']",2,2
"['openstack/releases', 'openstack/puppet-ceph']",2,2
"['openstack/releases', 'openstack/keystone', 'openstack/keystone']",2,2
"['openstack/openstack-ansible', 'openstack/releases']",2,2
"['openstack/devstack', 'openstack/devstack', 'openstack/kuryr-kubernetes']",2,2
"['openstack/os-brick', 'openstack/os-brick', 'openstack/compute-hyperv', 'openstack/os-win', 'openstack/os-win', 'openstack/os-win', 'openstack/os-win', 'openstack/os-win', 'openstack/os-win', 'openstack/os-win', 'openstack/os-win', 'openstack/os-win', 'openstack/os-win']",3,2
"['openstack/charm-deployment-guide', 'openstack/charm-nova-cloud-controller']",2,2
"['openstack/tempest', 'openstack/tempest', 'openstack/keystone', 'openstack/keystone', 'openstack/keystone', 'openstack/tempest']",2,2
"['openstack/openstack-ansible', 'openstack/openstack-ansible-openstack_hosts', 'openstack/openstack-ansible-openstack_hosts', 'openstack/openstack-ansible-lxc_hosts', 'openstack/openstack-ansible-openstack_hosts', 'openstack/openstack-ansible-tests', 'openstack/openstack-ansible-tests', 'openstack/openstack-ansible-openstack_hosts', 'openstack/openstack-ansible-lxc_hosts']",4,2
"['openstack/openstack-ansible', 'openstack/releases']",2,2
"['openstack/tripleo-ui', 'openstack/instack-undercloud', 'openstack/puppet-nova']",3,2
"['openstack/os-vif', 'openstack/openstack-zuul-jobs']",2,2
"['openstack/openstack-ansible-rabbitmq_server', 'openstack/openstack-ansible-rabbitmq_server', 'openstack/openstack-ansible-tests', 'openstack/openstack-ansible-galera_server', 'openstack/openstack-ansible-tests', 'openstack/openstack-ansible-tests', 'openstack/openstack-ansible-rabbitmq_server', 'openstack/openstack-ansible-galera_server', 'openstack/openstack-ansible-tests', 'openstack/openstack-ansible-os_keystone', 'openstack/openstack-ansible-os_neutron', 'openstack/openstack-ansible-os_nova', 'openstack/openstack-ansible-os_swift', 'openstack/openstack-ansible-os_cinder', 'openstack/openstack-ansible-os_glance', 'openstack/openstack-ansible-os_keystone']",9,2
"['openstack/tempest', 'openstack/devstack', 'openstack/neutron', 'openstack/neutron']",3,3
"['openstack/openstack-zuul-jobs', 'openstack/project-config', 'openstack/tap-as-a-service', 'openstack/tap-as-a-service', 'openstack/tap-as-a-service']",3,2
"['openstack/openstack-ansible-os_nova', 'openstack/requirements', 'openstack/openstack-ansible-os_nova', 'openstack/openstack-ansible-os_nova', 'openstack/openstack-ansible', 'openstack/openstack-ansible-os_nova', 'openstack/openstack-ansible-os_nova']",3,2
"['openstack/zun', 'openstack/neutron']",2,2
"['openstack/oslo.privsep', 'openstack/releases', 'openstack/tooz', 'openstack/tooz', 'openstack/rpm-packaging', 'openstack/rpm-packaging', 'openstack/releases', 'openstack/oslo.serialization', 'openstack/oslo.privsep', 'openstack/oslo.serialization', 'openstack/requirements', 'openstack/zaqar', 'openstack/keystone']",8,6
"['openstack/nova', 'openstack/tempest', 'openstack/nova', 'openstack/nova']",2,2
"['openstack/python-mistralclient', 'openstack/instack-undercloud', 'openstack/instack-undercloud']",2,2
"['openstack/os-apply-config', 'openstack/paunch', 'openstack/os-apply-config', 'openstack/paunch', 'openstack/project-config', 'openstack/tripleo-ci', 'openstack/puppet-pacemaker', 'openstack/paunch', 'openstack/heat', 'openstack/puppet-pacemaker', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/tripleo-common', 'openstack/tripleo-common', 'openstack/tripleo-common', 'openstack/python-tripleoclient', 'openstack/python-tripleoclient', 'openstack/python-tripleoclient', 'openstack/instack-undercloud', 'openstack/instack-undercloud', 'openstack/instack-undercloud', 'openstack/os-apply-config', 'openstack/os-apply-config', 'openstack/os-apply-config', 'openstack/os-collect-config', 'openstack/os-collect-config', 'openstack/os-collect-config', 'openstack/os-net-config', 'openstack/os-net-config', 'openstack/tripleo-image-elements', 'openstack/tripleo-image-elements', 'openstack/tripleo-image-elements', 'openstack/tripleo-puppet-elements', 'openstack/tripleo-puppet-elements', 'openstack/tripleo-puppet-elements', 'openstack/puppet-tripleo', 'openstack/tripleo-heat-templates', 'openstack/puppet-tripleo', 'openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/instack-undercloud', 'openstack/tripleo-image-elements', 'openstack/puppet-tripleo', 'openstack/os-refresh-config', 'openstack/os-net-config', 'openstack/python-tripleoclient', 'openstack/os-collect-config', 'openstack/os-net-config', 'openstack/tripleo-heat-templates', 'openstack/puppet-tripleo', 'openstack/tripleo-puppet-elements', 'openstack/tripleo-ci', 'openstack/tripleo-common', 'openstack/dib-utils', 'openstack/tripleo-quickstart-extras', 'openstack/tripleo-quickstart', 'openstack/diskimage-builder']",20,3
"['openstack/blazar-dashboard', 'openstack/blazar-dashboard', 'openstack/project-config']",2,2
