Path,length,all_abandoned,is_cross,lag,is_cross_service,Path_merged,length_merged
"[841737, 841746, 703871]",3,False,Same,20223.74,Same,"[841746, 703871]",2
"[573240, 573242, 573243]",3,False,Same,0.06,Same,"[573243, 573242, 573240]",3
"[744878, 744879]",2,False,Same,0.03,Same,"[744879, 744878]",2
"[240235, 240919]",2,False,Same,98.44,Same,"[240919, 240235]",2
"[554258, 549331]",2,False,Same,399.21,Same,"[554258, 549331]",2
"[688584, 688585, 687902]",3,False,Same,106.37,Same,"[688585, 688584, 687902]",3
"[384562, 381038]",2,False,Same,171.89,Same,"[384562, 381038]",2
"[747352, 796658, 858150]",3,False,Same,18151.29,Same,"[858150, 796658, 747352]",3
"[853095, 853096, 853097, 853099, 853070]",5,False,Same,16.37,Same,"[853096, 853097, 853095, 853070]",4
"[584312, 582974, 584311]",3,False,Same,91.13,Same,"[584312, 584311, 582974]",3
"[757358, 757359]",2,False,Same,0.27,Same,"[757359, 757358]",2
"[323738, 323375]",2,False,Same,19.55,Same,"[323738, 323375]",2
"[269152, 209921]",2,False,Same,3962.69,Same,"[269152, 209921]",2
"[777317, 777319, 777322, 777323, 776876, 776877, 775372]",7,False,Same,287.75,Same,"[777322, 777323, 777317, 777319, 776877, 776876, 775372]",7
"[320553, 289521]",2,False,Same,1868.99,Same,"[320553, 289521]",2
"[816354, 829436, 829437]",3,False,Same,2542.73,Same,"[829437, 829436, 816354]",3
"[436121, 403428]",2,False,Cross,2043.62,Same,"[436121, 403428]",2
"[850920, 851212, 850670, 851063, 851064, 851065]",6,False,Same,140.4,Same,"[851064, 851212, 851065, 851063, 850920, 850670]",6
"[497593, 498579]",2,False,Same,96.02,Same,"[498579, 497593]",2
"[499635, 499748]",2,False,Same,2.8,Same,"[499748, 499635]",2
"[733562, 733804, 733805]",3,False,Same,23.66,Same,"[733805, 733804, 733562]",3
"[694370, 694501, 694502, 694503]",4,False,Same,16.73,Same,"[694503, 694502, 694501, 694370]",4
"[389184, 373612]",2,False,Same,705.92,Same,"[389184, 373612]",2
"[635788, 635862]",2,False,Same,4.44,Same,"[635862, 635788]",2
"[835240, 846570, 846571, 846572, 846547, 846548, 846549]",7,False,Same,2079.75,Same,"[846571, 846570, 846572, 846547, 846549, 846548, 835240]",7
"[602891, 603717, 603718, 603719]",4,False,Same,85.95,Same,"[603717, 603719, 603718, 602891]",4
"[330817, 326958]",2,False,Same,205.42,Same,"[326958, 330817]",2
"[476884, 469461]",2,False,Same,549.4,Same,"[476884, 469461]",2
"[529074, 531107]",2,False,Same,378.09,Same,"[531107, 529074]",2
"[1667, 1022]",2,False,Same,612.51,Same,"[1667, 1022]",2
"[187802, 187796, 174815]",3,False,Same,1115.39,Same,"[187796, 174815]",2
"[273804, 272079]",2,False,Same,81.77,Same,"[273804, 272079]",2
"[545307, 545237]",2,False,Same,5.59,Same,"[545307, 545237]",2
"[266802, 269062]",2,False,Same,124.64,Same,"[269062, 266802]",2
"[562208, 562677]",2,False,Same,29.21,Same,"[562677, 562208]",2
"[377977, 369761]",2,False,Same,330.61,Same,"[377977, 369761]",2
"[57449, 57988]",2,False,Same,50.76,Same,"[57988, 57449]",2
"[104165, 103910]",2,False,Same,21.22,Same,"[104165, 103910]",2
"[493621, 493622]",2,False,Same,0.0,Same,"[493622, 493621]",2
"[647905, 647649]",2,False,Same,16.95,Same,"[647905, 647649]",2
"[370113, 327860]",2,False,Same,2322.93,Same,"[370113, 327860]",2
"[373930, 357194]",2,False,Same,812.02,Same,"[373930, 357194]",2
"[322169, 322170]",2,False,Same,0.01,Same,"[322170, 322169]",2
"[192643, 193286]",2,False,Same,31.28,Same,"[193286, 192643]",2
"[863805, 863804, 863269]",3,False,Same,144.83,Same,"[863805, 863269]",2
"[539026, 533675]",2,False,Same,343.73,Same,"[539026, 533675]",2
"[413978, 336087]",2,False,Same,4193.38,Same,"[413978, 336087]",2
"[669153, 673820, 673822, 673823]",4,False,Same,650.19,Same,"[673823, 673822, 673820, 669153]",4
"[612906, 612350]",2,False,Same,44.32,Same,"[612906, 612350]",2
"[821035, 821084, 821085, 820942]",4,False,Same,19.62,Same,"[821085, 821084, 821035, 820942]",4
"[427593, 425684, 426175]",3,False,Same,139.78,Same,"[427593, 426175, 425684]",3
"[545331, 543535]",2,False,Same,93.97,Same,"[545331, 543535]",2
"[395023, 394375]",2,False,Same,27.73,Same,"[395023, 394375]",2
"[785600, 782690, 785649, 785652, 785653, 785654, 785655, 785599]",8,False,Same,387.15,Same,"[785652, 785599, 785649, 785600, 782690]",5
"[596846, 596534]",2,False,Same,52.61,Same,"[596846, 596534]",2
"[811747, 814908, 814909, 814910, 814911]",5,False,Same,524.38,Same,"[814911, 814910, 814909, 814908, 811747]",5
"[741568, 741074, 741567]",3,False,Same,47.38,Same,"[741568, 741567, 741074]",3
"[274196, 274894]",2,False,Same,74.73,Same,"[274894, 274196]",2
"[174419, 166317]",2,False,Same,645.97,Same,"[174419, 166317]",2
"[679689, 686947, 679694]",3,False,Cross,809.02,Same,"[686947, 679694, 679689]",3
"[855144, 855145, 854595, 855143]",4,False,Same,125.25,Same,"[855145, 855144, 855143, 854595]",4
"[61361, 55326, 56967]",3,False,Same,304.81,Same,"[56967, 55326]",2
"[722385, 722342]",2,False,Same,0.97,Same,"[722385, 722342]",2
"[384870, 386055]",2,False,Same,55.24,Same,"[386055, 384870]",2
"[339388, 339389]",2,False,Same,0.0,Same,"[339388, 339389]",2
"[398476, 400431]",2,False,Same,126.08,Same,"[400431, 398476]",2
"[124024, 123992]",2,False,Same,1.95,Same,"[124024, 123992]",2
"[305819, 303749]",2,False,Same,114.73,Same,"[305819, 303749]",2
"[861841, 861842, 861843, 861844, 861845, 848563]",6,False,Same,2588.01,Same,"[861842, 861845, 861843, 861844, 861841, 848563]",6
"[460985, 460973, 460935]",3,False,Same,0.47,Same,"[460985, 460973, 460935]",3
"[798723, 798876]",2,False,Same,19.52,Same,"[798876, 798723]",2
"[486585, 468846]",2,False,Same,1345.61,Same,"[486585, 468846]",2
"[686314, 682998, 686311]",3,False,Same,337.27,Same,"[686311, 682998]",2
"[770129, 757879]",2,False,Same,2159.84,Same,"[770129, 757879]",2
"[110088, 125687]",2,False,Same,1580.76,Same,"[125687, 110088]",2
"[426209, 343963]",2,False,Same,4619.27,Same,"[426209, 343963]",2
"[481793, 484074]",2,False,Same,163.08,Same,"[484074, 481793]",2
"[437771, 442531]",2,False,Same,275.45,Same,"[442531, 437771]",2
"[862992, 862473]",2,False,Same,159.21,Same,"[862992, 862473]",2
"[755457, 756493, 740261]",3,False,Same,2158.52,Same,"[756493, 755457, 740261]",3
"[175883, 166147]",2,False,Same,773.05,Same,"[175883, 166147]",2
"[509120, 511388]",2,False,Same,211.1,Same,"[511388, 509120]",2
"[228836, 229431]",2,False,Same,26.93,Same,"[229431, 228836]",2
"[863274, 856898]",2,False,Same,1271.75,Same,"[863274, 856898]",2
"[13236, 13238]",2,False,Same,0.07,Same,"[13238, 13236]",2
"[250720, 256465]",2,False,Same,341.23,Same,"[256465, 250720]",2
"[841817, 847662]",2,False,Same,1051.4,Same,"[847662, 841817]",2
"[689639, 688311]",2,False,Same,147.68,Same,"[689639, 688311]",2
"[839929, 840101]",2,False,Same,34.63,Same,"[839929, 840101]",2
"[228497, 228806]",2,False,Same,17.77,Same,"[228806, 228497]",2
"[28139, 28035]",2,False,Same,22.43,Same,"[28139, 28035]",2
"[809132, 808774]",2,False,Same,41.38,Same,"[809132, 808774]",2
"[274357, 265950]",2,False,Same,453.83,Same,"[274357, 265950]",2
"[53827, 54174]",2,False,Same,80.67,Same,"[54174, 53827]",2
"[620569, 619933]",2,False,Same,67.2,Same,"[620569, 619933]",2
"[282328, 280987]",2,False,Same,61.68,Same,"[282328, 280987]",2
"[762329, 761834, 762141, 762142]",4,False,Same,73.53,Same,"[762329, 762141, 762142, 761834]",4
"[318643, 321534]",2,False,Same,168.55,Same,"[321534, 318643]",2
"[3402, 3403]",2,False,Same,0.37,Same,"[3403, 3402]",2
"[521154, 509186, 536757]",3,False,Same,2684.71,Same,"[536757, 521154, 509186]",3
"[358102, 304462]",2,False,Same,3107.15,Same,"[358102, 304462]",2
"[24795, 25205]",2,False,Same,81.66,Same,"[25205, 24795]",2
"[436584, 348652]",2,False,Same,4984.02,Same,"[436584, 348652]",2
"[722345, 722346, 722347, 720531]",4,False,Same,166.97,Same,"[722347, 722346, 722345, 720531]",4
"[585298, 608947]",2,False,Same,1849.92,Same,"[608947, 585298]",2
"[765256, 820875, 739867]",3,False,Same,12421.63,Same,"[820875, 765256, 739867]",3
"[841272, 841394, 824843, 826552]",4,False,Same,2744.75,Same,"[841394, 841272, 826552, 824843]",4
"[363648, 364845]",2,False,Same,45.9,Same,"[364845, 363648]",2
"[701100, 701964]",2,False,Same,134.66,Same,"[701964, 701100]",2
"[236755, 242372]",2,False,Same,440.01,Same,"[242372, 236755]",2
"[65936, 65540]",2,False,Same,39.47,Same,"[65936, 65540]",2
"[97738, 89295]",2,False,Same,1064.89,Same,"[97738, 89295]",2
"[686362, 689203]",2,False,Same,342.14,Same,"[689203, 686362]",2
"[225578, 225571, 166379]",3,False,Same,4427.51,Same,"[225578, 225571, 166379]",3
"[518797, 521334, 513855]",3,False,Same,700.92,Same,"[518797, 521334, 513855]",3
"[1211, 1356]",2,False,Same,106.98,Same,"[1356, 1211]",2
"[857032, 857050, 857051, 851027]",4,False,Cross,1148.22,Same,"[857032, 857051, 857050, 851027]",4
"[675993, 707907]",2,False,Same,4467.82,Same,"[707907, 675993]",2
"[580584, 550017]",2,False,Same,2925.68,Same,"[580584, 550017]",2
"[652598, 650862]",2,False,Same,165.52,Same,"[652598, 650862]",2
"[700161, 700164, 700165, 704362, 704366]",5,False,Same,917.55,Same,"[704366, 704362, 700165, 700164, 700161]",5
"[395121, 395591]",2,False,Same,18.48,Same,"[395591, 395121]",2
"[221115, 228053]",2,False,Same,431.34,Same,"[228053, 221115]",2
"[590756, 589871]",2,False,Same,47.78,Same,"[590756, 589871]",2
"[704978, 704750]",2,False,Same,26.98,Same,"[704978, 704750]",2
"[801800, 803177]",2,False,Same,262.95,Same,"[803177, 801800]",2
"[90150, 88623]",2,False,Cross,144.57,Cross,"[90150, 88623]",2
"[368729, 396558]",2,False,Same,1438.73,Same,"[396558, 368729]",2
"[265772, 277638]",2,False,Same,685.57,Same,"[277638, 265772]",2
"[242195, 264492]",2,False,Same,1493.5,Same,"[264492, 242195]",2
"[310752, 310753]",2,False,Same,0.03,Same,"[310753, 310752]",2
"[42864, 44831]",2,False,Same,334.45,Same,"[44831, 42864]",2
"[653286, 403798]",2,False,Same,20869.02,Same,"[653286, 403798]",2
"[711952, 712295]",2,False,Same,40.56,Same,"[712295, 711952]",2
"[161248, 162153]",2,False,Same,46.66,Same,"[162153, 161248]",2
"[698872, 698130]",2,False,Same,80.46,Same,"[698872, 698130]",2
"[531216, 531217, 531218, 516475]",4,False,Same,1578.79,Same,"[531217, 531218, 531216, 516475]",4
"[409194, 409679]",2,False,Same,66.1,Same,"[409679, 409194]",2
"[227433, 226313]",2,False,Same,52.48,Same,"[227433, 226313]",2
"[382960, 382745]",2,False,Same,6.72,Same,"[382960, 382745]",2
"[295344, 301727]",2,False,Same,359.52,Same,"[301727, 295344]",2
"[442433, 422758, 420727]",3,False,Same,1198.58,Same,"[422758, 442433, 420727]",3
"[296784, 296788]",2,False,Same,0.04,Same,"[296784, 296788]",2
"[322400, 316395]",2,False,Same,323.01,Same,"[322400, 316395]",2
"[415180, 492237, 462871]",3,False,Same,5409.06,Same,"[492237, 462871, 415180]",3
"[228907, 231086]",2,False,Same,146.95,Same,"[231086, 228907]",2
"[10886, 9486]",2,False,Same,705.89,Same,"[10886, 9486]",2
"[405821, 407366]",2,False,Same,98.34,Same,"[407366, 405821]",2
"[473185, 474174]",2,False,Same,57.32,Same,"[474174, 473185]",2
"[556360, 555772]",2,False,Same,65.62,Same,"[556360, 555772]",2
"[667137, 662150]",2,False,Same,607.88,Same,"[667137, 662150]",2
"[784525, 785527]",2,False,Same,164.64,Same,"[785527, 784525]",2
"[744077, 745422, 745423, 745424, 745425, 745426, 745427]",7,False,Same,191.28,Same,"[745426, 745422, 745424, 745423, 745427, 745425, 744077]",7
"[821440, 816600]",2,False,Same,881.54,Same,"[821440, 816600]",2
"[836788, 840733, 845838, 830383]",4,False,Same,1747.21,Same,"[840733, 836788, 830383]",3
"[854141, 699430]",2,False,Same,23538.31,Same,"[854141, 699430]",2
"[603155, 603365]",2,False,Same,21.62,Same,"[603365, 603155]",2
"[449836, 398631]",2,False,Same,3072.33,Same,"[449836, 398631]",2
"[210077, 210078]",2,False,Same,0.04,Same,"[210078, 210077]",2
"[833973, 833974, 833975, 833976, 832508]",5,False,Same,192.0,Same,"[833973, 833976, 833974, 832508]",4
"[849894, 849567]",2,False,Same,50.89,Same,"[849894, 849567]",2
"[740613, 740622]",2,False,Same,1.17,Same,"[740622, 740613]",2
"[594582, 589814]",2,False,Same,326.99,Same,"[594582, 589814]",2
"[488952, 488275, 488951]",3,False,Same,34.76,Same,"[488951, 488952, 488275]",3
"[479923, 484405]",2,False,Same,332.87,Same,"[484405, 479923]",2
"[222428, 221119]",2,False,Same,74.63,Same,"[222428, 221119]",2
"[860070, 859926]",2,False,Same,0.36,Same,"[860070, 859926]",2
"[549320, 545455]",2,False,Same,335.23,Same,"[549320, 545455]",2
"[700947, 701261]",2,False,Same,92.75,Same,"[701261, 700947]",2
"[273573, 274590]",2,False,Same,92.06,Same,"[274590, 273573]",2
"[322225, 310660]",2,False,Same,706.85,Same,"[322225, 310660]",2
"[746888, 748604, 732423]",3,False,Same,2105.78,Same,"[748604, 746888, 732423]",3
"[462976, 475054, 475055]",3,False,Same,1011.2,Same,"[475054, 475055, 462976]",3
"[178683, 176684]",2,False,Same,147.91,Same,"[178683, 176684]",2
"[443723, 443724, 434469, 443725]",4,False,Same,524.64,Same,"[443723, 443724, 434469]",3
"[568433, 567727]",2,False,Same,97.53,Same,"[568433, 567727]",2
"[419682, 404478]",2,False,Same,1055.12,Same,"[419682, 404478]",2
"[148395, 147869]",2,False,Same,82.16,Same,"[148395, 147869]",2
"[240212, 212029]",2,False,Cross,1870.44,Same,"[240212, 212029]",2
"[398074, 398830]",2,False,Same,28.35,Same,"[398830, 398074]",2
"[434834, 430614]",2,False,Same,195.84,Same,"[434834, 430614]",2
"[633528, 633529, 633530, 633515]",4,False,Same,0.8,Same,"[633530, 633515, 633528, 633529]",4
"[174593, 175975]",2,False,Same,116.03,Same,"[175975, 174593]",2
"[742825, 755452, 756494]",3,False,Same,1802.54,Same,"[756494, 742825, 755452]",3
"[713090, 713603]",2,False,Same,93.11,Same,"[713603, 713090]",2
"[463801, 545427, 463751]",3,False,Same,6772.96,Same,"[545427, 463801, 463751]",3
"[386121, 397457]",2,False,Same,775.16,Same,"[397457, 386121]",2
"[269600, 262167]",2,False,Same,507.29,Same,"[269600, 262167]",2
"[812706, 812707, 812742, 812743, 812689]",5,False,Same,6.0,Same,"[812742, 812743, 812706, 812707, 812689]",5
"[460450, 460156, 451116]",3,False,Same,705.01,Same,"[460450, 460156, 451116]",3
"[368883, 365715]",2,False,Same,167.12,Same,"[368883, 365715]",2
"[497240, 499234]",2,False,Same,147.73,Same,"[499234, 497240]",2
"[25218, 25163]",2,False,Same,26.85,Same,"[25218, 25163]",2
"[40746, 40747, 40749, 40286]",4,False,Cross,48.97,Cross,"[40286, 40749, 40747, 40746]",4
"[827402, 803927]",2,False,Same,4247.02,Same,"[827402, 803927]",2
"[434830, 428591]",2,False,Same,317.15,Same,"[434830, 428591]",2
"[482579, 376196]",2,False,Same,6920.02,Same,"[482579, 376196]",2
"[308834, 427403, 308844]",3,False,Same,0.52,Same,"[308844, 308834]",2
"[635456, 635249, 635162, 635453, 635455]",5,False,Same,18.45,Same,"[635456, 635455, 635453, 635249, 635162]",5
"[643740, 643005, 638790]",3,False,Same,543.92,Same,"[643740, 643005, 638790]",3
"[317752, 320386, 320382]",3,False,Same,157.64,Same,"[320386, 320382, 317752]",3
"[676914, 690708, 676917, 676919]",4,False,Same,1639.12,Same,"[690708, 676919, 676917, 676914]",4
"[531298, 529301]",2,False,Same,378.63,Same,"[531298, 529301]",2
"[382177, 382534]",2,False,Same,8.45,Same,"[382534, 382177]",2
"[212610, 242556]",2,False,Same,2040.72,Same,"[242556, 212610]",2
"[825227, 824598]",2,False,Same,160.09,Same,"[825227, 824598]",2
"[662471, 660370, 551349, 660375]",4,False,Same,10747.72,Same,"[662471, 660375, 660370, 551349]",4
"[774178, 781939, 781940, 781938]",4,False,Same,1046.34,Same,"[781940, 781939, 781938, 774178]",4
"[25344, 7710, 26770, 25342, 25343]",5,False,Cross,7751.4,Cross,"[26770, 25343, 25344, 25342, 7710]",5
"[447237, 447670]",2,False,Same,48.99,Same,"[447670, 447237]",2
"[19096, 18854]",2,False,Same,306.47,Same,"[19096, 18854]",2
"[497597, 494982]",2,False,Same,156.53,Same,"[497597, 494982]",2
"[662464, 662203, 662461, 662462]",4,False,Same,24.45,Same,"[662461, 662464, 662462, 662203]",4
"[496139, 497415]",2,False,Same,54.85,Same,"[497415, 496139]",2
"[425290, 425291, 385235]",3,False,Same,2534.9,Same,"[425290, 385235]",2
"[509292, 509613, 509614, 509615, 560599]",5,False,Same,4558.26,Same,"[560599, 509292, 509614, 509615, 509613]",5
"[696496, 695858, 696495]",3,False,Same,73.64,Same,"[696496, 696495, 695858]",3
"[321194, 321067]",2,False,Same,3.77,Same,"[321194, 321067]",2
"[440504, 425494]",2,False,Same,850.36,Same,"[440504, 425494]",2
"[372416, 372410]",2,False,Same,0.03,Same,"[372410, 372416]",2
"[733301, 717830]",2,False,Same,1392.03,Same,"[733301, 717830]",2
"[853088, 852112, 852113, 852114, 852631, 852632, 850300]",7,False,Same,642.27,Same,"[853088, 852632, 852631, 852114, 852113, 852112, 850300]",7
"[710261, 697509]",2,False,Same,2013.86,Same,"[710261, 697509]",2
"[575032, 571113, 570762]",3,False,Same,383.39,Same,"[575032, 570762, 571113]",3
"[215378, 216501]",2,False,Cross,99.0,Same,"[216501, 215378]",2
"[448716, 441220]",2,False,Same,456.79,Same,"[448716, 441220]",2
"[483912, 402559]",2,False,Same,5542.97,Same,"[483912, 402559]",2
"[701387, 701396, 705974, 701375]",4,False,Same,696.13,Same,"[705974, 701387, 701396, 701375]",4
"[655828, 774797, 774798, 774799]",4,False,Same,15751.21,Same,"[774799, 774797, 774798, 655828]",4
"[266586, 272269]",2,False,Same,311.16,Same,"[272269, 266586]",2
"[842144, 840710]",2,False,Same,286.93,Same,"[842144, 840710]",2
"[730785, 719957]",2,False,Same,1007.49,Same,"[730785, 719957]",2
"[152536, 152593]",2,False,Same,1.62,Same,"[152593, 152536]",2
"[848983, 845046, 839295]",3,False,Same,1740.2,Same,"[848983, 845046, 839295]",3
"[71827, 72319]",2,False,Same,74.39,Same,"[72319, 71827]",2
"[763498, 764507]",2,False,Same,245.94,Same,"[764507, 763498]",2
"[199992, 210630]",2,False,Same,709.04,Same,"[210630, 199992]",2
"[505144, 503712]",2,False,Same,138.39,Same,"[505144, 503712]",2
"[303936, 303937, 301176]",3,False,Same,160.7,Same,"[303936, 303937, 301176]",3
"[451172, 460151]",2,False,Same,682.72,Same,"[460151, 451172]",2
"[358682, 346119]",2,False,Same,742.07,Same,"[358682, 346119]",2
"[260970, 261342]",2,False,Same,26.46,Same,"[261342, 260970]",2
"[287960, 287320]",2,False,Same,23.58,Same,"[287960, 287320]",2
"[261216, 294665]",2,False,Same,2047.17,Same,"[294665, 261216]",2
"[237943, 235183]",2,False,Same,143.78,Same,"[237943, 235183]",2
"[755289, 755923]",2,False,Same,66.38,Same,"[755923, 755289]",2
"[678297, 679498]",2,False,Same,167.05,Same,"[679498, 678297]",2
"[731291, 684550]",2,False,Same,5890.65,Same,"[731291, 684550]",2
"[416712, 417866]",2,False,Same,113.72,Same,"[417866, 416712]",2
"[259521, 259522, 252677]",3,False,Same,376.65,Same,"[259522, 259521, 252677]",3
"[651789, 655511]",2,False,Same,316.05,Same,"[655511, 651789]",2
"[363218, 362495, 337855]",3,False,Same,1345.07,Same,"[363218, 362495, 337855]",3
"[812212, 811468]",2,False,Same,72.76,Same,"[812212, 811468]",2
"[737963, 737964, 737965, 737543]",4,False,Same,44.93,Same,"[737965, 737964, 737963, 737543]",4
"[86368, 86370, 86371, 86502, 109992, 109993, 90096, 85750, 87032, 86554, 86587, 86940]",12,False,Cross,2684.77,Cross,"[109993, 109992, 90096, 86587, 86940, 86502, 87032, 86371, 86554, 86368, 86370, 85750]",12
"[438646, 439127]",2,False,Same,25.55,Same,"[439127, 438646]",2
"[594584, 592548]",2,False,Same,129.1,Same,"[594584, 592548]",2
"[729538, 730344, 729163, 731564, 728782, 714998]",6,False,Same,1389.58,Same,"[730344, 729538, 729163, 728782, 714998]",5
"[145805, 145806]",2,False,Same,0.04,Same,"[145806, 145805]",2
"[820544, 822529, 822517, 822518]",4,False,Same,363.0,Same,"[822518, 822517, 820544]",3
"[595232, 598401, 598402]",3,False,Same,199.21,Same,"[598401, 598402, 595232]",3
"[814067, 814254]",2,False,Same,33.53,Same,"[814254, 814067]",2
"[1762, 1690]",2,False,Same,48.32,Same,"[1762, 1690]",2
"[345960, 348185]",2,False,Same,142.77,Same,"[348185, 345960]",2
"[355499, 355436]",2,False,Same,2.34,Same,"[355499, 355436]",2
"[554113, 554114, 549662]",3,False,Same,338.41,Same,"[554113, 554114, 549662]",3
"[299704, 300668]",2,False,Same,43.94,Same,"[300668, 299704]",2
"[66138, 55578]",2,False,Same,1564.7,Same,"[66138, 55578]",2
"[581010, 547731, 547650]",3,False,Same,3256.65,Same,"[581010, 547650, 547731]",3
"[251272, 256259]",2,False,Same,261.39,Same,"[256259, 251272]",2
"[859746, 859757]",2,False,Same,0.8,Same,"[859746, 859757]",2
"[510453, 510438]",2,False,Same,1.15,Same,"[510453, 510438]",2
"[568397, 566566]",2,False,Same,178.86,Same,"[568397, 566566]",2
"[678345, 678340, 678342, 678039]",4,False,Same,43.5,Same,"[678345, 678342, 678340, 678039]",4
"[673785, 669659]",2,False,Same,550.02,Same,"[673785, 669659]",2
"[352939, 350620, 357095]",3,False,Same,143.91,Same,"[350620, 352939]",2
"[148296, 151287]",2,False,Same,240.04,Same,"[151287, 148296]",2
"[850425, 851059, 851060, 851061]",4,False,Same,165.13,Same,"[851060, 851059, 851061, 850425]",4
"[268668, 269286]",2,False,Same,55.24,Same,"[269286, 268668]",2
"[448120, 368418]",2,False,Same,4588.53,Same,"[448120, 368418]",2
"[731032, 729142]",2,False,Same,187.63,Same,"[731032, 729142]",2
"[828809, 829431]",2,False,Same,123.84,Same,"[829431, 828809]",2
"[775776, 785393, 775911]",3,False,Same,1245.12,Same,"[785393, 775911, 775776]",3
"[136108, 173535]",2,False,Same,3481.43,Same,"[173535, 136108]",2
"[740148, 740175]",2,False,Same,5.44,Same,"[740175, 740148]",2
"[521949, 520582]",2,False,Same,123.83,Same,"[521949, 520582]",2
"[850916, 848453]",2,False,Same,581.86,Same,"[850916, 848453]",2
"[134217, 133922, 121148, 128262]",4,False,Same,1486.41,Same,"[134217, 133922, 121148]",3
"[331657, 331655]",2,False,Same,0.24,Same,"[331657, 331655]",2
"[254411, 243764]",2,False,Same,651.8,Same,"[254411, 243764]",2
"[52809, 52762]",2,False,Same,17.5,Same,"[52809, 52762]",2
"[238038, 240207]",2,False,Same,191.24,Same,"[240207, 238038]",2
"[229324, 229311]",2,False,Same,0.52,Same,"[229324, 229311]",2
"[787152, 787846, 787847]",3,False,Same,142.15,Same,"[787847, 787152]",2
"[830509, 830864, 830865, 831218, 830867, 830866]",6,False,Cross,140.77,Same,"[831218, 830867, 830866, 830865, 830864, 830509]",6
"[613074, 599837]",2,False,Same,1194.64,Same,"[613074, 599837]",2
"[761162, 766179, 775668, 775661]",4,False,Same,2497.27,Same,"[775661, 775668, 766179, 761162]",4
"[266701, 299326]",2,False,Same,1853.78,Same,"[299326, 266701]",2
"[625152, 625387, 620900, 625151]",4,False,Same,379.35,Same,"[625387, 620900, 625152, 625151]",4
"[539027, 530959]",2,False,Same,629.53,Same,"[539027, 530959]",2
"[793436, 793437, 793438, 793479]",4,False,Same,1.67,Same,"[793438, 793437, 793436, 793479]",4
"[343, 327]",2,False,Same,51.72,Same,"[343, 327]",2
"[174203, 291831]",2,False,Same,7932.72,Same,"[291831, 174203]",2
"[579273, 539990]",2,False,Same,3556.44,Same,"[579273, 539990]",2
"[34406, 45863]",2,False,Same,1846.61,Same,"[45863, 34406]",2
"[712350, 702375]",2,False,Same,1371.16,Same,"[712350, 702375]",2
"[594128, 622265, 594311]",3,False,Same,2521.08,Same,"[622265, 594311, 594128]",3
"[517037, 514710, 507087]",3,False,Same,891.69,Same,"[517037, 514710, 507087]",3
"[385770, 384301]",2,False,Same,71.86,Same,"[385770, 384301]",2
"[199769, 217918]",2,False,Cross,1198.11,Cross,"[217918, 199769]",2
"[673316, 673879]",2,False,Same,49.4,Same,"[673879, 673316]",2
"[334456, 336590, 339711]",3,False,Same,268.0,Same,"[339711, 336590, 334456]",3
"[710772, 697532]",2,False,Same,2108.12,Same,"[710772, 697532]",2
"[476869, 476198]",2,False,Same,41.84,Same,"[476869, 476198]",2
"[835153, 835154, 835155]",3,False,Same,0.03,Same,"[835154, 835155, 835153]",3
"[607723, 624500]",2,False,Same,1656.18,Same,"[624500, 607723]",2
"[318546, 318547]",2,False,Same,0.03,Same,"[318546, 318547]",2
"[383846, 379030]",2,False,Same,211.08,Same,"[383846, 379030]",2
"[755300, 754388, 755301]",3,False,Same,120.9,Same,"[755301, 755300, 754388]",3
"[298217, 293811, 293813, 310647]",4,False,Same,272.59,Same,"[298217, 293811, 293813]",3
"[251721, 247290]",2,False,Same,292.82,Same,"[251721, 247290]",2
"[431804, 432213]",2,False,Same,8.06,Same,"[432213, 431804]",2
"[238876, 238334]",2,False,Same,30.0,Same,"[238876, 238334]",2
"[554521, 550201]",2,False,Same,329.29,Same,"[554521, 550201]",2
"[347185, 352183]",2,False,Same,305.39,Same,"[352183, 347185]",2
"[268058, 266934]",2,False,Same,44.33,Same,"[268058, 266934]",2
"[756619, 748422]",2,False,Same,998.16,Same,"[756619, 748422]",2
"[639656, 638285, 639062]",3,False,Same,158.33,Same,"[639656, 639062, 638285]",3
"[126984, 126751]",2,False,Same,20.44,Same,"[126984, 126751]",2
"[670192, 670193, 670194, 669570]",4,False,Same,85.75,Same,"[670194, 670192, 670193, 669570]",4
"[757089, 762122, 762123, 762124]",4,False,Same,767.47,Same,"[762123, 762124, 762122, 757089]",4
"[746528, 741230]",2,False,Same,792.04,Same,"[746528, 741230]",2
"[716369, 709821]",2,False,Same,837.47,Same,"[716369, 709821]",2
"[832706, 836780, 836781, 831790, 836892]",5,False,Same,826.73,Same,"[836892, 832706, 831790]",3
"[235537, 236861]",2,False,Same,86.89,Same,"[236861, 235537]",2
"[138365, 131987, 130821]",3,False,Same,934.32,Same,"[138365, 131987, 130821]",3
"[554328, 560618, 550227, 554324, 524728, 546750]",6,False,Same,3142.86,Same,"[560618, 554328, 554324, 550227, 546750, 524728]",6
"[296176, 325687]",2,False,Same,1796.55,Same,"[296176, 325687]",2
"[830808, 831581, 831582]",3,False,Same,160.92,Same,"[831582, 831581, 830808]",3
"[603034, 603035, 602573]",3,False,Same,70.81,Same,"[603034, 603035, 602573]",3
"[265203, 248692, 246470]",3,False,Same,1243.41,Same,"[265203, 246470]",2
"[2345, 2359]",2,False,Same,9.94,Same,"[2359, 2345]",2
"[230067, 220798]",2,False,Same,609.07,Same,"[230067, 220798]",2
