owner_account_id,service,dev_status
17288,2,Non core
17289,2,Non core
17292,1,Non core
17293,1,Non core
17317,3,Non core
17321,2,Non core
17327,1,Non core
17331,1,Non core
17332,1,Non core
17333,1,Non core
17357,2,Non core
17360,1,Non core
17361,2,Non core
17363,2,Core
17372,1,Non core
17377,4,Non core
17386,4,Core
17399,1,Non core
17405,1,Non core
17419,3,Non core
17425,1,Non core
17430,3,Non core
17436,2,Non core
17438,1,Non core
17440,2,Non core
17445,2,Non core
17455,1,Non core
17456,2,Non core
17457,1,Non core
17465,2,Non core
17476,1,Non core
17478,1,Non core
17480,1,Non core
17481,1,Non core
17491,4,Non core
17499,44,Non core
17505,9,Core
17521,2,Non core
17523,1,Non core
17527,3,Non core
17536,2,Non core
17540,1,Non core
17545,1,Non core
17549,15,Non core
17553,1,Non core
17555,2,Non core
17559,2,Non core
17564,1,Non core
17566,1,Core
17570,1,Non core
17579,3,Non core
17588,3,Non core
17589,5,Non core
17591,6,Core
17592,3,Non core
17595,1,Non core
17599,5,Non core
17609,1,Non core
17628,1,Non core
17639,1,Non core
17645,10,Non core
17656,1,Non core
17659,3,Non core
17660,1,Non core
17669,5,Core
17671,2,Non core
17685,34,Non core
17686,1,Non core
17699,1,Non core
17700,2,Non core
17705,2,Non core
17707,1,Non core
17709,2,Core
17711,1,Non core
17714,1,Non core
17716,5,Non core
17717,2,Non core
17718,1,Non core
17730,2,Non core
17731,1,Non core
17734,3,Non core
17742,2,Non core
17752,1,Non core
17753,2,Non core
17765,13,Core
17776,18,Non core
17778,1,Non core
17780,3,Non core
17784,2,Core
17787,1,Non core
17788,3,Non core
17789,23,Non core
17795,11,Non core
17796,2,Non core
17799,4,Core
17812,3,Non core
17813,5,Core
17814,6,Non core
17821,1,Non core
17828,2,Non core
17836,3,Non core
17842,3,Non core
17843,1,Non core
17858,2,Non core
17860,6,Non core
17862,1,Non core
17866,1,Non core
17869,1,Non core
17872,4,Non core
17880,3,Core
17881,1,Non core
17883,2,Non core
17887,5,Non core
17888,5,Non core
17893,5,Core
17896,6,Core
17898,2,Non core
17901,2,Non core
17904,2,Non core
17917,1,Non core
17920,9,Non core
17922,5,Non core
17923,1,Non core
17926,1,Non core
17927,4,Non core
17934,1,Non core
17938,1,Non core
17947,1,Non core
17950,1,Non core
17952,1,Non core
17953,1,Non core
17954,8,Non core
17958,2,Non core
17959,1,Non core
17973,2,Non core
17976,2,Non core
17981,1,Non core
17982,1,Non core
17984,2,Non core
17987,2,Non core
17988,1,Non core
17990,10,Non core
17995,1,Non core
18002,3,Non core
18009,4,Non core
18014,2,Core
18015,1,Non core
18020,1,Non core
18023,1,Non core
18026,1,Non core
18028,1,Non core
18031,2,Non core
18032,1,Non core
18050,1,Non core
18051,1,Non core
18058,4,Non core
18061,1,Non core
18063,1,Core
18068,5,Non core
18085,5,Non core
18086,2,Non core
18087,1,Non core
18092,9,Core
18093,6,Non core
18096,1,Non core
18108,2,Non core
18115,3,Non core
18117,1,Non core
18122,1,Non core
18137,2,Non core
18142,5,Non core
18152,5,Non core
18170,1,Non core
18176,1,Non core
18179,3,Non core
18180,1,Non core
18186,1,Non core
18204,2,Non core
18220,1,Non core
18225,4,Non core
18236,3,Non core
18238,6,Non core
18242,7,Core
18247,3,Non core
18250,1,Core
18256,2,Non core
18258,4,Non core
18261,1,Non core
18266,3,Non core
18276,2,Non core
18279,8,Non core
18286,4,Non core
18288,1,Non core
18289,1,Non core
18290,1,Non core
18295,1,Non core
18320,23,Non core
18321,2,Non core
18324,3,Non core
18325,2,Non core
18328,1,Non core
18332,7,Non core
18334,2,Non core
18335,2,Non core
18336,3,Non core
18337,2,Non core
18338,1,Non core
18339,2,Non core
18343,2,Non core
18350,1,Non core
18364,1,Non core
18368,3,Non core
18386,1,Non core
18389,4,Non core
18399,1,Non core
18401,1,Non core
18404,2,Non core
18409,2,Non core
18414,3,Non core
18416,2,Non core
18418,9,Core
18429,1,Non core
18438,2,Non core
18446,1,Core
18448,1,Non core
18457,1,Non core
18462,5,Core
18464,1,Non core
18465,2,Non core
18466,4,Non core
18476,4,Non core
18479,2,Non core
18480,2,Non core
18485,1,Non core
18494,8,Non core
18498,2,Non core
18503,1,Non core
18504,1,Non core
18508,1,Non core
18511,1,Non core
18526,1,Non core
18529,2,Non core
18540,4,Non core
18546,3,Non core
18549,3,Non core
18551,5,Non core
18552,5,Non core
18563,1,Non core
18575,5,Non core
18589,1,Non core
18591,4,Core
18593,2,Non core
18595,2,Non core
18598,2,Non core
18600,3,Non core
18602,15,Non core
18603,24,Non core
18613,1,Non core
18623,3,Non core
18626,1,Non core
18627,2,Non core
18639,1,Non core
18640,3,Non core
18641,1,Non core
18643,2,Non core
18652,1,Non core
18653,4,Non core
18654,5,Non core
18658,2,Non core
18665,5,Non core
18680,1,Non core
18683,2,Non core
18717,2,Non core
18723,9,Non core
18732,2,Non core
18736,4,Non core
18742,2,Non core
18746,2,Non core
18757,1,Non core
18777,11,Non core
18781,3,Non core
18783,4,Core
18784,4,Non core
18785,4,Non core
18788,2,Non core
18793,3,Non core
18795,3,Non core
18802,2,Non core
18805,1,Non core
18808,1,Non core
18810,3,Non core
18815,2,Non core
18816,4,Non core
18817,1,Non core
18834,1,Non core
18838,1,Non core
18841,1,Non core
18844,1,Non core
18845,2,Non core
18851,1,Non core
18853,1,Non core
18854,1,Non core
18889,1,Non core
18893,7,Core
18895,1,Non core
18898,2,Non core
18903,1,Non core
18904,4,Non core
18916,1,Non core
18930,2,Non core
18934,4,Non core
18937,2,Non core
18940,13,Non core
18941,1,Non core
18955,12,Core
18967,3,Non core
18971,2,Core
18978,1,Non core
18980,1,Non core
18997,1,Non core
19011,1,Core
19023,1,Non core
19046,1,Non core
19050,2,Non core
19055,6,Core
19065,2,Non core
19072,1,Non core
19098,1,Non core
19112,1,Non core
19115,1,Non core
19118,2,Non core
19119,1,Core
19122,3,Core
19124,1,Non core
19129,1,Non core
19132,16,Non core
19133,4,Non core
19134,14,Core
19136,23,Non core
19137,3,Non core
19138,9,Non core
19140,1,Core
19142,1,Core
19148,1,Non core
19151,2,Non core
19153,7,Non core
19156,3,Non core
19159,7,Core
19173,9,Non core
19178,2,Non core
19184,2,Core
19191,1,Non core
19193,1,Core
19194,1,Core
19195,1,Non core
19206,1,Non core
19209,1,Core
19210,1,Core
19213,2,Non core
19214,1,Non core
19220,2,Non core
19224,4,Non core
19226,4,Non core
19227,2,Non core
19233,1,Core
19234,7,Non core
19262,5,Core
19265,6,Non core
19267,3,Non core
19282,2,Non core
19283,5,Non core
19288,1,Non core
19290,1,Non core
19291,1,Non core
19298,9,Core
19300,7,Non core
19303,1,Non core
19307,3,Core
19312,3,Non core
19316,4,Non core
19318,2,Non core
19328,1,Non core
19333,1,Non core
19334,1,Non core
19345,1,Non core
19348,2,Non core
19350,1,Core
19361,2,Non core
19370,2,Non core
19372,2,Non core
19378,4,Non core
19380,3,Core
19383,4,Non core
19384,1,Core
19391,4,Non core
19414,2,Non core
19416,1,Non core
19419,2,Non core
19429,1,Non core
19450,2,Non core
19457,9,Core
19472,7,Non core
19476,2,Non core
19478,2,Non core
19481,1,Non core
19490,1,Non core
19494,1,Non core
19499,3,Non core
19500,2,Non core
19519,2,Non core
19520,6,Non core
19521,6,Non core
19532,2,Non core
19535,3,Non core
19542,1,Non core
19548,1,Non core
19554,28,Non core
19559,1,Non core
19561,1,Non core
19564,2,Non core
19573,1,Non core
19576,1,Non core
19578,4,Non core
19587,1,Non core
19590,4,Non core
19591,1,Non core
19592,1,Non core
19593,1,Non core
19594,3,Non core
19604,1,Non core
19611,1,Non core
19619,7,Non core
19642,3,Non core
19644,3,Core
19645,1,Non core
19653,1,Non core
19667,2,Non core
19673,1,Non core
19676,1,Non core
19684,1,Non core
19686,1,Non core
19688,12,Non core
19690,5,Non core
19692,1,Non core
19707,1,Non core
19714,1,Non core
19722,1,Non core
19724,1,Core
19736,2,Non core
19737,1,Non core
19740,4,Non core
19741,15,Non core
19743,3,Non core
19755,1,Non core
19760,3,Non core
19765,1,Non core
19766,2,Non core
19774,4,Non core
19776,1,Non core
19779,32,Core
19790,9,Non core
19797,2,Non core
19805,1,Non core
19807,1,Non core
19814,3,Non core
19840,3,Non core
19844,1,Non core
19845,2,Non core
19849,2,Non core
19851,1,Non core
19853,39,Non core
19858,2,Non core
19861,2,Non core
19901,5,Non core
19902,4,Non core
19904,2,Non core
19910,4,Non core
19912,1,Non core
19919,2,Non core
19920,1,Non core
19930,19,Non core
19935,39,Non core
19937,8,Non core
19944,4,Non core
19948,1,Non core
19950,14,Non core
19951,1,Non core
19954,4,Non core
19956,3,Non core
19963,2,Non core
19985,3,Non core
19990,1,Core
19991,2,Non core
19999,1,Non core
20000,4,Non core
20003,1,Non core
20004,1,Non core
20005,1,Non core
20006,4,Non core
20018,2,Non core
20028,2,Non core
20031,4,Non core
20033,3,Non core
20035,3,Non core
20037,2,Non core
20038,4,Core
20050,1,Non core
20058,1,Non core
20061,1,Non core
20071,2,Non core
20076,2,Non core
20079,16,Non core
20082,3,Non core
20090,1,Non core
20095,1,Non core
20099,3,Non core
20100,3,Non core
20102,1,Non core
20104,3,Non core
20105,4,Non core
20106,3,Non core
20108,2,Non core
20123,3,Non core
20128,3,Non core
20129,2,Non core
20137,1,Non core
20140,2,Non core
20146,19,Non core
20156,13,Non core
20158,2,Non core
20160,5,Non core
20162,2,Non core
20171,2,Non core
20172,5,Core
20181,3,Non core
20182,23,Non core
20184,8,Non core
20190,31,Core
20191,18,Non core
20194,8,Core
20195,7,Core
20196,2,Non core
20205,2,Non core
20208,1,Non core
20216,4,Non core
20217,4,Non core
20220,1,Non core
20223,2,Non core
20226,1,Non core
20229,9,Core
20244,1,Non core
20246,3,Non core
20251,1,Non core
20254,2,Non core
20256,4,Non core
20259,13,Non core
20271,1,Non core
20277,1,Non core
20279,1,Non core
20294,2,Non core
20298,1,Non core
20301,3,Non core
20312,8,Non core
20313,2,Non core
20316,6,Non core
20320,1,Non core
20325,14,Non core
20327,1,Non core
20340,1,Non core
20354,4,Non core
20361,2,Non core
20363,9,Non core
20364,1,Non core
20369,2,Non core
20378,14,Non core
20380,3,Non core
20382,3,Non core
20383,1,Non core
20384,1,Non core
20400,1,Non core
20401,24,Non core
20403,2,Non core
20408,2,Non core
20411,7,Non core
20414,2,Non core
20425,8,Non core
20426,7,Non core
20428,7,Non core
20429,3,Non core
20430,6,Non core
20443,5,Non core
20444,4,Non core
20446,2,Non core
20449,1,Non core
20451,1,Non core
20453,1,Non core
20458,2,Non core
20460,1,Non core
20462,1,Non core
20465,3,Non core
20466,24,Non core
20479,2,Non core
20481,2,Non core
20498,8,Core
20506,1,Non core
20508,2,Non core
20509,1,Non core
20515,1,Non core
20517,1,Non core
20518,1,Non core
20522,1,Non core
20523,9,Non core
20526,2,Non core
20530,1,Non core
20535,1,Non core
20539,1,Non core
20541,4,Non core
20553,3,Non core
20556,2,Non core
20559,2,Non core
20560,2,Non core
20563,2,Non core
20566,8,Non core
20570,2,Non core
20581,3,Non core
20630,13,Non core
20634,23,Non core
20635,18,Non core
20638,2,Non core
20645,1,Non core
20661,2,Non core
20663,8,Non core
20667,1,Non core
20671,2,Non core
20675,6,Non core
20676,11,Core
20686,1,Non core
20705,1,Non core
20718,1,Non core
20721,5,Non core
20722,6,Non core
20733,7,Non core
20734,5,Non core
20743,6,Non core
20751,4,Non core
20752,1,Non core
20754,3,Non core
20761,11,Non core
20764,4,Non core
20766,1,Non core
20768,2,Non core
20771,1,Non core
20772,1,Non core
20773,1,Non core
20775,5,Non core
20778,4,Core
20782,1,Non core
20787,2,Non core
20797,2,Non core
20799,1,Non core
20805,19,Non core
20809,2,Non core
20812,4,Non core
20813,6,Core
20815,2,Non core
20816,2,Non core
20819,2,Non core
20826,28,Non core
20828,3,Non core
20839,2,Non core
20850,2,Non core
20854,3,Non core
20858,3,Non core
20861,1,Non core
20863,22,Non core
20864,1,Non core
20865,1,Non core
20866,4,Non core
20868,4,Non core
20870,24,Non core
20873,3,Non core
20883,7,Core
20902,1,Core
20905,1,Non core
20910,1,Non core
20928,2,Non core
20933,1,Non core
20936,4,Core
20944,2,Non core
20951,1,Non core
20962,1,Non core
20963,1,Non core
20965,2,Non core
20969,1,Non core
20970,7,Core
20971,2,Non core
20981,2,Non core
20986,1,Non core
20998,2,Non core
21004,1,Non core
21006,3,Non core
21013,1,Non core
21020,2,Non core
21032,2,Non core
21041,2,Non core
21045,1,Non core
21061,2,Non core
21063,1,Non core
21065,2,Non core
21069,4,Core
21074,1,Non core
21075,2,Non core
21092,1,Non core
21099,2,Non core
21103,2,Non core
21107,6,Non core
21109,2,Non core
21111,3,Non core
21113,3,Non core
21118,1,Non core
21125,1,Non core
21129,9,Core
21135,7,Non core
21138,1,Non core
21141,1,Non core
21143,3,Non core
21144,2,Non core
21151,3,Non core
21152,2,Non core
21179,1,Non core
21198,1,Non core
21204,23,Non core
21216,1,Non core
21217,1,Non core
21224,6,Core
21228,1,Non core
21231,1,Non core
21232,3,Non core
21239,2,Non core
21241,2,Non core
21242,6,Non core
21247,2,Non core
21249,3,Non core
21254,1,Non core
21258,1,Non core
21272,1,Non core
21273,2,Non core
21279,2,Non core
21284,5,Non core
21287,3,Non core
21288,1,Non core
21290,3,Non core
21297,1,Core
21302,3,Non core
21304,1,Non core
21307,1,Non core
21309,2,Non core
21311,1,Non core
21314,2,Non core
21325,1,Non core
21334,2,Non core
21340,2,Non core
21355,2,Non core
21356,2,Non core
21361,2,Non core
21363,1,Non core
21369,4,Non core
21376,1,Non core
21381,1,Non core
21382,1,Non core
21387,38,Core
21406,2,Non core
21407,2,Non core
21408,1,Non core
21413,1,Non core
21414,5,Core
21420,16,Core
21423,3,Non core
21428,13,Core
21451,4,Non core
21463,2,Non core
21465,1,Non core
21469,1,Non core
21470,2,Non core
21479,5,Non core
21484,1,Non core
21485,1,Non core
21486,42,Non core
21510,1,Non core
21511,17,Non core
21514,3,Non core
21515,6,Non core
21516,1,Non core
21518,2,Non core
21522,7,Non core
21528,2,Core
21531,1,Non core
21537,4,Non core
21539,1,Non core
21546,2,Non core
21550,7,Non core
21554,2,Non core
21558,3,Non core
21561,1,Non core
21567,1,Non core
21570,3,Non core
21583,1,Non core
21598,3,Non core
21614,6,Non core
21618,2,Non core
21626,6,Core
21642,2,Non core
21644,1,Non core
21648,1,Non core
21649,1,Non core
21656,1,Non core
21657,2,Non core
21660,2,Non core
21668,1,Non core
21672,4,Core
21683,5,Non core
21686,1,Non core
21690,9,Non core
21691,35,Non core
21692,7,Core
21696,1,Non core
21698,4,Non core
21702,1,Non core
21713,3,Non core
21714,3,Non core
21715,5,Non core
21718,1,Non core
21722,4,Non core
21723,9,Non core
21739,1,Core
21740,2,Non core
21741,3,Core
21747,3,Non core
21748,1,Non core
21757,11,Non core
21765,5,Non core
21775,1,Non core
21778,5,Non core
21781,4,Core
21785,6,Core
21794,2,Non core
21797,28,Non core
21798,9,Non core
21800,2,Non core
21803,2,Non core
21808,1,Non core
21810,2,Non core
21813,7,Non core
21824,1,Non core
21830,3,Non core
21832,2,Non core
21865,1,Non core
21875,1,Non core
21876,1,Non core
21877,1,Non core
21883,5,Core
21885,2,Non core
21886,1,Non core
21891,3,Non core
21892,1,Non core
21897,5,Non core
21902,4,Non core
21904,1,Non core
21907,2,Non core
21908,2,Non core
21909,4,Non core
21914,2,Non core
21918,2,Non core
21922,1,Non core
21927,1,Non core
21930,1,Non core
21950,2,Non core
21961,3,Core
21967,1,Non core
21970,2,Core
21977,1,Non core
21987,3,Non core
21991,1,Non core
21996,1,Core
21999,1,Non core
22003,2,Non core
22010,1,Non core
22012,2,Non core
22013,1,Non core
22016,1,Non core
22018,3,Non core
22019,1,Non core
22020,24,Non core
22021,1,Non core
22025,1,Non core
22030,1,Non core
22036,3,Non core
22037,8,Non core
22041,1,Non core
22042,2,Non core
22044,1,Non core
22047,2,Non core
22056,11,Non core
22059,7,Non core
22061,1,Non core
22064,2,Non core
22066,3,Non core
22072,1,Non core
22076,5,Core
22077,3,Non core
22078,6,Non core
22093,4,Non core
22100,1,Non core
22102,1,Non core
22103,1,Non core
22104,41,Non core
22107,2,Non core
22111,1,Non core
22113,8,Non core
22116,1,Non core
22124,2,Non core
22132,11,Non core
22135,1,Non core
22139,2,Non core
22142,1,Non core
22143,1,Non core
22153,4,Non core
22157,2,Non core
22160,1,Non core
22165,46,Non core
22170,2,Non core
22206,1,Non core
22210,2,Non core
22212,1,Non core
22216,1,Non core
22217,1,Non core
22218,3,Non core
22219,5,Non core
22220,2,Non core
22223,1,Non core
22224,4,Non core
22226,1,Non core
22227,2,Non core
22233,3,Non core
22255,45,Non core
22259,17,Non core
22263,2,Non core
22266,25,Non core
22271,2,Non core
22274,1,Non core
22281,1,Non core
22290,4,Non core
22298,2,Non core
22299,3,Non core
22305,1,Non core
22306,2,Non core
22310,1,Non core
22312,1,Non core
22314,6,Non core
22315,5,Non core
22321,1,Non core
22323,2,Non core
22330,2,Non core
22337,4,Non core
22342,1,Non core
22368,1,Non core
22375,2,Non core
22377,2,Non core
22378,1,Non core
22380,2,Non core
22395,2,Non core
22405,3,Core
22406,12,Core
22420,2,Non core
22421,2,Non core
22428,4,Non core
22429,1,Non core
22432,3,Non core
22435,1,Non core
22437,3,Non core
22440,2,Non core
22443,1,Non core
22444,1,Non core
22446,2,Non core
22448,1,Non core
22454,1,Non core
22457,1,Non core
22477,5,Core
22484,42,Core
22487,3,Non core
22493,2,Non core
22514,4,Non core
22515,1,Non core
22522,1,Non core
22524,2,Non core
22525,2,Non core
22527,1,Non core
22534,2,Non core
22557,1,Non core
22560,1,Non core
22562,5,Non core
22566,2,Non core
22573,2,Non core
22574,5,Non core
22575,2,Non core
22578,2,Non core
22582,14,Non core
22587,1,Non core
22588,1,Non core
22589,6,Non core
22590,3,Non core
22595,12,Non core
22598,1,Non core
22600,2,Non core
22604,5,Non core
22607,1,Non core
22608,1,Non core
22623,24,Core
22629,9,Core
22636,5,Non core
22650,3,Non core
22653,1,Non core
22655,3,Non core
22664,1,Non core
22670,2,Non core
22678,3,Non core
22680,1,Non core
22683,2,Non core
22687,2,Non core
22689,5,Non core
22692,4,Non core
22694,5,Non core
22711,2,Non core
22713,1,Non core
22720,1,Non core
22724,1,Non core
22731,1,Non core
22735,1,Non core
22739,8,Non core
22742,1,Non core
22745,1,Non core
22749,1,Non core
22752,16,Non core
22754,1,Non core
22771,2,Non core
22774,4,Non core
22775,3,Non core
22776,5,Non core
22777,1,Non core
22778,1,Non core
22779,2,Non core
22785,1,Non core
22793,5,Non core
22797,1,Non core
22799,16,Non core
22815,2,Non core
22818,3,Non core
22830,4,Non core
22831,2,Non core
22834,7,Non core
22835,1,Non core
22837,14,Non core
22839,1,Non core
22860,1,Non core
22863,3,Non core
22865,3,Non core
22869,2,Non core
22872,2,Non core
22873,20,Core
22874,1,Non core
22878,1,Non core
22879,1,Non core
22894,1,Non core
22895,2,Non core
22899,2,Core
22905,3,Non core
22908,1,Non core
22911,1,Non core
22924,1,Non core
22925,1,Non core
22932,2,Non core
22946,2,Non core
22948,8,Non core
22954,5,Non core
22957,1,Non core
22959,8,Non core
22960,2,Core
22965,1,Non core
22968,2,Non core
22977,1,Non core
22981,1,Core
22997,5,Non core
22998,8,Core
23003,1,Non core
23006,8,Non core
23012,2,Non core
23020,1,Non core
23026,2,Non core
23037,4,Non core
23043,3,Non core
23046,1,Non core
23047,2,Non core
23055,4,Core
23060,6,Non core
23062,1,Non core
23078,8,Core
23079,1,Non core
23081,13,Non core
23082,1,Non core
23083,7,Non core
23084,4,Core
23092,1,Non core
23094,1,Non core
23100,1,Non core
23101,1,Non core
23116,3,Non core
23122,5,Non core
23133,3,Core
23135,1,Non core
23140,4,Non core
23142,1,Non core
23162,1,Non core
23163,3,Non core
23165,1,Non core
23173,1,Non core
23180,1,Non core
23182,2,Non core
23184,3,Non core
23185,8,Core
23186,11,Core
23192,4,Non core
23203,1,Non core
23204,3,Non core
23205,3,Non core
23209,4,Non core
23210,1,Non core
23211,1,Non core
23215,1,Non core
23226,2,Non core
23229,1,Non core
23235,1,Core
23249,2,Non core
23266,2,Non core
23267,2,Non core
23269,1,Non core
23271,2,Non core
23272,1,Non core
23276,3,Non core
23279,2,Non core
23303,30,Non core
23310,6,Non core
23312,29,Non core
23314,20,Non core
23317,45,Non core
23326,1,Non core
23330,2,Non core
23332,4,Non core
23360,11,Non core
23363,2,Non core
23364,1,Non core
23365,10,Core
23375,1,Non core
23382,2,Non core
23383,1,Non core
23401,3,Core
23402,2,Non core
23413,1,Non core
23414,2,Non core
23416,2,Non core
23417,2,Non core
23419,3,Non core
23430,2,Non core
23433,3,Non core
23435,1,Non core
23443,1,Non core
23446,11,Non core
23449,1,Non core
23450,1,Non core
23454,2,Non core
23455,3,Non core
23458,2,Non core
23467,2,Non core
23469,1,Non core
23479,1,Non core
23483,1,Non core
23484,1,Non core
23511,1,Non core
23512,1,Non core
23517,13,Core
23518,2,Non core
23551,1,Non core
23561,5,Non core
23565,2,Non core
23567,5,Core
23590,1,Non core
23598,3,Non core
23601,1,Non core
23602,3,Non core
23618,1,Non core
23621,1,Non core
23625,7,Non core
23628,2,Non core
23630,24,Core
23636,2,Non core
23644,2,Non core
23645,2,Non core
23650,1,Non core
23654,3,Non core
23659,4,Non core
23668,1,Non core
23674,2,Non core
23676,1,Non core
23681,2,Non core
23686,1,Non core
23692,1,Non core
23709,1,Non core
23717,12,Non core
23719,1,Non core
23729,2,Non core
23733,20,Non core
23734,1,Non core
23735,8,Non core
23739,1,Non core
23741,2,Non core
23754,1,Non core
23757,9,Non core
23759,1,Non core
23760,3,Non core
23763,1,Non core
23766,2,Core
23770,1,Non core
23771,2,Non core
23781,1,Non core
23803,1,Non core
23804,9,Core
23805,1,Non core
23811,5,Non core
23813,1,Non core
23821,1,Non core
23822,7,Non core
23823,10,Non core
23825,16,Non core
23829,1,Core
23840,2,Non core
23847,2,Core
23848,3,Non core
23849,1,Non core
23851,14,Core
23866,4,Non core
23871,5,Non core
23874,12,Non core
23882,1,Non core
23883,2,Non core
23885,1,Non core
23887,1,Non core
23889,3,Non core
23891,1,Non core
23896,1,Non core
23900,2,Non core
23913,30,Non core
23922,3,Non core
23924,1,Core
23928,4,Core
23936,2,Non core
23942,4,Non core
23950,15,Core
23958,17,Non core
23969,2,Non core
23970,1,Non core
23972,1,Non core
23982,1,Non core
23983,4,Non core
23984,3,Non core
24005,6,Non core
24006,3,Non core
24013,4,Non core
24022,2,Non core
24036,1,Non core
24037,1,Non core
24042,4,Non core
24043,3,Core
24056,1,Non core
24061,24,Core
24062,1,Non core
24064,1,Non core
24072,9,Core
24080,1,Non core
24081,1,Non core
24086,1,Non core
24095,6,Non core
24099,1,Non core
24101,1,Non core
24103,4,Non core
24105,1,Non core
24115,3,Non core
24116,1,Non core
24118,2,Non core
24127,1,Non core
24131,4,Non core
24132,5,Non core
24147,5,Core
24162,11,Core
24164,1,Non core
24165,1,Non core
24168,1,Non core
24177,1,Non core
24181,1,Non core
24188,2,Non core
24209,20,Non core
24215,1,Non core
24223,3,Non core
24225,2,Non core
24237,1,Non core
24244,1,Non core
24245,11,Core
24247,2,Non core
24250,2,Non core
24268,1,Non core
24269,18,Non core
24286,2,Non core
24288,1,Non core
24289,2,Non core
24290,2,Non core
24297,7,Non core
24299,2,Non core
24313,2,Non core
24316,1,Non core
24319,1,Non core
24322,1,Non core
24330,6,Non core
24343,1,Non core
24355,1,Non core
24406,4,Non core
24407,3,Non core
24409,1,Non core
24427,3,Non core
24434,1,Non core
24438,2,Non core
24441,6,Non core
24442,1,Non core
24448,1,Non core
24454,2,Non core
24456,3,Non core
24470,2,Non core
24484,1,Non core
24501,4,Core
24504,6,Non core
24505,1,Non core
24508,2,Non core
24533,1,Non core
24549,2,Non core
24559,1,Non core
24562,1,Non core
24564,12,Non core
24574,2,Non core
24575,2,Non core
24580,3,Non core
24598,1,Non core
24603,1,Non core
24604,3,Non core
24612,1,Non core
24635,2,Core
24638,2,Non core
24645,4,Non core
24647,2,Non core
24648,1,Non core
24649,3,Non core
24654,2,Non core
24666,1,Non core
24679,1,Non core
24687,4,Non core
24710,1,Non core
24711,3,Non core
24713,3,Non core
24728,1,Non core
24739,1,Non core
24741,1,Non core
24742,1,Non core
24744,2,Non core
24757,1,Non core
24777,2,Non core
24780,2,Core
24785,2,Non core
24786,2,Non core
24791,9,Non core
24797,1,Non core
24816,3,Non core
24817,1,Non core
24824,16,Non core
24827,1,Non core
24828,2,Core
24831,2,Non core
24849,6,Non core
24868,1,Non core
24870,1,Non core
24872,5,Core
24879,1,Non core
24883,7,Non core
24890,5,Non core
24900,1,Non core
24903,10,Non core
24904,1,Non core
24908,1,Non core
24919,3,Non core
24924,9,Non core
24925,14,Non core
24952,2,Non core
24965,2,Non core
24978,1,Non core
24999,1,Non core
25001,3,Non core
25005,20,Non core
25006,7,Non core
25007,1,Non core
25011,3,Non core
25022,1,Non core
25023,10,Core
25025,1,Non core
25026,1,Non core
25033,4,Non core
25041,3,Non core
25048,2,Non core
25050,2,Non core
25055,6,Non core
25058,4,Non core
25059,1,Non core
25065,3,Non core
25066,2,Non core
25067,12,Non core
25072,8,Non core
25073,32,Non core
25077,3,Non core
25079,19,Non core
25080,6,Non core
25085,1,Non core
25089,3,Non core
25100,3,Non core
25101,1,Non core
25105,3,Non core
25109,3,Non core
25110,2,Non core
25111,11,Non core
25113,3,Non core
25128,1,Non core
25135,2,Non core
25138,2,Non core
25165,5,Non core
25167,8,Non core
25169,1,Non core
25171,5,Non core
25186,2,Non core
25221,4,Non core
25225,14,Non core
25235,1,Non core
25237,2,Non core
25238,2,Non core
25239,2,Non core
25241,4,Non core
25242,1,Non core
25245,3,Non core
25251,1,Non core
25254,32,Non core
25259,1,Non core
25272,1,Non core
25273,1,Non core
25274,1,Non core
25277,6,Core
25278,1,Non core
25284,8,Non core
25290,3,Non core
25301,1,Non core
25311,2,Non core
25320,2,Non core
25336,2,Non core
25351,1,Non core
25373,2,Non core
25376,3,Non core
25388,10,Non core
25395,7,Core
25397,3,Non core
25401,2,Non core
25402,3,Core
25423,1,Non core
25431,10,Non core
25432,11,Non core
25433,6,Non core
25435,1,Non core
25437,2,Non core
25444,1,Non core
25448,1,Non core
25456,7,Non core
25489,1,Non core
25493,2,Non core
25505,2,Non core
25530,1,Non core
25544,1,Non core
25547,2,Non core
25550,1,Non core
25551,2,Non core
25553,17,Core
25559,1,Non core
25562,21,Non core
25564,5,Non core
25568,6,Non core
25571,36,Non core
25575,1,Core
25585,1,Non core
25587,10,Non core
25588,2,Non core
25591,3,Non core
25593,2,Non core
25600,6,Core
25601,1,Non core
25613,7,Non core
25618,3,Non core
25625,5,Core
25630,2,Non core
25632,5,Non core
25635,1,Non core
25638,3,Non core
25640,2,Non core
25643,1,Non core
25648,2,Non core
25651,2,Non core
25660,1,Non core
25661,1,Non core
25664,2,Non core
25666,4,Non core
25674,4,Core
25675,1,Non core
25695,30,Core
25696,2,Non core
25701,7,Core
25708,1,Non core
25720,28,Non core
25731,1,Non core
25733,6,Core
25734,1,Non core
25738,5,Core
25740,19,Non core
25747,30,Non core
25764,1,Non core
25805,2,Non core
25817,3,Non core
25820,9,Non core
25837,3,Non core
25838,2,Non core
25846,2,Non core
25847,2,Core
25865,2,Non core
25877,6,Non core
25891,4,Non core
25899,3,Non core
25903,52,Non core
25904,1,Non core
25907,1,Non core
25919,1,Non core
25936,4,Core
25942,1,Non core
25943,2,Non core
25944,31,Non core
25946,2,Non core
25972,1,Non core
25974,1,Non core
25977,3,Non core
25983,5,Non core
25984,2,Non core
25990,1,Non core
25998,1,Non core
26006,1,Non core
